condition,id,delete,description,set_size,enrichment_score,nes,pvalue,p_adjust,qvalue,rank,leading_edge,core_enrichment,gsea_enrichment
"BNT (V2, D1)",ANTIVIRAL & IFN,ANTIVIRAL & IFN...161,ANTIVIRAL & IFN,18,-0.5053964852688755,-1.5193150563091937,0.05742574257425743,0.2297029702970297,0.19141914191419143,225,"tags=56%, list=17%, signal=47%",FASLG/CCL4/IRF1/TAP1/GBP2/PML/GBP1/GBP6/CXCL10/GBP7,ImmuneGO_BTM_general
"BNT (V2, D1)",MYELOID CELL,MYELOID CELL...162,MYELOID CELL,7,0.632147147602351,1.4644730144721585,0.08076923076923077,0.27692307692307694,0.23076923076923078,77,"tags=29%, list=6%, signal=27%",CXCL12/MARCO,ImmuneGO_BTM_general
"BNT (V2, D1)",CELLULAR ADAPTIVE IMMUNE SYSTEM,CELLULAR ADAPTIVE IMMUNE SYSTEM...163,CELLULAR ADAPTIVE IMMUNE SYSTEM,41,-0.36964930778826577,-1.3483637442653789,0.1007905138339921,0.2962962962962963,0.24691358024691357,295,"tags=51%, list=23%, signal=41%",GFI1/LILRB1/TIGIT/CD8B/PDE4B/SLAMF7/FASLG/NKG7/LAG3/SP140/IRF1/FAS/GPR15/GNLY/TAP2/GZMB/CD8A/FGFBP2/ZNF683/GZMH/IDO1,ImmuneGO_BTM_general
"BNT (V2, D1)",MONOCYTE,MONOCYTE...164,MONOCYTE,40,0.3497285121466263,1.3125513079636801,0.1111111111111111,0.2962962962962963,0.24691358024691357,544,"tags=82%, list=41%, signal=50%",CTSG/MARCO/AZU1/SGK1/CXCL1/VNN1/MGST1/CDA/STAB1/CYBRD1/CD163/PADI4/CACNA2D3/NFE2/ANPEP/NLRP12/DOK3/TMTC2/PRAM1/BST1/IMPA2/MS4A6A/RXRA/ST3GAL6/CEBPA/NLRP3/CTSH/PTGIR/SIGLEC9/TMEM71/PLXDC2/CD302/TIMP2,ImmuneGO_BTM_general
"BNT (V2, D1)",LEUKOCYTES,LEUKOCYTES...165,LEUKOCYTES,168,-0.25014370612130893,-1.178307950496374,0.15202702702702703,0.36486486486486486,0.30405405405405406,228,"tags=30%, list=17%, signal=28%",STX11/SERPINB9/FASLG/CD40/NKG7/APOBEC3H/NLRC5/LAG3/CCL4/RIPK2/IL12A/IRF1/S1PR5/FAS/TAP1/GCH1/GNLY/C1orf21/SECTM1/TAP2/GZMB/GBP2/NOD2/LPCAT2/PML/KLRC3/CCRL2/KLF5/CEACAM1/C1S/KIR2DL3/FGFBP2/PDGFRB/IL31RA/TNFAIP6/KLRC2/ZNF683/SLAMF8/GZMH/NTRK2/PDCD1LG2/GBP1/GBP6/FCGR1A/CD274/LAMP3/IDO2/CXCL10/GBP7/IDO1,ImmuneGO_BTM_general
"BNT (V2, D1)",INFLAMMATION,INFLAMMATION...166,INFLAMMATION,14,-0.4610982725782837,-1.2876747235233708,0.1830708661417323,0.3661417322834646,0.3051181102362205,261,"tags=57%, list=20%, signal=46%",PDE4B/SERPINB9/CCL4/RIPK2/GCH1/NOD2/IL31RA/TNFAIP6,ImmuneGO_BTM_general
"BNT (V2, D1)",ADAPTIVE IMMUNE SYSTEM,ADAPTIVE IMMUNE SYSTEM...167,ADAPTIVE IMMUNE SYSTEM,71,-0.29298645061060574,-1.192413080700039,0.1750465549348231,0.3661417322834646,0.3051181102362205,295,"tags=46%, list=23%, signal=38%",CIITA/CRTAM/GFI1/E2F5/LILRB1/EBF1/SH2D2A/TIGIT/CD8B/HLA-DOB/PDE4B/SLAMF7/FASLG/CD40/NKG7/LAG3/CCL4/SP140/IRF1/FAS/GPR15/TAP1/GNLY/TAP2/GZMB/CD8A/FGFBP2/KLRC2/ZNF683/GZMH/NTRK2/P2RY14/IDO1,ImmuneGO_BTM_general
"BNT (V2, D1)",MAST CELL,MAST CELL...168,MAST CELL,3,0.7003041893267314,1.2254516111039735,0.22986247544204322,0.41912396221013454,0.34926996850844544,12,"tags=33%, list=1%, signal=33%",CHGA,ImmuneGO_BTM_general
"BNT (V2, D1)",SIGNALING,SIGNALING...169,SIGNALING,17,0.4074419181648413,1.2170003700304357,0.24448897795591182,0.41912396221013454,0.34926996850844544,201,"tags=35%, list=15%, signal=30%",CXCL3/CXCL12/ELANE/A2M/CXCL1/CXCL6,ImmuneGO_BTM_general
"BNT (V2, D1)",COMPLEMENT,COMPLEMENT...170,COMPLEMENT,3,0.6368444786508238,1.1144044320734616,0.34577603143418467,0.48815439731884896,0.4067953310990408,110,"tags=67%, list=8%, signal=61%",FPR3/A2M,ImmuneGO_BTM_general
"BNT (V2, D1)",EOSINOPHIL,EOSINOPHIL...171,EOSINOPHIL,1,-0.8381679389312977,-1.1102422145328719,0.3396584440227704,0.48815439731884896,0.4067953310990408,214,"tags=100%, list=16%, signal=84%",,ImmuneGO_BTM_general
"BNT (V2, D1)",INNATE IMMUNE SYSTEM,INNATE IMMUNE SYSTEM...172,INNATE IMMUNE SYSTEM,156,-0.22926220932398705,-1.0621809927472394,0.34146341463414637,0.48815439731884896,0.4067953310990408,226,"tags=28%, list=17%, signal=26%",SERPINB9/FASLG/CD40/NKG7/APOBEC3H/NLRC5/LAG3/CCL4/RIPK2/IRF1/S1PR5/TAP1/GCH1/GNLY/C1orf21/SECTM1/TAP2/GZMB/GBP2/NOD2/LPCAT2/PML/KLRC3/CCRL2/CD8A/C1S/KIR2DL3/FGFBP2/PDGFRB/IL31RA/TNFAIP6/KLRC2/ZNF683/SLAMF8/GZMH/PDCD1LG2/GBP1/GBP6/FCGR1A/CD274/LAMP3/BATF2/CXCL10/GBP7,ImmuneGO_BTM_general
"BNT (V2, D1)",LYMPHOCYTE,LYMPHOCYTE...173,LYMPHOCYTE,6,-0.4916551896695228,-1.062990678115628,0.42299794661190965,0.5129032258064516,0.42741935483870974,337,"tags=83%, list=26%, signal=62%",BANK1/EBF1/SH2D2A/CCL4/NTRK2,ImmuneGO_BTM_general
"BNT (V2, D1)",IMMUNOGLOBULIN MEDIATED RESPONSE,IMMUNOGLOBULIN MEDIATED RESPONSE...174,IMMUNOGLOBULIN MEDIATED RESPONSE,10,0.4070131158340774,1.0551884841000345,0.40229885057471265,0.5129032258064516,0.42741935483870974,290,"tags=40%, list=22%, signal=31%",EPHB2/C17orf99/SPNS2/LYL1,ImmuneGO_BTM_general
"BNT (V2, D1)",ARPP,ARPP...175,ARPP,32,-0.2923690314044265,-1.0133142747370227,0.4274193548387097,0.5129032258064516,0.42741935483870974,222,"tags=31%, list=17%, signal=27%",CD40/LAG3/CCL4/RIPK2/TAP1/KLRC3/CD8A/KLRC2/BATF2/CXCL10,ImmuneGO_BTM_general
"BNT (V2, D1)",B CELL,B CELL...176,B CELL,27,0.2953371552808641,1.0074676188504723,0.45180722891566266,0.5163511187607573,0.4302925989672978,308,"tags=37%, list=23%, signal=29%",GPR85/TEK/TRHDE/EPHB2/C17orf99/NRXN3/GYPE/SPNS2/LYL1/HEPACAM2,ImmuneGO_BTM_general
"BNT (V2, D1)",DENDRITIC CELL,DENDRITIC CELL...177,DENDRITIC CELL,43,0.24793232594048858,0.9447723479561838,0.5763747454175153,0.6287724495463803,0.5239770412886503,402,"tags=58%, list=31%, signal=42%",IFI27/TMEM158/FPR3/EREG/CD1B/GPNMB/OLR1/EBI3/ATP1B2/EPS8/CD1A/PTGFRN/ATP1B1/MGST1/CTSB/CLEC10A/IL18/SLC36A1/TMEM144/STAB1/GRINA/TGFA/ANPEP/NLRP12/RRAGD,ImmuneGO_BTM_general
"BNT (V2, D1)",MACROPHAGE,MACROPHAGE...178,MACROPHAGE,2,0.592937735126975,0.9156073722447001,0.6213991769547325,0.6484165324745034,0.5403471103954196,148,"tags=50%, list=11%, signal=44%",AZU1,ImmuneGO_BTM_general
"BNT (V2, D1)",IMMUNE SYSTEM,IMMUNE SYSTEM...179,IMMUNE SYSTEM,11,0.22436936975550473,0.5937050081617529,0.9363817097415507,0.9363817097415507,0.7803180914512923,253,"tags=27%, list=19%, signal=22%",CD1B/CD1A/JUN,ImmuneGO_BTM_general
"BNT-I (D26, hospital)",MONOCYTE,MONOCYTE...180,MONOCYTE,107,0.6237414587144303,3.548130984177266,1e-10,6e-10,1.3157894736842107e-10,1167,"tags=79%, list=24%, signal=61%",S100A8/FCGR1A/S100A12/LY96/IL1R2/S100A9/IER3/KLF4/BRI3/G0S2/RAB32/ACSL1/BASP1/CLEC4E/QPCT/GCA/MARCKS/NAIP/SMARCD3/FCAR/TLR2/PYGL/LILRA6/BCL6/ABCA1/PLBD1/MGAM/PADI2/TLR5/RBP7/IL1RN/GLT1D1/S100A11/CEBPD/IRAK3/CLEC4A/CSTA/HAL/CEBPB/FCER1G/LRRK2/DYSF/PLAUR/CDA/BST1/PADI4/SORT1/F5/AQP9/LILRA5/CLEC7A/RAB31/TNFSF13B/SERPINA1/SMPDL3A/TREM1/SLC15A3/ASGR2/VNN2/ALOX5/RNF130/RBM47/AIF1/SIRPB1/PGD/ST3GAL6/IL13RA1/FPR1/LST1/MCTP1/FGD4/TBXAS1/LYN/MGST1/STEAP4/DOK3/ITGAM/DRAM1/MEGF9/IMPA2/SLC24A4/MPP1/IFI30/ITGAX/LGALS3,ImmuneGO_BTM_general
"BNT-I (D26, hospital)",NEUTROPHIL,NEUTROPHIL...181,NEUTROPHIL,49,0.6604337428207712,3.1501879016125214,1e-10,6e-10,1.3157894736842107e-10,1167,"tags=82%, list=24%, signal=62%",CD177/LBP/ANXA3/S100A12/CAMP/S100P/ALPL/G0S2/IL18RAP/CMTM2/BASP1/KRT23/FCAR/KCNJ15/PYGL/PROK2/MGAM/SLC22A4/LIN7A/GLT1D1/DGAT2/CREB5/REPS2/FCER1G/CDA/RNF24/TREM1/VNN2/LRRC4/NPL/PDE4B/PFKFB4/F2RL1/FPR1/FCGR3B/DENND3/STEAP4/IMPA2/MXD1/LGALS3,ImmuneGO_BTM_general
"BNT-I (D26, hospital)",LEUKOCYTES,LEUKOCYTES...182,LEUKOCYTES,420,0.4039870528244043,2.8648497965568143,1e-10,6e-10,1.3157894736842107e-10,1203,"tags=56%, list=25%, signal=46%",CD177/MMP8/CH25H/CRISP3/NFKBIA/LTF/ABCA13/CHIT1/DEFA4/ARG1/LCN2/LBP/CEACAM8/ANXA3/HP/S100A8/IFI27/CEACAM6/TARM1/BPI/OLR1/FCGR1A/S100A12/LY96/IL1R2/KCNJ2/CAMP/ZNF608/GPR84/ADM/RETN/S100A9/TFF3/CA4/IER3/CLEC4D/SLC26A8/S100P/S100A7/KLF4/GBP6/BRI3/ALPL/TCN1/G0S2/IL18RAP/BCL2A1/SERPINB10/KLF5/TNFAIP3/BEX1/CSRP2/RAB32/IL1R1/SLC1A3/CMTM2/IQGAP3/ACSL1/IL1A/BASP1/UPP1/ICAM1/BMX/TRIB1/CR1/INHBA/KRT23/CLEC4E/QPCT/APOBEC3A/EREG/GCA/MBOAT2/DUSP1/B3GNT5/EGF/TGFA/PROS1/BCL3/MARCKS/NAIP/CD274/IFITM3/ROPN1L/IL27/TMEM158/PKMYT1/SMARCD3/FCAR/AIM2/MAPK14/PRRG4/SLC8A1/TLR2/KCNJ15/CST7/RNASE4/PYGL/LILRA6/PROK2/LPCAT2/BCL6/ABCA1/PLBD1/MGAM/FCGR2B/SLC22A4/RIPK2/PADI2/SLC22A15/TLR5/LIN7A/IFITM1/RBP7/IL1RN/GLT1D1/S100A11/PPBP/DGAT2/SAMSN1/TREML4/CREB5/CEBPD/REPS2/IRAK3/CLEC4A/DOCK4/CSTA/IGFBP7/HAL/CEBPB/PLSCR1/FCER1G/TRIM25/GRINA/LRRK2/DYSF/SELL/MS4A3/IFITM2/PLAUR/CLEC6A/CDA/BST1/RNF24/JAK3/PADI4/SLC15A4/SORT1/F5/AQP9/LILRA5/ANXA1/CLU/CLEC7A/IRF1/STX11/CD46/C1R/RAB31/TNFSF13B/BCL10/SERPINA1/CD55/SMPDL3A/FUT7/TREM1/SLC15A3/ASGR2/VNN2/LRRC4/ALOX5/NPL/RRAGD/PARP9/JAG1/PDE4B/RNF130/RBM47/ENTPD1/AIF1/SIRPB1/FAS/IGF1R/LHFPL2/PFKFB4/PGD/F2RL1/ST3GAL6/IL13RA1/FPR1/CDK14/HMGB2/LST1/MAP3K8/WDFY3/MCTP1/HLA-C/FGD4/FCGR3B/DENND3/SLC19A2/GBP2/TBXAS1/RNF19B/PRKAR2B/CCDC150/LYN/MGST1/IFNGR1/GTPBP1/RNF135/MYH10/RELB/STEAP4/ADAM9/DOK3/ITGAM/RNF144B/DRAM1/MEGF9/IMPA2/SLC24A4/MXD1/RC3H1/MPP1/CASP1/IFI30/ITGAX/IL4R/LGALS3/PSMB8/ZC3HAV1/TM6SF1/LY75/SLC27A2,ImmuneGO_BTM_general
"BNT-I (D26, hospital)",INNATE IMMUNE SYSTEM,INNATE IMMUNE SYSTEM...183,INNATE IMMUNE SYSTEM,374,0.4111514086006369,2.8591065466691687,1e-10,6e-10,1.3157894736842107e-10,1183,"tags=57%, list=25%, signal=46%",CD177/CH25H/CRISP3/NFKBIA/DEFA4/LCN2/LBP/ANXA3/S100A8/IFI27/TARM1/BPI/OLR1/FCGR1A/S100A12/LY96/IL1R2/PPARG/JUN/KCNJ2/CAMP/S100A9/IER3/S100P/KLF4/GBP6/EDNRB/BRI3/ALPL/G0S2/CD24/IL18RAP/BCL2A1/TNFAIP3/RAB32/IL1R1/SLC1A3/CMTM2/ACSL1/ANKHD1/IL1A/BASP1/ICAM1/TRIB1/CR1/KRT23/CLEC4E/QPCT/JMJD6/APOBEC3A/EREG/GCA/DUSP1/B3GNT5/EGF/TGFA/PROS1/BCL3/MARCKS/NAIP/CD274/IFITM3/TLR10/IL27/TMEM158/SMARCD3/FCAR/TREML1/AIM2/MAPK14/PRRG4/SLC8A1/TLR2/KCNJ15/CST7/PYGL/LILRA6/PROK2/LPCAT2/BCL6/ABCA1/PLBD1/MGAM/FCGR2B/SLC18A2/SLC22A4/RIPK2/PADI2/TLR5/LIN7A/IFITM1/RBP7/IL1RN/GLT1D1/S100A11/DGAT2/SAMSN1/TREML4/CREB5/CEBPD/REPS2/IRAK3/CLEC4A/DOCK4/CSTA/HAL/CEBPB/PLSCR1/FCER1G/TRIM25/GRINA/LRRK2/DYSF/SELL/IFITM2/PLEK/PLAUR/MAP2K6/CLEC6A/CDA/BST1/MAPKAPK2/RNF24/JAK3/PADI4/SLC15A4/SORT1/F5/AQP9/LILRA5/CLU/CLEC7A/VASP/IRF1/CD46/C1R/RAB31/TNFSF13B/BCL10/SERPINA1/CD55/HLA-B/VIM/SMPDL3A/FUT7/F12/TREM1/SLC15A3/ASGR2/VNN2/LRRC4/ALOX5/NPL/RRAGD/PARP9/JAG1/PDE4B/RNF130/RBM47/AIF1/SIRPB1/LHFPL2/PFKFB4/PGD/F2RL1/TUBB4B/ST3GAL6/IL13RA1/KAT7/FPR1/HMGB2/LST1/MAP3K8/FAR2/WDFY3/MCTP1/HLA-C/FGD4/FCGR3B/DENND3/GBP2/TBXAS1/MEF2A/RNF19B/PRKAR2B/LYN/MGST1/IFNGR1/ACTR3/RNF135/MYH10/RELB/STAT5B/STEAP4/ADAM9/DOK3/ITGAM/RNF144B/CD53/DRAM1/MEGF9/IMPA2/SLC24A4/MXD1/CHUK/MPP1/CASP1/IFI30/ITGAX/LGALS3/PSMB8/ZC3HAV1,ImmuneGO_BTM_general
"BNT-I (D26, hospital)",ADAPTIVE IMMUNE SYSTEM,ADAPTIVE IMMUNE SYSTEM...184,ADAPTIVE IMMUNE SYSTEM,269,-0.32829676831465066,-2.1337091037976323,6.282939635843605e-9,3.0158110252049304e-8,6.6136206693090586e-9,1223,"tags=48%, list=25%, signal=38%",CIITA/CD40/LFNG/IL17RB/NLRC3/GPR171/CD81/ZAP70/TCF3/SH2D1A/ADCY9/GPR89B/OTUD7B/CD3E/LCK/RAG1/KLF8/ITPR3/STAP1/HLA-DPB1/CD27/IL2RB/LAT/CCR6/NR3C2/TOX/CHI3L2/NAV1/SIT1/PRKACB/LIME1/ITGB7/HLA-DQA1/PAWR/CCL5/NKG7/CRTAM/LAX1/CD1C/SPOCK2/FLT3LG/IL21R/CLEC10A/CCR5/DLL1/BANK1/F2R/CD5/LY9/EFNB1/HLA-DPA1/SV2A/CD160/JAM2/BLNK/CD6/CD2/ABCB4/FCER1A/GIMAP6/TIGIT/GPM6B/IL7R/SH2D2A/GNLY/CCR2/CD3G/SPN/NT5E/CD8A/CD70/HOXB4/LBH/CD79B/PRF1/CD72/AFF3/FCRL2/GZMH/KCNH1/PLEKHG1/CD40LG/CD200/MS4A1/IL7/CXCR3/ICOSLG/CR2/CD22/PTPRK/RORC/PTPRCAP/CXCR5/FCRL1/BLK/SCN3A/CHL1/CCR7/PAX5/LAG3/HLA-DOA/S1PR1/ZFPM1/ZNF683/ELOVL4/CX3CR1/VPREB3/FCRL3/CD1E/SPIB/FCER2/CD1B/PLEKHF1/PLD4/FCRLA/CD79A/LRRN3/FASLG/GIMAP7/EOMES/CHRNA7/GLI3/PCDH9/USH2A/NOG/TCL1A/TMEM37/NLGN4Y,ImmuneGO_BTM_general
"BNT-I (D26, hospital)",ARPP,ARPP...185,ARPP,107,0.42537996095155256,2.419758697154888,3.733606426985121e-8,1.4934425707940484e-7,3.275093357004492e-8,1203,"tags=59%, list=25%, signal=45%",NFKBIA/LBP/S100A12/LY96/IL1R2/JUN/KCNJ2/EDNRB/CD24/TNFAIP3/ICAM1/JMJD6/EREG/TLR10/FCAR/AIM2/MAPK14/TLR2/KCNJ15/LILRA6/BCL6/MGAM/RIPK2/TLR5/IRAK3/FCER1G/TRIM25/DYSF/SELL/PLEK/PLAUR/MAP2K6/CLEC6A/BST1/MAPKAPK2/PADI4/AQP9/CLEC7A/VASP/TNFSF13B/BCL10/HLA-B/ASGR2/ALOX5/NPL/AIF1/FPR1/FAR2/WDFY3/HLA-C/TBXAS1/MEF2A/LYN/RNF135/RELB/ITGAM/CD53/CHUK/CASP1/ITGAX/LGALS3/PSMB8/SLC27A2,ImmuneGO_BTM_general
"BNT-I (D26, hospital)",LYMPHOCYTE,LYMPHOCYTE...186,LYMPHOCYTE,23,-0.6204579140823147,-2.3309576808703296,1.9517532991873974e-5,6.691725597213933e-5,1.467483683599547e-5,1161,"tags=83%, list=24%, signal=63%",SH2D1A/ADCY9/CD3E/CHI3L2/NAV1/BANK1/CD2/GPM6B/SH2D2A/CD3G/CD200/ICOSLG/BLK/ELOVL4/VPREB3/FCER2/CD1B/CD79A/TCL1A,ImmuneGO_BTM_general
"BNT-I (D26, hospital)",B CELL,B CELL...187,B CELL,117,-0.36362722251862634,-2.0530964343659237,2.4388708301296973e-5,7.316612490389091e-5,1.604520282980064e-5,737,"tags=38%, list=15%, signal=33%",DLL1/BANK1/LY9/HLA-DPA1/JAM2/BLNK/ABCB4/IL7R/NT5E/CD70/CD79B/CD72/AFF3/FCRL2/KCNH1/PLEKHG1/CD40LG/CD200/MS4A1/IL7/ICOSLG/CR2/CD22/PTPRK/CXCR5/FCRL1/BLK/SCN3A/CHL1/CCR7/PAX5/HLA-DOA/VPREB3/FCRL3/SPIB/FCER2/PLD4/FCRLA/CD79A/CHRNA7/PCDH9/USH2A/TCL1A/TMEM37/NLGN4Y,ImmuneGO_BTM_general
"BNT-I (D26, hospital)",MYELOID CELL,MYELOID CELL...188,MYELOID CELL,20,0.6369075207402057,2.3075195043142025,3.389179701207113e-5,9.037812536552301e-5,1.9819764334544524e-5,1497,"tags=95%, list=31%, signal=66%",SLC1A3/EGF/PROS1/MARCKS/SLC8A1/BCL6/TLR5/LIN7A/IL1RN/CLEC4A/FCER1G/F5/CLU/SLC15A3/MYH10/SLC24A4/SELP/LRRC25/CHST15,ImmuneGO_BTM_general
"BNT-I (D26, hospital)",ANTIMICROBIAL,ANTIMICROBIAL...189,ANTIMICROBIAL,11,0.7376660167059198,2.2185413424788694,8.416185754146687e-5,1.8362587099956406e-4,4.026883135955353e-5,344,"tags=64%, list=7%, signal=59%",DEFA4/BPI/S100A12/CAMP/ADM/S100A7/BCL3,ImmuneGO_BTM_general
"BNT-I (D26, hospital)",NK CELL,NK CELL...190,NK CELL,47,-0.4710647616562733,-2.155659044202951,7.783041504752167e-5,1.8362587099956406e-4,4.026883135955353e-5,1230,"tags=62%, list=26%, signal=46%",CTSW/ADRB2/NLRC3/ZAP70/IL2RB/MYBL1/NCR1/TGFBR3/CCL5/NKG7/PTGDR/DLL1/KLRD1/GIMAP6/TIGIT/MATK/SH2D2A/GNLY/ENPP5/TBX21/PRF1/GZMH/TNFSF11/LAG3/CX3CR1/PLEKHF1/FASLG/GIMAP7/EOMES,ImmuneGO_BTM_general
"BNT-I (D26, hospital)",DENDRITIC CELL,DENDRITIC CELL...191,DENDRITIC CELL,79,0.3818735829240398,2.0526962468839605,1.4114995024078078e-4,2.8229990048156157e-4,6.190787291262315e-5,1079,"tags=53%, list=22%, signal=42%",CH25H/NFKBIA/IFI27/OLR1/LY96/IL1R2/BCL2A1/IL1R1/SLC1A3/ICAM1/EREG/B3GNT5/TGFA/BCL3/CD274/TMEM158/PRRG4/LPCAT2/IL1RN/SAMSN1/DOCK4/PLSCR1/GRINA/TNFSF13B/FUT7/ALOX5/RRAGD/PARP9/JAG1/PDE4B/RBM47/LHFPL2/PGD/ST3GAL6/IL13RA1/MAP3K8/PRKAR2B/MGST1/IFNGR1/RELB/ADAM9/RNF144B,ImmuneGO_BTM_general
"BNT-I (D26, hospital)",HUMORAL ADAPTIVE IMMUNE SYSTEM,HUMORAL ADAPTIVE IMMUNE SYSTEM...192,HUMORAL ADAPTIVE IMMUNE SYSTEM,137,-0.31620719250656365,-1.8424745319552533,1.8313933703601525e-4,3.381033914511051e-4,7.41454805813827e-5,737,"tags=36%, list=15%, signal=31%",DLL1/BANK1/LY9/HLA-DPA1/JAM2/BLNK/ABCB4/FCER1A/IL7R/GNLY/CCR2/NT5E/CD70/HOXB4/CD79B/CD72/AFF3/FCRL2/KCNH1/PLEKHG1/CD40LG/CD200/MS4A1/IL7/ICOSLG/CR2/CD22/PTPRK/CXCR5/FCRL1/BLK/SCN3A/CHL1/CCR7/PAX5/HLA-DOA/VPREB3/FCRL3/SPIB/FCER2/PLD4/FCRLA/CD79A/CHRNA7/PCDH9/USH2A/TCL1A/TMEM37/NLGN4Y,ImmuneGO_BTM_general
"BNT-I (D26, hospital)",T CELL,T CELL...193,T CELL,158,-0.2984206639276574,-1.781466401792731,2.0794362942959502e-4,3.5647479330787714e-4,7.817429677804325e-5,1211,"tags=44%, list=25%, signal=34%",LFNG/IL17RB/NLRC3/GPR171/CD81/ZAP70/SH2D1A/GPR89B/CD3E/LCK/RAG1/ITPR3/CD27/IL2RB/LAT/TOX/CHI3L2/SIT1/PRKACB/LIME1/ITGB7/CCL5/NKG7/CRTAM/CD1C/SPOCK2/FLT3LG/IL21R/CCR5/F2R/CD5/EFNB1/SV2A/CD160/CD6/CD2/FCER1A/GIMAP6/TIGIT/IL7R/GNLY/CCR2/CD3G/SPN/CD8A/CD70/LBH/PRF1/GZMH/CD40LG/MS4A1/IL7/CXCR3/CR2/RORC/PTPRCAP/CCR7/LAG3/S1PR1/ZFPM1/ZNF683/PLEKHF1/LRRN3/FASLG/GIMAP7/EOMES/CHRNA7/GLI3/NOG,ImmuneGO_BTM_general
"BNT-I (D26, hospital)",SIGNALING,SIGNALING...194,SIGNALING,31,0.487256867037249,2.0561081243970003,3.9138433555287687e-4,6.26214936884603e-4,1.3732783703609714e-4,948,"tags=61%, list=20%, signal=50%",NFKBIA/ANXA3/G0S2/BCL2A1/TNFAIP3/IL1A/ICAM1/TRIB1/DUSP1/BCL3/MAPK14/BCL6/IFITM1/PPBP/PLSCR1/ANXA1/PARP9/PDE4B/MAP3K8,ImmuneGO_BTM_general
"BNT-I (D26, hospital)",CELLULAR ADAPTIVE IMMUNE SYSTEM,CELLULAR ADAPTIVE IMMUNE SYSTEM...195,CELLULAR ADAPTIVE IMMUNE SYSTEM,165,-0.2876550048907226,-1.728563133947262,8.911191437962392e-4,0.0013366787156943588,2.931312973013945e-4,1211,"tags=42%, list=25%, signal=33%",LFNG/IL17RB/NLRC3/GPR171/CD81/ZAP70/SH2D1A/GPR89B/CD3E/LCK/RAG1/ITPR3/CD27/IL2RB/LAT/TOX/CHI3L2/SIT1/PRKACB/LIME1/ITGB7/CCL5/NKG7/CRTAM/CD1C/SPOCK2/FLT3LG/IL21R/CCR5/F2R/CD5/EFNB1/SV2A/CD160/CD6/CD2/FCER1A/GIMAP6/TIGIT/IL7R/GNLY/CCR2/CD3G/SPN/CD8A/CD70/LBH/PRF1/GZMH/CD40LG/MS4A1/IL7/CXCR3/CR2/RORC/PTPRCAP/CCR7/LAG3/S1PR1/ZFPM1/ZNF683/CX3CR1/PLEKHF1/LRRN3/FASLG/GIMAP7/EOMES/CHRNA7/GLI3/NOG,ImmuneGO_BTM_general
"BNT-I (D26, hospital)",IMMUNE SYSTEM,IMMUNE SYSTEM...196,IMMUNE SYSTEM,56,0.30468013470623667,1.494693595900773,0.02379345118120482,0.033590754608759744,0.007366393554552576,1203,"tags=48%, list=25%, signal=37%",NFKBIA/LY96/JUN/CD24/ICAM1/TLR10/MAPK14/TLR2/TLR5/IRAK3/FCER1G/SELL/PLEK/PLAUR/MAP2K6/CLEC7A/VASP/HLA-B/AIF1/FAR2/HLA-C/MEF2A/LYN/ITGAM/CD53/CHUK/SLC27A2,ImmuneGO_BTM_general
"BNT-I (D26, hospital)",ANTIVIRAL & IFN,ANTIVIRAL & IFN...197,ANTIVIRAL & IFN,36,0.36633931607210096,1.6147338190231064,0.027687066297638903,0.03691608839685187,0.008095633420362253,1322,"tags=61%, list=28%, signal=45%",ANXA3/IFI27/GBP6/BCL3/IFITM3/FCAR/IFITM1/PLSCR1/IFITM2/IRF1/VIM/PARP9/AIF1/GBP2/IFNGR1/ACTR3/RNF135/CASP1/IL10RB/IFNGR2/TBKBP1/CDC42,ImmuneGO_BTM_general
"BNT-I (D26, hospital)",INFLAMMATION,INFLAMMATION...198,INFLAMMATION,16,0.477342562842743,1.6034326748622825,0.03178754871447481,0.04015269311302081,0.008805415156364214,942,"tags=50%, list=20%, signal=40%",NFKBIA/TNFAIP3/RIPK2/IL1RN/FCER1G/PDE4B/AIF1/HMGB2,ImmuneGO_BTM_general
"BNT-I (D26, hospital)",MACROPHAGE,MACROPHAGE...199,MACROPHAGE,8,0.5293991416827402,1.4263545432051281,0.09349593495934959,0.1121951219512195,0.024604193410355156,307,"tags=38%, list=6%, signal=35%",LBP/EDNRB/JMJD6,ImmuneGO_BTM_general
"BNT-I (D26, hospital)",COMPLEMENT,COMPLEMENT...200,COMPLEMENT,13,0.31441833896803617,0.9908968797868433,0.469601677148847,0.5366876310272537,0.11769465592702932,933,"tags=54%, list=19%, signal=43%",CR1/PROS1/CLU/CD46/C1R/CD55/FPR1,ImmuneGO_BTM_general
"BNT-I (D26, hospital)",EOSINOPHIL,EOSINOPHIL...201,EOSINOPHIL,4,-0.4228135987501831,-0.8999177875335255,0.578544061302682,0.6311389759665621,0.13840767016810576,865,"tags=50%, list=18%, signal=41%",CCL5/FCER1A,ImmuneGO_BTM_general
