"","genes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","condition","day","vaccine","direction","study"
"2393","LINC00641",2950.80388692934,0.909171573032758,0.234518539545444,3.87675778126097,0.000105857647353324,0.00889155229597848,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2394","MBOAT2",1745.57542106517,1.57576817723422,0.406353443355023,3.87782656453954,0.00010539380559551,0.00889155229597848,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2395","GRINA",2830.56641747257,1.45635348366522,0.376004894717756,3.87323012047069,0.000107402327894716,0.00889771888125037,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2396","INCA1",377.686832334606,-0.82310760840646,0.212447353670295,-3.8744074434736,0.000106884456335633,0.00889771888125037,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2397","SLC2A3",29713.7569736563,1.41032334015179,0.364119870413645,3.87323915761491,0.000107398343705387,0.00889771888125037,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2398","FAM53C",7507.13492547638,1.08730192997805,0.280904913388854,3.87071168268569,0.00010851807817467,0.00894928860146838,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2399","METTL9",4124.24000422137,1.10008265068515,0.28448144309907,3.86697507823752,0.000110193684019864,0.0090463529826805,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2400","CLCC1",974.632598088353,-0.5869006870237,0.151863423997919,-3.86466123028901,0.000111243488516748,0.00907022704385892,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2401","DHRS12",823.661656717838,1.19861184773806,0.310189056592154,3.86413325120632,0.000111484353788268,0.00907022704385892,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2402","AOC1",79.6528842150756,3.59676191664231,0.932066290966954,3.85891213049977,0.000113892875242861,0.00907096844531028,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2403","PHC2",7953.04006618738,1.28530378270738,0.332775873354736,3.86237069938437,0.000112292001330492,0.00907096844531028,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2404","RAP1GAP",54.9511026699985,2.78927956404975,0.722855360439196,3.8586966586995,0.000113993320042482,0.00907096844531028,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2405","RNF149",24229.0406012522,1.2345431948706,0.319764616229825,3.86078737987473,0.000113022222833866,0.00907096844531028,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2406","SNORA28",78.7807692188855,1.71853548483019,0.445290269430781,3.85936006871881,0.000113684330493425,0.00907096844531028,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2407","B3GNT5",2739.45532741434,2.05007486196343,0.531675243858633,3.85587797371382,0.000115315003485817,0.00909634829670947,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2408","KLLN",99.5287157166563,1.05426926301285,0.273368215157228,3.85659050525128,0.000114979538650171,0.00909634829670947,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2409","SCARNA20",5.22137411639919,2.44667562203976,0.634733272790712,3.85465159449186,0.000115894554043401,0.00910248871865553,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2410","CFL1",21334.0380605436,0.673913774341163,0.174978259003843,3.8514143310019,0.000117437613085815,0.00918392506127562,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2411","ARG1",635.110665901739,2.1235246460367,0.553484580036044,3.8366464444202,0.000124725832733726,0.0095197486085926,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2412","DPYD-AS2",25.8339557705656,2.35104714472797,0.612622039999779,3.83767966416751,0.000124202357584905,0.0095197486085926,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2413","JAK3",12371.5864051152,1.18529754967293,0.309004274405789,3.83586133865703,0.000125124992102377,0.0095197486085926,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2414","RAB1A",4150.89657228472,1.08413959957555,0.282347687683916,3.83973252435213,0.00012316842649267,0.0095197486085926,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2415","RABGEF1",1266.66244691643,1.0493696761558,0.273581967731158,3.83566828200824,0.000125223329241555,0.0095197486085926,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2416","SERTAD3",715.045275086262,1.24088350056015,0.323541708211075,3.83531232316611,0.00012540483478221,0.0095197486085926,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2417","SLC23A1",140.806603949685,0.892936692324565,0.23248095340735,3.84090257389806,0.000122582762258962,0.0095197486085926,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2418","MIR221",76.6061725398055,2.43099223781505,0.634392432562495,3.83200068764309,0.000127105383998961,0.00960863742455477,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2419","RBMS1",9808.11960952153,0.785773081299694,0.205112049873251,3.83094548460348,0.000127651788769005,0.00960990208977614,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2420","UPP1",1529.61558625708,1.31302077237889,0.342959155160566,3.82850480187405,0.000128924116127916,0.00966557949962306,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2421","ACKR3",107.03061271058,-1.04826583087861,0.274036056892015,-3.82528431757316,0.000130621249523125,0.00974339155627964,"H-BNT-I (D3)",3,"H-BNT-I","DOWN","GSE201530"
"2422","C1RL",5192.44387498689,0.931319568200398,0.243513872089915,3.82450313901016,0.000131036076709047,0.00974339155627964,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2423","ANOS1",9.19730610616765,2.9018435302278,0.759713960250815,3.81965276677261,0.000133639670658744,0.00983271075355697,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2424","MIR6819",20.0453148089099,1.81180444325168,0.47451252266418,3.8182436852861,0.000134405129630278,0.00983271075355697,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2425","PP2D1",256.524310155341,1.34452165713731,0.351972772546519,3.8199592752863,0.000133473710045178,0.00983271075355697,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2426","RALB",9333.45625211489,1.13512017582826,0.297232309463298,3.81896630914019,0.000134012062273248,0.00983271075355697,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2427","SLC35A2",549.728854330877,0.761879003454979,0.199622426010419,3.8166002622131,0.000135303108714129,0.00985865181285319,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2428","FAM209B",68.6029102755943,1.19084087874941,0.312541415564455,3.81018584880577,0.000138862364226342,0.00995802303879527,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2429","GLA",958.971829856769,0.881474279392583,0.231406029150011,3.80921051465413,0.000139411224816954,0.00995802303879527,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2430","KIAA0825",451.547201132304,1.30792847565633,0.343160697534679,3.81141688151555,0.000138172517142531,0.00995802303879527,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2431","SLC25A2",2.36892229778282,3.05394582987053,0.801393752076411,3.81079316123661,0.000138521633545873,0.00995802303879527,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2432","SPINK4",8.58776007345142,2.75851107675461,0.723862371933602,3.81082258687656,0.000138505144405553,0.00995802303879527,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2433","KIF1B",4010.39615774047,1.19635356870051,0.314479454039732,3.80423443672528,0.000142243419332079,0.0100027998331082,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2434","MARK3",5039.93518537418,0.590089453609729,0.155096154908034,3.8046684907155,0.000141994231367379,0.0100027998331082,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2435","MORF4L1",10442.1274675172,0.527475871016725,0.138575037506372,3.80642777017089,0.000140988442975679,0.0100027998331082,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2436","RUNDC3B",29.164222892522,1.73000516638657,0.454711442435049,3.80462201945508,0.00014202089059213,0.0100027998331082,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2437","FLJ31356",65.7294498166606,1.47885860861743,0.388874738599235,3.80291765400968,0.000143001899184943,0.0100173106444495,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2438","APMAP",5822.81882592266,0.925603618601308,0.243990275340966,3.79360864816361,0.000148473620369644,0.0101607517066907,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2439","CFLAR",53142.3607359787,1.01288710565437,0.26699584209616,3.79364374254778,0.000148452627030697,0.0101607517066907,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2440","CSRP2",11.0226347521172,2.46301166192216,0.649022603684245,3.79495513398241,0.000147670157651973,0.0101607517066907,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2441","FGF13",82.3648332923834,3.0513373885335,0.804906695539388,3.79092061905227,0.00015008992214039,0.0101607517066907,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2442","ITGA7",133.200195731889,1.76609636121687,0.465626167135325,3.79294912071294,0.000148868667634729,0.0101607517066907,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2443","MIR8064",2.39779530868031,3.47569716137931,0.916206900662797,3.79357234579323,0.000148495339262851,0.0101607517066907,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2444","RABAC1",151.252490122474,1.00055019739358,0.263432898054722,3.7981216650691,0.000145796758863352,0.0101607517066907,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2445","TSHZ3",744.119040387057,1.16152846759965,0.306330831733699,3.79174522207217,0.000149592338466835,0.0101607517066907,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2446","ZNF526",318.729786240744,-0.64589284633128,0.170373856802243,-3.79103260590609,0.000150022255480993,0.0101607517066907,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2447","ZNF436-AS1",37.1262412457253,-1.26958141827659,0.335185406175185,-3.78769897163434,0.000152048910486693,0.0102551055128627,"H-BNT-I (D3)",3,"H-BNT-I","DOWN","GSE201530"
"2448","NQO2",1896.84342552608,1.15012318881417,0.303773767084239,3.78611754350477,0.00015301931386416,0.0102823311534721,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2449","FAM179B",574.617354268468,-0.362494741293236,0.0959739378410216,-3.7770122748709,0.000158720911974376,0.0105663436961658,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2450","LRRC37A6P",13.5455387361454,-1.40712528695231,0.372681866621611,-3.77567414188408,0.000159575493179157,0.0105663436961658,"H-BNT-I (D3)",3,"H-BNT-I","DOWN","GSE201530"
"2451","PXT1",15.9620889435029,1.87061296839797,0.495316892976748,3.77659836545447,0.000158984788676542,0.0105663436961658,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2452","SERPINA11",22.7240440929729,2.173238726724,0.575527271652819,3.77608296559573,0.000159313944967413,0.0105663436961658,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2453","HSP90AB4P",38.8032124058785,1.79509679714863,0.476042648520098,3.77087389696942,0.000162676866944184,0.0106937933006601,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2454","ZNF550",973.796810077499,-0.793100756371803,0.210322991204451,-3.77087046846364,0.00016267910218719,0.0106937933006601,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2455","CD63",6598.32440073785,1.09518248956472,0.290778810747672,3.76637653461993,0.000165633934612419,0.0106942935077335,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2456","CRADD",210.33663017307,0.653282971033192,0.173302655788895,3.76960738460336,0.000163504549586088,0.0106942935077335,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2457","LYPD8",23.9399952190831,1.97860577353867,0.525243695249309,3.76702431925341,0.000165204913389172,0.0106942935077335,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2458","PELI1",15237.4127197219,1.36386272169405,0.36192877729293,3.76831798757522,0.000164351256786375,0.0106942935077335,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2459","RNF175",658.607324502474,1.27352796379178,0.338021704438119,3.76759227904823,0.000164829619724357,0.0106942935077335,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2460","MAPKAPK2",5598.2875650713,0.879909359544725,0.233887108212035,3.7621114146532,0.000168484957582778,0.010839796402214,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2461","CAPNS2",49.0668708820912,1.39573554053646,0.37192557597013,3.75272804752894,0.000174920584124682,0.0108684388964867,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2462","CHRM4",17.4632636439049,2.54164510104513,0.677156175929912,3.75341050025098,0.000174444833915487,0.0108684388964867,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2463","CSPG5",4.62936379002319,2.0536567540733,0.546326284859733,3.75902974282221,0.000170573561456332,0.0108684388964867,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2464","FAM20A",418.068088134122,2.02119148120933,0.538258427536965,3.75505775257096,0.00017330151300381,0.0108684388964867,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2465","FAM49B",13583.3760536629,0.864482182638215,0.230243069844762,3.7546501756647,0.000173583745027867,0.0108684388964867,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2466","FBXO42",1424.66497232727,0.415674442538828,0.110740229151737,3.75359926309406,0.00017431345890277,0.0108684388964867,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2467","RBMXL1",1671.1343402054,0.536926353460722,0.142899561482959,3.75736879727761,0.000171709343687035,0.0108684388964867,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2468","SOCS3",3465.29815017431,2.09798024581473,0.557979420425467,3.7599598999816,0.000169940595079104,0.0108684388964867,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2469","TREM1",16912.8453538387,1.59944532622091,0.425959010086875,3.75492779433096,0.000173391457407194,0.0108684388964867,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2470","ZCCHC12",3.23225480140237,3.03784895190866,0.808903571484255,3.75551432704706,0.000172985864503915,0.0108684388964867,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2471","MYH10",1063.29266491418,1.39073108925408,0.37072825278935,3.75134907790344,0.000175885615028531,0.0108911014111353,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2472","GK3P",41.6804878127308,2.32134331802129,0.618973382000435,3.75031202556568,0.000176614661353111,0.0108990469419371,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2473","PACSIN1",204.101996600835,-1.13134738390706,0.301896310765369,-3.74747005367128,0.000178627154744025,0.0109858727746469,"H-BNT-I (D3)",3,"H-BNT-I","DOWN","GSE201530"
"2474","ZNF285",93.5426232721181,-1.35067733894469,0.360524061992256,-3.74642771825228,0.000179370656114646,0.0109943304523244,"H-BNT-I (D3)",3,"H-BNT-I","DOWN","GSE201530"
"2475","ADAMTS4",37.4813327351377,-1.11851545164304,0.2987916145501,-3.74346332753421,0.000181501102930751,0.0110021277518613,"H-BNT-I (D3)",3,"H-BNT-I","DOWN","GSE201530"
"2476","AGFG1",5582.59143751863,1.424144905816,0.380494462311905,3.74287945522996,0.000181923514609402,0.0110021277518613,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2477","KDELR3",42.0409636837137,1.27588765406319,0.340779777536298,3.74402396552796,0.000181096368445102,0.0110021277518613,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2478","TP53INP2",2123.16767665265,1.89259480640633,0.505480926262354,3.7441468274592,0.000181007785670505,0.0110021277518613,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2479","SLC18A2",800.035838560352,1.52320762388545,0.407256151045837,3.74017094640276,0.000183895144824151,0.0110477139488231,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2480","UBE2R2",6403.86478384468,0.78061052552623,0.208665133645253,3.74097249449125,0.000183309583541607,0.0110477139488231,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2481","LOC100287944",11.0020460745029,1.73329257779412,0.463554273399156,3.7391362290422,0.000184653645442746,0.0110566702616097,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2482","CUX2",51.0032519488406,-1.31017196102325,0.350525767106123,-3.73773366745558,0.000185686490647016,0.0110819407888448,"H-BNT-I (D3)",3,"H-BNT-I","DOWN","GSE201530"
"2483","FABP6",100.575158405597,2.37081519565055,0.634752091235837,3.73502541919108,0.000187696227652214,0.011165156256702,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2484","GMFG",17327.3713116214,0.767657964868344,0.20568529663873,3.73219660040492,0.000189817257799176,0.0112374122955207,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2485","GSDMC",18.4791814345055,2.18642475842464,0.586409561016776,3.72849438988272,0.000192627196379152,0.0112374122955207,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2486","IFNL2",1.99503299692858,4.0559685674148,1.08690445538501,3.73166983290916,0.000190214704395289,0.0112374122955207,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2487","LINC01094",281.460043672948,1.51056059233424,0.404943638296769,3.73029836618203,0.000191253149532735,0.0112374122955207,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2488","LOC100506321",139.85717950486,1.74434392699795,0.46771976388437,3.72946379796169,0.000191887671778963,0.0112374122955207,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2489","TUBA1A",26727.5913285667,1.46696424269082,0.393410974605446,3.72883406255264,0.000192367768705171,0.0112374122955207,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2490","RLBP1",16.2163243409529,1.90710696511347,0.511740184669551,3.72670941670325,0.000193995895925949,0.0112809857044375,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2491","CLIC1",19874.9749932484,0.841239029584408,0.225955657135477,3.72302707641448,0.000196848402111656,0.0113714489776026,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2492","CREM",537.548615621404,0.999257117169811,0.268451926244606,3.72229445751608,0.000197420601932375,0.0113714489776026,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2493","GPR160",1135.19653650898,1.36810773184513,0.367545620851308,3.72228004968831,0.000197431870580655,0.0113714489776026,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2494","C1orf95",10.6260172952777,2.29121984735785,0.615720652664676,3.72120025118868,0.000198278124457377,0.0113840506709816,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2495","DDN",8.93620088687191,2.24022476149069,0.603909131427635,3.7095394735874,0.000207636584277178,0.0118837556736304,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2496","FBXO33",2268.57788401776,1.02723684182404,0.277004952620569,3.70836994828432,0.000208597748566555,0.011901223120261,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2497","GIF",27.8337912366873,1.6259575135562,0.43860583949879,3.70710411747877,0.000209642769058544,0.0119233503417842,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2498","CHPT1",871.700497304938,1.42716979546973,0.385188236071482,3.70512300693649,0.000211288171020925,0.0119462660590444,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2499","SNORD1A",16.9831084295069,1.46755059632365,0.396096417664435,3.70503375157241,0.000211362586394382,0.0119462660590444,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2500","LOC101928673",95.3898140516861,0.983854686513203,0.265643818846813,3.70366113084888,0.000212510093427328,0.0119738218169317,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2501","CCNL1",18026.637722503,1.00777575837689,0.272173428544674,3.70269707724783,0.000213319534176552,0.0119822176735764,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2502","ICAM1",3762.76946524817,1.71205525299435,0.462822619855066,3.69916071416407,0.000216313599244102,0.0120017664559197,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2503","LOC728175",106.124438277952,1.71615158898257,0.463839005657381,3.69988631411095,0.000215696070316076,0.0120017664559197,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2504","NRN1",30.3604338521023,2.38290400828771,0.644050913882899,3.69986899625915,0.000215710789541039,0.0120017664559197,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2505","UBE2M",904.623186909555,0.766690265501739,0.207225514605099,3.69978700240069,0.000215780492632129,0.0120017664559197,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2506","LOC154761",46.3685520745253,1.00392473513227,0.271462842100991,3.69820314029863,0.000217131093007219,0.0120103945744816,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2507","SNX3",3073.24996449185,0.932999995041628,0.252376661795063,3.69685528133045,0.000218286694679984,0.012037615506319,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2508","CLEC10A",818.471605660437,-1.0442274710505,0.282677540428618,-3.69405885401139,0.000220702684884612,0.01213396609655,"H-BNT-I (D3)",3,"H-BNT-I","DOWN","GSE201530"
"2509","CARS",2134.23816618815,0.502547489829854,0.136070706000963,3.69328200462411,0.000221378290919049,0.0121343393720372,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2510","DNAJB1",3548.69200013807,0.818764106902803,0.221960121590834,3.68878923400542,0.000225323776946611,0.0122764242797068,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2511","ROPN1L",220.626034362936,1.44673633776078,0.392135883565717,3.68937503144448,0.000224805621815501,0.0122764242797068,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2512","WDFY3-AS2",49.8125409209024,1.49213409480896,0.404629872293404,3.68765184426864,0.000226333034702424,0.0122944917622936,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2513","ATXN7L3",4216.74978435756,0.715113015327039,0.194181890008895,3.68269675042447,0.000230779627336306,0.0124030683914185,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2514","ETF1",4455.26488711149,1.0275640273032,0.278914637134255,3.68415239107219,0.000229464934750662,0.0124030683914185,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2515","LRRC37A3",295.235219807982,0.957901820338734,0.260065719479095,3.68330675129882,0.000230227834012241,0.0124030683914185,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2516","PRR7-AS1",313.386950805429,1.29099481228296,0.350587040534728,3.6823803022322,0.000231066368092348,0.0124030683914185,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2517","U2AF1",4519.91395069569,0.730311485293191,0.198588571443565,3.67751014061114,0.000235521715451243,0.0126049276797401,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2518","LINC00638",27.3850157364232,-1.40226479663754,0.381724170799898,-3.67350276431044,0.000239248087777439,0.0127292611628917,"H-BNT-I (D3)",3,"H-BNT-I","DOWN","GSE201530"
"2519","LOC101929595",13.8470969150084,2.68979988989566,0.732122216998916,3.67397659494827,0.000238804616790995,0.0127292611628917,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2520","C4orf19",46.2570765567173,1.57911620378833,0.430013710729524,3.67224617352164,0.000240427909856422,0.0127546303173247,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2521","SNORA45A",84.2505047267367,1.20181750029711,0.327472704708276,3.66997762872399,0.000242571696819673,0.0128308405113683,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2522","ATP6V0B",5854.56831979387,1.0552706308792,0.288403509402749,3.65900759343931,0.000253193838784238,0.0133150603393114,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2523","LOC285696",59.711598373256,1.97323912040421,0.539209867316924,3.65950113306146,0.000252706725872266,0.0133150603393114,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2524","ZNF547",59.0194440765072,-1.62187774247683,0.443820642231831,-3.65435400733263,0.000257830321203474,0.0135196980277301,"H-BNT-I (D3)",3,"H-BNT-I","DOWN","GSE201530"
"2525","RNF144B",4404.44494185317,1.13223131970914,0.310012962792281,3.65220637715001,0.00025999680007793,0.0135940113654579,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2526","HSDL2",3129.80006679676,1.06801768687606,0.29250563413458,3.65127218843476,0.000260944504771017,0.0136043567530476,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2527","CRCP",1518.27592278151,0.441965703041412,0.121182744471765,3.64710095457846,0.000265215741508683,0.0136699841740471,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2528","GLP2R",2.47116947790326,4.61207193774454,1.26458622879773,3.64709960674594,0.000265217132186771,0.0136699841740471,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2529","SFN",56.2294741287883,1.84749710928339,0.506365200920044,3.64854675227793,0.000263727914345653,0.0136699841740471,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2530","UBOX5-AS1",116.150704338806,1.39080075399675,0.381340328613721,3.64713787039703,0.000265177654849463,0.0136699841740471,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2531","GLT1D1",6898.19963972858,1.09467819992464,0.300339397088926,3.64480388032651,0.000267595784051515,0.0137334914206012,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2532","PHTF1",1246.31381825707,0.855593992696457,0.234766222044213,3.64445100000512,0.000267963179347011,0.0137334914206012,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2533","FCGR1C",250.815654287979,2.90732888891948,0.797985553544021,3.6433352408542,0.000269127946330377,0.0137543333247099,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2534","SCN3B",25.486778424994,2.31184176233843,0.634953516914697,3.64096221337886,0.00027162100337122,0.0138427524274271,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
"2535","UBAP1",4625.11032992215,0.860170401141579,0.236400562034347,3.63861402756142,0.000274109256717053,0.0139304320577521,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2536","BNIP2",5484.2692836342,0.879619295864178,0.24201958657185,3.63449631628488,0.000278524236686428,0.0141152659949773,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2537","ZBTB9",286.75858077827,-0.765421741863821,0.2106422971865,-3.63375139792614,0.000279330016669163,0.0141166698953444,"H-BNT-I (D3)",3,"H-BNT-I","NEUTRAL","GSE201530"
"2538","GK",8020.08924692297,1.44082961385185,0.396805020031769,3.63107708097165,0.000282240866161685,0.0142241556521429,"H-BNT-I (D3)",3,"H-BNT-I","UP","GSE201530"
