genes,infection_vaccination,n_conditions,comparison
ZNF146,Infection,1,Infection only
ZNF155,Infection,1,Infection only
ZNF165,Infection,1,Infection only
ZNF174,Infection,1,Infection only
ZNF195,Infection,1,Infection only
ZNF217,Infection,1,Infection only
ZNF223,Infection,1,Infection only
ZNF233,Infection,1,Infection only
ZNF282,Infection,1,Infection only
ZNF296,Infection,1,Infection only
ZNF300,Infection,1,Infection only
ZNF300P1,Infection,1,Infection only
ZNF32,Infection,1,Infection only
ZNF333,Infection,1,Infection only
ZNF334,Infection,1,Infection only
ZNF335,Infection,1,Infection only
ZNF33A,Infection,1,Infection only
ZNF34,Infection,1,Infection only
ZNF341,Infection,1,Infection only
ZNF350-AS1,Infection,1,Infection only
ZNF362,Infection,1,Infection only
ZNF408,Infection,1,Infection only
ZNF417,Infection,1,Infection only
ZNF441,Infection,1,Infection only
ZNF442,Infection,1,Infection only
ZNF443,Infection,1,Infection only
ZNF446,Infection,1,Infection only
ZNF451,Infection,1,Infection only
ZNF468,Infection,1,Infection only
ZNF486,Infection,1,Infection only
ZNF501,Infection,1,Infection only
ZNF513,Infection,1,Infection only
ZNF517,Infection,1,Infection only
ZNF532,Infection,1,Infection only
ZNF554,Infection,1,Infection only
ZNF559,Infection,1,Infection only
ZNF580,Infection,1,Infection only
ZNF584,Infection,1,Infection only
ZNF587B,Infection,1,Infection only
ZNF609,Infection,1,Infection only
ZNF615,Infection,1,Infection only
ZNF623,Infection,1,Infection only
ZNF629,Infection,1,Infection only
ZNF641,Infection,1,Infection only
ZNF644,Infection,1,Infection only
ZNF646,Infection,1,Infection only
ZNF649-AS1,Infection,1,Infection only
ZNF680,Infection,1,Infection only
ZNF687,Infection,1,Infection only
ZNF689,Infection,1,Infection only
ZNF700,Infection,1,Infection only
ZNF701,Infection,1,Infection only
ZNF704,Infection,1,Infection only
ZNF705A,Infection,1,Infection only
ZNF709,Infection,1,Infection only
ZNF710,Infection,1,Infection only
ZNF717,Infection,1,Infection only
ZNF724P,Infection,1,Infection only
ZNF726,Infection,1,Infection only
ZNF767P,Infection,1,Infection only
ZNF774,Infection,1,Infection only
ZNF776,Infection,1,Infection only
ZNF778,Infection,1,Infection only
ZNF780A,Infection,1,Infection only
ZNF787,Infection,1,Infection only
ZNF814,Infection,1,Infection only
ZNF844,Infection,1,Infection only
ZNF846,Infection,1,Infection only
ZNF862,Infection,1,Infection only
ZNF883,Infection,1,Infection only
ZNF90,Infection,1,Infection only
ZNF93,Infection,1,Infection only
ZRANB2-AS2,Infection,1,Infection only
ZSCAN31,Infection,1,Infection only
ZSWIM6,Infection,1,Infection only
ZXDB,Infection,1,Infection only
ZYG11B,Infection,1,Infection only
ZZZ3,Infection,1,Infection only
A2MP1,Vaccination,1,Vaccination only
AADAT,Vaccination,1,Vaccination only
AANAT,Vaccination,1,Vaccination only
ABCA13,Vaccination,1,Vaccination only
ABCA17P,Vaccination,1,Vaccination only
ABCA4,Vaccination,1,Vaccination only
ABCA6,Vaccination,1,Vaccination only
ABCA9,Vaccination,1,Vaccination only
ABCC12,Vaccination,1,Vaccination only
ABCC3,Vaccination,1,Vaccination only
ABCC9,Vaccination,1,Vaccination only
ABCG8,Vaccination,1,Vaccination only
ABHD15-AS1,Vaccination,1,Vaccination only
ABI3,Vaccination,1,Vaccination only
ABI3BP,Vaccination,1,Vaccination only
ACADL,Vaccination,1,Vaccination only
ACBD3-AS1,Vaccination,1,Vaccination only
ACCSL,Vaccination,1,Vaccination only
ACKR4,Vaccination,1,Vaccination only
ACOT1,Vaccination,1,Vaccination only
ACOT11,Vaccination,1,Vaccination only
ACOX2,Vaccination,1,Vaccination only
ACP4,Vaccination,1,Vaccination only
ACP7,Vaccination,1,Vaccination only
ACRBP,Vaccination,1,Vaccination only
ACSL1,Vaccination,1,Vaccination only
ACSM2A,Vaccination,1,Vaccination only
ACSM2B,Vaccination,1,Vaccination only
ACSM3,Vaccination,1,Vaccination only
ACSS3,Vaccination,1,Vaccination only
ACTG1P14,Vaccination,1,Vaccination only
ACTG1P4,Vaccination,1,Vaccination only
ACTG1P9,Vaccination,1,Vaccination only
ACTL6B,Vaccination,1,Vaccination only
ACTL7B,Vaccination,1,Vaccination only
ACVRL1,Vaccination,1,Vaccination only
ADAD1P1,Vaccination,1,Vaccination only
ADAM11,Vaccination,1,Vaccination only
ADAMTS14,Vaccination,1,Vaccination only
ADAMTS15,Vaccination,1,Vaccination only
ADAMTS18,Vaccination,1,Vaccination only
ADAMTS3,Vaccination,1,Vaccination only
ADAMTS4,Vaccination,1,Vaccination only
ADAMTS7P3,Vaccination,1,Vaccination only
ADAMTS8,Vaccination,1,Vaccination only
ADAMTS9,Vaccination,1,Vaccination only
ADAMTSL2,Vaccination,1,Vaccination only
ADAMTSL4-AS1,Vaccination,1,Vaccination only
ADARB2,Vaccination,1,Vaccination only
ADCY4,Vaccination,1,Vaccination only
ADCY9,Vaccination,1,Vaccination only
ADGRF5P1,Vaccination,1,Vaccination only
ADGRG4,Vaccination,1,Vaccination only
ADGRG5,Vaccination,1,Vaccination only
ADGRL2,Vaccination,1,Vaccination only
ADH4,Vaccination,1,Vaccination only
ADIPOQ,Vaccination,1,Vaccination only
ADORA3,Vaccination,1,Vaccination only
ADRA1A,Vaccination,1,Vaccination only
AGBL1,Vaccination,1,Vaccination only
AGBL3,Vaccination,1,Vaccination only
AGBL4,Vaccination,1,Vaccination only
AGGF1P2,Vaccination,1,Vaccination only
AGGF1P8,Vaccination,1,Vaccination only
AGRN,Vaccination,1,Vaccination only
AHNAK2,Vaccination,1,Vaccination only
AIF1L,Vaccination,1,Vaccination only
AIG1P1,Vaccination,1,Vaccination only
AIM2,Vaccination,1,Vaccination only
AIRN,Vaccination,1,Vaccination only
AJAP1,Vaccination,1,Vaccination only
AJUBA,Vaccination,1,Vaccination only
AJUBA-DT,Vaccination,1,Vaccination only
AK7,Vaccination,1,Vaccination only
AKNAD1,Vaccination,1,Vaccination only
AKR1B15,Vaccination,1,Vaccination only
AKR1C1,Vaccination,1,Vaccination only
AKR1C2,Vaccination,1,Vaccination only
AKR1D1,Vaccination,1,Vaccination only
AKR1E2,Vaccination,1,Vaccination only
ALB,Vaccination,1,Vaccination only
ALDH1A3,Vaccination,1,Vaccination only
ALDH7A1,Vaccination,1,Vaccination only
ALG1L10P,Vaccination,1,Vaccination only
ALG8,Vaccination,1,Vaccination only
ALMS1P1,Vaccination,1,Vaccination only
ALOXE3,Vaccination,1,Vaccination only
ALPK1,Vaccination,1,Vaccination only
ALS2CR11,Vaccination,1,Vaccination only
AMBN,Vaccination,1,Vaccination only
AMBP,Vaccination,1,Vaccination only
AMER3,Vaccination,1,Vaccination only
AMH,Vaccination,1,Vaccination only
AMHR2,Vaccination,1,Vaccination only
AMIGO1,Vaccination,1,Vaccination only
AMMECR1L,Vaccination,1,Vaccination only
AMN,Vaccination,1,Vaccination only
AMPH,Vaccination,1,Vaccination only
AMT,Vaccination,1,Vaccination only
AMY1A,Vaccination,1,Vaccination only
AMZ1,Vaccination,1,Vaccination only
ANGPTL4,Vaccination,1,Vaccination only
ANK2,Vaccination,1,Vaccination only
ANKHD1-EIF4EBP3,Vaccination,1,Vaccination only
ANKLE1,Vaccination,1,Vaccination only
ANKRD18A,Vaccination,1,Vaccination only
ANKRD19P,Vaccination,1,Vaccination only
ANKRD20A4,Vaccination,1,Vaccination only
ANKRD20A4P,Vaccination,1,Vaccination only
ANKRD30B,Vaccination,1,Vaccination only
ANKRD33BP9,Vaccination,1,Vaccination only
ANKRD36C,Vaccination,1,Vaccination only
ANKRD62,Vaccination,1,Vaccination only
ANKRD7,Vaccination,1,Vaccination only
ANKS1B,Vaccination,1,Vaccination only
ANLN,Vaccination,1,Vaccination only
ANOS1,Vaccination,1,Vaccination only
ANTXR1,Vaccination,1,Vaccination only
ANXA10,Vaccination,1,Vaccination only
AOC1,Vaccination,1,Vaccination only
AP1S3,Vaccination,1,Vaccination only
APBB2,Vaccination,1,Vaccination only
APC2,Vaccination,1,Vaccination only
APCDD1L-DT,Vaccination,1,Vaccination only
APOA1-AS,Vaccination,1,Vaccination only
APOB,Vaccination,1,Vaccination only
AQP6,Vaccination,1,Vaccination only
AQP9,Vaccination,1,Vaccination only
AR,Vaccination,1,Vaccination only
ARC,Vaccination,1,Vaccination only
ARHGAP20,Vaccination,1,Vaccination only
ARHGAP22,Vaccination,1,Vaccination only
ARHGAP28,Vaccination,1,Vaccination only
ARHGAP29,Vaccination,1,Vaccination only
ARHGAP39,Vaccination,1,Vaccination only
ARHGEF38,Vaccination,1,Vaccination only
ARID3C,Vaccination,1,Vaccination only
ARL10,Vaccination,1,Vaccination only
ARL13A,Vaccination,1,Vaccination only
ARL4AP4,Vaccination,1,Vaccination only
ARL6IP1P2,Vaccination,1,Vaccination only
ARNT2,Vaccination,1,Vaccination only
ARNTL2,Vaccination,1,Vaccination only
ARPC3P1,Vaccination,1,Vaccination only
ARPC4-TTLL3,Vaccination,1,Vaccination only
ARPP21,Vaccination,1,Vaccination only
ART3,Vaccination,1,Vaccination only
ART4,Vaccination,1,Vaccination only
ARVCF,Vaccination,1,Vaccination only
ASB15,Vaccination,1,Vaccination only
ASB3,Vaccination,1,Vaccination only
ASB9P1,Vaccination,1,Vaccination only
ASMT,Vaccination,1,Vaccination only
ASPA,Vaccination,1,Vaccination only
ASPDH,Vaccination,1,Vaccination only
ASXL3,Vaccination,1,Vaccination only
ATP11A-AS1,Vaccination,1,Vaccination only
ATP12A,Vaccination,1,Vaccination only
ATP1B1,Vaccination,1,Vaccination only
ATP1B2,Vaccination,1,Vaccination only
ATP1B4,Vaccination,1,Vaccination only
ATP5F1AP10,Vaccination,1,Vaccination only
ATP5MC1P2,Vaccination,1,Vaccination only
ATP5MF-PTCD1,Vaccination,1,Vaccination only
ATP5PDP4,Vaccination,1,Vaccination only
ATP6AP1L,Vaccination,1,Vaccination only
ATP6V0E1P2,Vaccination,1,Vaccination only
ATP6V1B1,Vaccination,1,Vaccination only
ATP6V1C2,Vaccination,1,Vaccination only
ATP6V1G1P4,Vaccination,1,Vaccination only
ATP8A2,Vaccination,1,Vaccination only
ATP8A2P3,Vaccination,1,Vaccination only
ATP8B5P,Vaccination,1,Vaccination only
ATP9A,Vaccination,1,Vaccination only
AUTS2,Vaccination,1,Vaccination only
AWAT1,Vaccination,1,Vaccination only
AZIN1-AS1,Vaccination,1,Vaccination only
B3GNT4,Vaccination,1,Vaccination only
B3GNT7,Vaccination,1,Vaccination only
B4GALNT4,Vaccination,1,Vaccination only
BAALC,Vaccination,1,Vaccination only
BAMBI,Vaccination,1,Vaccination only
BARHL1,Vaccination,1,Vaccination only
BASP1,Vaccination,1,Vaccination only
BCAS1,Vaccination,1,Vaccination only
BCL2L14,Vaccination,1,Vaccination only
BCL6B,Vaccination,1,Vaccination only
BCO2,Vaccination,1,Vaccination only
BDKRB1,Vaccination,1,Vaccination only
BEND6,Vaccination,1,Vaccination only
BEX3,Vaccination,1,Vaccination only
BGLAP,Vaccination,1,Vaccination only
BGN,Vaccination,1,Vaccination only
BHLHE41,Vaccination,1,Vaccination only
BHMT2,Vaccination,1,Vaccination only
BICC1,Vaccination,1,Vaccination only
BMP10,Vaccination,1,Vaccination only
BMP4,Vaccination,1,Vaccination only
BMP5,Vaccination,1,Vaccination only
BMPER,Vaccination,1,Vaccination only
BMS1P20,Vaccination,1,Vaccination only
BMS1P8,Vaccination,1,Vaccination only
BNIP3P25,Vaccination,1,Vaccination only
BNIP3P39,Vaccination,1,Vaccination only
BNIP3P41,Vaccination,1,Vaccination only
BNIP5,Vaccination,1,Vaccination only
BOK,Vaccination,1,Vaccination only
BORCS8,Vaccination,1,Vaccination only
BRDT,Vaccination,1,Vaccination only
BTBD10P2,Vaccination,1,Vaccination only
BTBD18,Vaccination,1,Vaccination only
BTBD19,Vaccination,1,Vaccination only
BTF3P6,Vaccination,1,Vaccination only
BTF3P7,Vaccination,1,Vaccination only
BTG1P1,Vaccination,1,Vaccination only
BTG3,Vaccination,1,Vaccination only
BVES,Vaccination,1,Vaccination only
C10orf10,Vaccination,1,Vaccination only
C10orf95,Vaccination,1,Vaccination only
C11orf87,Vaccination,1,Vaccination only
C11orf91,Vaccination,1,Vaccination only
C12orf54,Vaccination,1,Vaccination only
C12orf60,Vaccination,1,Vaccination only
C12orf79,Vaccination,1,Vaccination only
C14orf80,Vaccination,1,Vaccination only
C15orf40,Vaccination,1,Vaccination only
C16orf46,Vaccination,1,Vaccination only
C17orf77,Vaccination,1,Vaccination only
C19orf60,Vaccination,1,Vaccination only
C19orf85,Vaccination,1,Vaccination only
C1QTNF12,Vaccination,1,Vaccination only
C1QTNF7,Vaccination,1,Vaccination only
C1orf100,Vaccination,1,Vaccination only
C1orf127,Vaccination,1,Vaccination only
C1orf177,Vaccination,1,Vaccination only
C1orf195,Vaccination,1,Vaccination only
C1orf226,Vaccination,1,Vaccination only
C1orf61,Vaccination,1,Vaccination only
C20orf144,Vaccination,1,Vaccination only
C20orf24,Vaccination,1,Vaccination only
C21orf62,Vaccination,1,Vaccination only
C21orf62-AS1,Vaccination,1,Vaccination only
C21orf91-OT1,Vaccination,1,Vaccination only
C2CD4A,Vaccination,1,Vaccination only
C2CD6,Vaccination,1,Vaccination only
C2orf48,Vaccination,1,Vaccination only
C2orf50,Vaccination,1,Vaccination only
C2orf66,Vaccination,1,Vaccination only
C3orf22,Vaccination,1,Vaccination only
C4BPA,Vaccination,1,Vaccination only
C4B_2,Vaccination,1,Vaccination only
C4orf17,Vaccination,1,Vaccination only
C4orf36,Vaccination,1,Vaccination only
C4orf46P2,Vaccination,1,Vaccination only
C4orf48,Vaccination,1,Vaccination only
C4orf51,Vaccination,1,Vaccination only
C5orf47,Vaccination,1,Vaccination only
C5orf64,Vaccination,1,Vaccination only
C6orf163,Vaccination,1,Vaccination only
C7orf72,Vaccination,1,Vaccination only
C8orf31,Vaccination,1,Vaccination only
C8orf34,Vaccination,1,Vaccination only
C9orf117,Vaccination,1,Vaccination only
C9orf172,Vaccination,1,Vaccination only
C9orf43,Vaccination,1,Vaccination only
C9orf84,Vaccination,1,Vaccination only
CA15P2,Vaccination,1,Vaccination only
CA5A,Vaccination,1,Vaccination only
CABLES1,Vaccination,1,Vaccination only
CABP7,Vaccination,1,Vaccination only
CACNA1A,Vaccination,1,Vaccination only
CACNA1D,Vaccination,1,Vaccination only
CACNG2,Vaccination,1,Vaccination only
CACNG8,Vaccination,1,Vaccination only
CACYBPP3,Vaccination,1,Vaccination only
CADM2,Vaccination,1,Vaccination only
CADPS,Vaccination,1,Vaccination only
CALHM3,Vaccination,1,Vaccination only
CALN1,Vaccination,1,Vaccination only
CAMK2A,Vaccination,1,Vaccination only
CAP2,Vaccination,1,Vaccination only
CAPS2,Vaccination,1,Vaccination only
CARD14,Vaccination,1,Vaccination only
CARF,Vaccination,1,Vaccination only
CARMN,Vaccination,1,Vaccination only
CASP14,Vaccination,1,Vaccination only
CASP16P,Vaccination,1,Vaccination only
CASP5,Vaccination,1,Vaccination only
CATSPERB,Vaccination,1,Vaccination only
CAVIN2,Vaccination,1,Vaccination only
CAVIN3,Vaccination,1,Vaccination only
CBLN2,Vaccination,1,Vaccination only
CBX2,Vaccination,1,Vaccination only
CBX5P1,Vaccination,1,Vaccination only
CCDC107,Vaccination,1,Vaccination only
CCDC110,Vaccination,1,Vaccination only
CCDC116,Vaccination,1,Vaccination only
CCDC144A,Vaccination,1,Vaccination only
CCDC144B,Vaccination,1,Vaccination only
CCDC144BP,Vaccination,1,Vaccination only
CCDC144CP,Vaccination,1,Vaccination only
CCDC150,Vaccination,1,Vaccination only
CCDC153,Vaccination,1,Vaccination only
CCDC168,Vaccination,1,Vaccination only
CCDC17,Vaccination,1,Vaccination only
CCDC173,Vaccination,1,Vaccination only
CCDC175,Vaccination,1,Vaccination only
CCDC187,Vaccination,1,Vaccination only
CCDC188,Vaccination,1,Vaccination only
CCDC194,Vaccination,1,Vaccination only
CCDC196,Vaccination,1,Vaccination only
CCDC198,Vaccination,1,Vaccination only
CCDC201,Vaccination,1,Vaccination only
CCDC26,Vaccination,1,Vaccination only
CCDC30,Vaccination,1,Vaccination only
CCDC34,Vaccination,1,Vaccination only
CCDC40,Vaccination,1,Vaccination only
CCDC78,Vaccination,1,Vaccination only
CCDC8,Vaccination,1,Vaccination only
CCDC80,Vaccination,1,Vaccination only
CCL13,Vaccination,1,Vaccination only
CCL14,Vaccination,1,Vaccination only
CCL16,Vaccination,1,Vaccination only
CCL17,Vaccination,1,Vaccination only
CCM2L,Vaccination,1,Vaccination only
CCNB3P1,Vaccination,1,Vaccination only
CCNE2,Vaccination,1,Vaccination only
CCNYL6,Vaccination,1,Vaccination only
CCR3,Vaccination,1,Vaccination only
CCT6B,Vaccination,1,Vaccination only
CD46P1,Vaccination,1,Vaccination only
CD69,Vaccination,1,Vaccination only
CD81-AS1,Vaccination,1,Vaccination only
CDCA4,Vaccination,1,Vaccination only
CDCA7,Vaccination,1,Vaccination only
CDCA8,Vaccination,1,Vaccination only
CDH12,Vaccination,1,Vaccination only
CDH13,Vaccination,1,Vaccination only
CDH16,Vaccination,1,Vaccination only
CDH18,Vaccination,1,Vaccination only
CDH5,Vaccination,1,Vaccination only
CDH8,Vaccination,1,Vaccination only
CDHR18P,Vaccination,1,Vaccination only
CDHR4,Vaccination,1,Vaccination only
CDHR5,Vaccination,1,Vaccination only
CDKL3,Vaccination,1,Vaccination only
CDNF,Vaccination,1,Vaccination only
CDO1,Vaccination,1,Vaccination only
CDON,Vaccination,1,Vaccination only
CEACAM3,Vaccination,1,Vaccination only
CEACAM4,Vaccination,1,Vaccination only
CEACAM5,Vaccination,1,Vaccination only
CELF3,Vaccination,1,Vaccination only
CELF5,Vaccination,1,Vaccination only
CELP,Vaccination,1,Vaccination only
CEMIP,Vaccination,1,Vaccination only
CENPE,Vaccination,1,Vaccination only
CENPNP1,Vaccination,1,Vaccination only
CENPNP2,Vaccination,1,Vaccination only
CENPP,Vaccination,1,Vaccination only
CENPUP2,Vaccination,1,Vaccination only
CEP112,Vaccination,1,Vaccination only
CEP290,Vaccination,1,Vaccination only
CERKL,Vaccination,1,Vaccination only
CERS6-AS1,Vaccination,1,Vaccination only
CES3,Vaccination,1,Vaccination only
CFAP157,Vaccination,1,Vaccination only
CFAP161,Vaccination,1,Vaccination only
CFAP20,Vaccination,1,Vaccination only
CFAP20DC,Vaccination,1,Vaccination only
CFAP221,Vaccination,1,Vaccination only
CFAP251,Vaccination,1,Vaccination only
CFAP300,Vaccination,1,Vaccination only
CFAP44,Vaccination,1,Vaccination only
CFAP57,Vaccination,1,Vaccination only
CFAP58-AS1,Vaccination,1,Vaccination only
CFAP77,Vaccination,1,Vaccination only
CFAP92,Vaccination,1,Vaccination only
CFAP97D2,Vaccination,1,Vaccination only
CFI,Vaccination,1,Vaccination only
CFLAR-AS1,Vaccination,1,Vaccination only
CFTR,Vaccination,1,Vaccination only
CGB7,Vaccination,1,Vaccination only
CGN,Vaccination,1,Vaccination only
CHAC1,Vaccination,1,Vaccination only
CHCHD3P3,Vaccination,1,Vaccination only
CHCT1,Vaccination,1,Vaccination only
CHDH,Vaccination,1,Vaccination only
CHGB,Vaccination,1,Vaccination only
CHI3L1,Vaccination,1,Vaccination only
CHIT1,Vaccination,1,Vaccination only
