"2","day",NA,NA,"14","28"," 6"," 1"," 1"," 1","10","10","26","26"," 3"," 4","51","51"," 1"," 3"," 6"," 7"," 1"," 3"," 7"," 3"," 7"," 1","10","10","26","26","51","51"," 1"," 7","14","28"
"3","week",NA,NA," 2"," 4"," 1"," 1"," 1"," 1"," 2"," 2"," 4"," 4"," 1"," 1"," 7"," 7"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 2"," 2"," 4"," 4"," 7"," 7"," 1"," 1"," 2"," 4"
"4","dose",NA,NA," 3"," 3"," 1"," 2"," 3"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 2"," 2"," 3"," 1"," 1"," 1"," 2"," 2"," 2"," 2"," 2"," 3"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 3"," 3"
"5","infection",NA,NA," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 2"," 0"," 0"," 0"
"6","type",NA,NA,"IN","IN","RNA","RNA","RNA","I","I","I","I","I","I","I","RNA","RNA","RNA","VV","VV","VV","VV","VV","VV","RNA","RNA","RNA","I","I","I","I","I","I","I","SU","SU","SU"
"7","disease_vac",NA,NA,"V","V","V","V","V","I","I","I","I","I","I","I","I","I","V","V","V","V","V","V","V","V","V","V","I","I","I","I","I","I","I","V","V","V"
"840","V833","LGALS3","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"1.84463898490242",NA,"1.5041147967896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.07116385279199",NA,NA,NA,NA
"841","V834","LGALS3","MONOCYTES",NA,NA,NA,NA,NA,NA,"1.84463898490242",NA,"1.5041147967896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.07116385279199",NA,NA,NA,NA
"842","V835","LGALS3","MONOCYTES",NA,NA,NA,NA,NA,NA,"1.84463898490242",NA,"1.5041147967896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.07116385279199",NA,NA,NA,NA
"843","V836","LGALS3","MONOCYTES",NA,NA,NA,NA,NA,NA,"1.84463898490242",NA,"1.5041147967896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.07116385279199",NA,NA,NA,NA
"844","V837","LGALS3","MONOCYTES",NA,NA,NA,NA,NA,NA,"1.84463898490242",NA,"1.5041147967896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.07116385279199",NA,NA,NA,NA
"845","V838","LGALS3","NEUTROPHIL",NA,NA,NA,NA,NA,NA,"1.84463898490242",NA,"1.5041147967896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.07116385279199",NA,NA,NA,NA
"846","V839","LGALS3","NEUTROPHIL",NA,NA,NA,NA,NA,NA,"1.84463898490242",NA,"1.5041147967896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.07116385279199",NA,NA,NA,NA
"847","V840","LGALS3","NEUTROPHIL",NA,NA,NA,NA,NA,NA,"1.84463898490242",NA,"1.5041147967896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.07116385279199",NA,NA,NA,NA
"848","V841","LGALS3","NEUTROPHIL",NA,NA,NA,NA,NA,NA,"1.84463898490242",NA,"1.5041147967896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.07116385279199",NA,NA,NA,NA
"849","V842","ARHGEF5","DENDRITIC CELLS",NA,NA,NA,NA,NA,NA,"-1.55805636125082",NA,"-2.22604618630238",NA,NA,NA,"-2.19822977654795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","V843","ARHGEF5","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"-1.55805636125082",NA,"-2.22604618630238",NA,NA,NA,"-2.19822977654795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","V844","CTSH","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"1.27492597348662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","V845","CTSH","ARPP",NA,NA,NA,NA,NA,NA,"1.27492597348662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","V846","CTSH","CELLULAR ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"1.27492597348662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","V847","CTSH","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"1.27492597348662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","V848","CTSH","T CELLS",NA,NA,NA,NA,NA,NA,"1.27492597348662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","V849","CD79A","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"-3.92764072360987",NA,"-4.3922051999124",NA,NA,NA,"-3.69972414374144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.98838015507302",NA,NA,NA
"857","V850","CD79A","B CELLS",NA,NA,NA,NA,NA,NA,"-3.92764072360987",NA,"-4.3922051999124",NA,NA,NA,"-3.69972414374144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.98838015507302",NA,NA,NA
"858","V851","CD79A","B CELLS",NA,NA,NA,NA,NA,NA,"-3.92764072360987",NA,"-4.3922051999124",NA,NA,NA,"-3.69972414374144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.98838015507302",NA,NA,NA
"859","V852","CD79A","B CELLS",NA,NA,NA,NA,NA,NA,"-3.92764072360987",NA,"-4.3922051999124",NA,NA,NA,"-3.69972414374144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.98838015507302",NA,NA,NA
"860","V853","CD79A","B CELLS",NA,NA,NA,NA,NA,NA,"-3.92764072360987",NA,"-4.3922051999124",NA,NA,NA,"-3.69972414374144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.98838015507302",NA,NA,NA
"861","V854","STXBP3","ANTIVIRAL AND INTERFERON",NA,NA,NA,NA,NA,NA,"1.22243030359445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.24366540677114",NA,NA,NA,NA,NA,NA,NA,NA
"862","V855","STXBP3","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"1.22243030359445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.24366540677114",NA,NA,NA,NA,NA,NA,NA,NA
"863","V856","STXBP3","NEUTROPHIL",NA,NA,NA,NA,NA,NA,"1.22243030359445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.24366540677114",NA,NA,NA,NA,NA,NA,NA,NA
"864","V857","STXBP3","NEUTROPHIL",NA,NA,NA,NA,NA,NA,"1.22243030359445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.24366540677114",NA,NA,NA,NA,NA,NA,NA,NA
"865","V858","STXBP3","NEUTROPHIL",NA,NA,NA,NA,NA,NA,"1.22243030359445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.24366540677114",NA,NA,NA,NA,NA,NA,NA,NA
"866","V859","STXBP3","NEUTROPHIL",NA,NA,NA,NA,NA,NA,"1.22243030359445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.24366540677114",NA,NA,NA,NA,NA,NA,NA,NA
"867","V860","UNG","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"-1.47963027103502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","V861","UNG","B CELLS",NA,NA,NA,NA,NA,NA,"-1.47963027103502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","V862","UNG","B CELLS",NA,NA,NA,NA,NA,NA,"-1.47963027103502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","V863","UNG","B CELLS",NA,NA,NA,NA,NA,NA,"-1.47963027103502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","V864","UNG","HUMORAL ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"-1.47963027103502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","V865","ALOX5","DENDRITIC CELLS",NA,NA,NA,NA,NA,NA,"1.7546133503953","1.47126870868378","1.6315298580507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.73532370531405","1.03261680075004",NA,NA,"1.10117333108022",NA,NA,NA,NA
"873","V866","ALOX5","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"1.7546133503953","1.47126870868378","1.6315298580507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.73532370531405","1.03261680075004",NA,NA,"1.10117333108022",NA,NA,NA,NA
"874","V867","CRTC3","MACROPHAGES",NA,NA,NA,NA,NA,NA,"-1.16507368986699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","V868","CRTC3","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"-1.16507368986699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","V869","MX2","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"1.75797487274674","1.13921765353308",NA,NA,NA,NA,NA,NA,"1.03403107771077","1.0661485874433",NA,NA,"1.56315372994655",NA,NA,"1.91086472705482",NA,"1.41959964984222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","V870","GPR89A","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"-1.1705517360628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","V871","GPR89A","CELLULAR ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"-1.1705517360628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","V872","GPR89A","T CELLS",NA,NA,NA,NA,NA,NA,"-1.1705517360628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880","V873","TBKBP1","ANTIVIRAL AND INTERFERON",NA,NA,NA,NA,NA,NA,"1.61917201189078","1.33998160817945","1.62108650579525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.27223919980906","1.16461873233488",NA,NA,"1.09167769319256",NA,NA,NA,NA
"881","V874","TBKBP1","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"1.61917201189078","1.33998160817945","1.62108650579525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.27223919980906","1.16461873233488",NA,NA,"1.09167769319256",NA,NA,NA,NA
"882","V875","IFNGR2","ANTIVIRAL AND INTERFERON",NA,NA,NA,NA,NA,NA,"1.64872278718073","1.15395499621234","1.29285613036065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.00832035758369","1.11840040972865",NA,NA,NA,"1.11423039997408",NA,NA,NA,NA
"883","V876","IFNGR2","ANTIVIRAL AND INTERFERON",NA,NA,NA,NA,NA,NA,"1.64872278718073","1.15395499621234","1.29285613036065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.00832035758369","1.11840040972865",NA,NA,NA,"1.11423039997408",NA,NA,NA,NA
"884","V877","IFNGR2","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"1.64872278718073","1.15395499621234","1.29285613036065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.00832035758369","1.11840040972865",NA,NA,NA,"1.11423039997408",NA,NA,NA,NA
"885","V878","RELB","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"1.89310039996515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.78744568729617",NA,"-1.02705239139637",NA,NA
"886","V879","RELB","ARPP",NA,NA,NA,NA,NA,NA,"1.89310039996515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.78744568729617",NA,"-1.02705239139637",NA,NA
"887","V880","RELB","CELLULAR ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"1.89310039996515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.78744568729617",NA,"-1.02705239139637",NA,NA
"888","V881","RELB","DENDRITIC CELLS",NA,NA,NA,NA,NA,NA,"1.89310039996515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.78744568729617",NA,"-1.02705239139637",NA,NA
"889","V882","RELB","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"1.89310039996515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.78744568729617",NA,"-1.02705239139637",NA,NA
"890","V883","GZMB","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"-2.15637886656824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.06962991792854",NA,NA,NA,NA,NA,NA
"891","V884","GZMB","NK CELL",NA,NA,NA,NA,NA,NA,"-2.15637886656824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.06962991792854",NA,NA,NA,NA,NA,NA
"892","V885","GZMB","NK CELL",NA,NA,NA,NA,NA,NA,"-2.15637886656824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.06962991792854",NA,NA,NA,NA,NA,NA
"893","V886","GZMB","NK CELL",NA,NA,NA,NA,NA,NA,"-2.15637886656824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.06962991792854",NA,NA,NA,NA,NA,NA
"894","V887","GZMB","NK CELL",NA,NA,NA,NA,NA,NA,"-2.15637886656824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.06962991792854",NA,NA,NA,NA,NA,NA
"895","V888","CCL5","MACROPHAGES",NA,NA,NA,NA,NA,NA,"-2.21485232574912","-1.08575852223929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.36874687059727",NA,NA,NA,NA,NA,NA,NA,NA,NA
"896","V889","CCL5","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"-2.21485232574912","-1.08575852223929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.36874687059727",NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","V890","CCL5","ANTIVIRAL AND INTERFERON",NA,NA,NA,NA,NA,NA,"-2.21485232574912","-1.08575852223929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.36874687059727",NA,NA,NA,NA,NA,NA,NA,NA,NA
"898","V891","CCL5","DENDRITIC CELLS",NA,NA,NA,NA,NA,NA,"-2.21485232574912","-1.08575852223929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.36874687059727",NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","V892","CCL5","EOSINOPHIL",NA,NA,NA,NA,NA,NA,"-2.21485232574912","-1.08575852223929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.36874687059727",NA,NA,NA,NA,NA,NA,NA,NA,NA
"900","V893","CCL5","EOSINOPHIL",NA,NA,NA,NA,NA,NA,"-2.21485232574912","-1.08575852223929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.36874687059727",NA,NA,NA,NA,NA,NA,NA,NA,NA
"901","V894","CCL5","EOSINOPHIL",NA,NA,NA,NA,NA,NA,"-2.21485232574912","-1.08575852223929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.36874687059727",NA,NA,NA,NA,NA,NA,NA,NA,NA
"902","V895","CCL5","EOSINOPHIL",NA,NA,NA,NA,NA,NA,"-2.21485232574912","-1.08575852223929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.36874687059727",NA,NA,NA,NA,NA,NA,NA,NA,NA
"903","V896","CCL5","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"-2.21485232574912","-1.08575852223929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.36874687059727",NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","V897","CCL5","MONOCYTES",NA,NA,NA,NA,NA,NA,"-2.21485232574912","-1.08575852223929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.36874687059727",NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","V898","CCL5","MONOCYTES",NA,NA,NA,NA,NA,NA,"-2.21485232574912","-1.08575852223929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.36874687059727",NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","V899","CCL5","MONOCYTES",NA,NA,NA,NA,NA,NA,"-2.21485232574912","-1.08575852223929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.36874687059727",NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","V900","CCL5","MONOCYTES",NA,NA,NA,NA,NA,NA,"-2.21485232574912","-1.08575852223929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.36874687059727",NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","V901","CCL5","NEUTROPHIL",NA,NA,NA,NA,NA,NA,"-2.21485232574912","-1.08575852223929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.36874687059727",NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","V902","CCL5","NEUTROPHIL",NA,NA,NA,NA,NA,NA,"-2.21485232574912","-1.08575852223929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.36874687059727",NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","V903","CCL5","NEUTROPHIL",NA,NA,NA,NA,NA,NA,"-2.21485232574912","-1.08575852223929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.36874687059727",NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","V904","CCL5","NEUTROPHIL",NA,NA,NA,NA,NA,NA,"-2.21485232574912","-1.08575852223929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.36874687059727",NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","V905","CD24","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"2.81469392525727","3.86378881279583","3.22247785269433",NA,NA,NA,"2.9666453378483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.92910671496956","2.25075501191429","3.8977106667553","3.93079167597702",NA,"2.10003221935905",NA,NA,NA,NA
"913","V906","CD24","CELLULAR ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"2.81469392525727","3.86378881279583","3.22247785269433",NA,NA,NA,"2.9666453378483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.92910671496956","2.25075501191429","3.8977106667553","3.93079167597702",NA,"2.10003221935905",NA,NA,NA,NA
"914","V907","CD24","T CELLS",NA,NA,NA,NA,NA,NA,"2.81469392525727","3.86378881279583","3.22247785269433",NA,NA,NA,"2.9666453378483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.92910671496956","2.25075501191429","3.8977106667553","3.93079167597702",NA,"2.10003221935905",NA,NA,NA,NA
"915","V908","JAK3","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"1.39496308358426","1.12960298612792","1.31782647200453",NA,"1.18529754967293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.37945606125",NA,"1.02029594620947",NA,NA,NA,NA,NA,NA
"916","V909","JAK3","B CELLS",NA,NA,NA,NA,NA,NA,"1.39496308358426","1.12960298612792","1.31782647200453",NA,"1.18529754967293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.37945606125",NA,"1.02029594620947",NA,NA,NA,NA,NA,NA
"917","V910","JAK3","CELLULAR ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"1.39496308358426","1.12960298612792","1.31782647200453",NA,"1.18529754967293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.37945606125",NA,"1.02029594620947",NA,NA,NA,NA,NA,NA
"918","V911","JAK3","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"1.39496308358426","1.12960298612792","1.31782647200453",NA,"1.18529754967293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.37945606125",NA,"1.02029594620947",NA,NA,NA,NA,NA,NA
"919","V912","JAK3","T CELLS",NA,NA,NA,NA,NA,NA,"1.39496308358426","1.12960298612792","1.31782647200453",NA,"1.18529754967293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.37945606125",NA,"1.02029594620947",NA,NA,NA,NA,NA,NA
"920","V913","TARM1","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"3.45766654917647","3.98914574354644","3.51675137640562",NA,NA,NA,NA,NA,"1.73740603105858",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.59883868942371","2.86553229873599","4.63999628198515","3.20903920915246",NA,"2.85329305225089",NA,"3.24661670508279",NA,NA
"921","V914","TARM1","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"3.45766654917647","3.98914574354644","3.51675137640562",NA,NA,NA,NA,NA,"1.73740603105858",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.59883868942371","2.86553229873599","4.63999628198515","3.20903920915246",NA,"2.85329305225089",NA,"3.24661670508279",NA,NA
"922","V915","HLA-E","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"1.31454371741604","1.26620187763144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.06908782017669",NA,NA,NA,"1.42682366355597",NA,NA,NA,NA
"923","V916","HLA-E","ARPP",NA,NA,NA,NA,NA,NA,"1.31454371741604","1.26620187763144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.06908782017669",NA,NA,NA,"1.42682366355597",NA,NA,NA,NA
"924","V917","HLA-E","ARPP",NA,NA,NA,NA,NA,NA,"1.31454371741604","1.26620187763144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.06908782017669",NA,NA,NA,"1.42682366355597",NA,NA,NA,NA
"925","V918","HLA-E","ARPP",NA,NA,NA,NA,NA,NA,"1.31454371741604","1.26620187763144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.06908782017669",NA,NA,NA,"1.42682366355597",NA,NA,NA,NA
"926","V919","HLA-E","ARPP",NA,NA,NA,NA,NA,NA,"1.31454371741604","1.26620187763144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.06908782017669",NA,NA,NA,"1.42682366355597",NA,NA,NA,NA
"927","V920","HLA-E","ARPP",NA,NA,NA,NA,NA,NA,"1.31454371741604","1.26620187763144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.06908782017669",NA,NA,NA,"1.42682366355597",NA,NA,NA,NA
"928","V921","HLA-E","CELLULAR ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"1.31454371741604","1.26620187763144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.06908782017669",NA,NA,NA,"1.42682366355597",NA,NA,NA,NA
