"","condition1","condition2","count","process","pvalue","p_adjust","genes"
"IMMUNE SYSTEM...11","BBIBP (V3, D07)","BBIBP (V3, D28)",7,"IMMUNE SYSTEM",0.0332514321761529,0.0399017186113834,"DUSP6/HLA-DMA/JUN/NFKBIA/ICAM1/LAPTM5/PLEK"
"ADAPTIVE IMMUNE SYSTEM...12","BBIBP (V3, D07)","BBIBP (V3, D28)",30,"ADAPTIVE IMMUNE SYSTEM",0.0458053174322907,0.0458053174322907,"ATF3/BCL3/BCL6/BRD2/CCL3/CD69/CD83/DUSP6/FOSB/FUT4/GATA3/HLA-DMA/IFNG/IRF2BP2/JMJD6/JUN/JUNB/LRRC8A/MAP3K8/NFKBIA/PDE4B/PPP2CA/PTGER4/PTX3/RHOH/RNF19B/SHLD3/SLC24A1/TICAM1/TNFAIP3"
"INNATE IMMUNE SYSTEM...13","BBIBP (V3, D07)","BNT (V2, D1)",8,"INNATE IMMUNE SYSTEM",0.010892726656575,0.0653563599394502,"JUN/CXCL8/EREG/RIPK2/SGK1/SRP54/TMEM144/VIM"
"Metabolism...14","BBIBP (V3, D07)","BNT-I (D0-5)",257,"Metabolism",1.76870306266445e-08,1.06122183759867e-07,"ATF3/BCL3/BCL6/BRD2/CCL3/CD80/CXCR4/DUSP6/FOSB/FOSL1/GATA3/GP5/ITM2A/JUN/JUNB/NFKBIA/NR1H2/PKIA/PTGER4/RELB/RHOH/RNF19B/TICAM1/ADM/RPL39/ABCD3/ACO1/ACTL6A/ACVR2A/AMD1/ANXA1/APLF/ARID3B/ARL6IP1/ASXL2/ATP6AP2/ATRAID/BCAS2/BCL7B/BTRC/BYSL/CAND1/CCNG1/CCNT1/CDC23/CDC42/CDKN1A/CELF1/CEPT1/CFAP20/CHMP1B/CHMP4B/CITED4/COX4I1/COX7B/CPT2/CRCP/CRY1/CSF1/CSRNP1/CUL3/CWC15/CYCS/DDX47/DEDD/DIDO1/DUSP10/DUSP4/EARS2/EEF1B2/EEF2K/EIF4A3/EIF4G2/ENSA/EPM2A/EXOSC3/FBXO22/FFAR3/FUNDC2/G0S2/GADD45G/GART/GEMIN2/GIGYF2/GPATCH3/GPR137/HERC4/HES4/HIF1A/HIF1AN/HLTF/HMG20A/HMGCS1/HSPA14/HSPA2/HTT/ID1/IFI16/IFIH1/IFT57/ING3/IWS1/JMY/JUND/KBTBD2/KBTBD8/KDM2A/KDM3B/KLF10/KLF4/KLF5/KLF6/KMT2C/KPNA1/LDLR/LMNA/LSM5/LUC7L3/MAP1LC3B2/MAP3K14/MAPK8IP1/MBIP/MCCC2/ME2/MEF2D/MFAP4/MIDN/MLF1/MN1/MOAP1/MOB1A/MRPL44/MRPL46/MRPS31/NCBP1/NDUFA4/NEU1/NFKBIE/NHLRC1/NMD3/NOL9/NR1D1/NR2C2/NSUN2/NUP155/NUP160/NXT1/OSR2/PAFAH1B1/PCBP2/PCNP/PFDN5/PHF5A/PHF6/PIK3R4/PIM2/PLAU/PLRG1/POLR1B/POLR2B/POLR2G/POLR2K/POLR2M/PPAT/PPIF/PPP1R15A/PRNP/PTP4A1/RBBP6/RBM4/RCL1/RHBDD2/RHEB/RNASEL/RPL34/RPL35A/RPL5/RPP38/RPS12/RPS13/RPS15A/RPS27/RPS29/RPS3/RPS3A/RPSA/SCAF11/SF3B3/SFR1/SGK1/SH2D3C/SHQ1/SIRT2/SLC25A5/SNRPG/SQSTM1/SRSF5/SRSF6/SRSF7/SUFU/SUMO3/SUPV3L1/SUV39H2/SYNJ1/TAF9/TFB2M/TGIF1/TLE3/TMUB2/TNXB/TOB1/TRIB1/TRIM23/TRIM25/TRIM4/TRMT13/UBAP1/UBE2D3/UBE2J1/UBE2S/UBXN1/UFC1/UHRF1/UXT/VAPA/WARS2/WBP11/WDR3/WDR36/YTHDF2/YWHAQ/ZBTB2/ZBTB5/ZBTB6/ZC3H12A/ZFP36/ZFP62/ZNF212/ZNF226/ZNF233/ZNF248/ZNF264/ZNF277/ZNF317/ZNF331/ZNF419/ZNF555/ZNF606/ZNF639/ZNF740/ZNF821/ZPR1/JOSD1/METTL25/PSMA1/TMEM168/UBC"
"ADAPTIVE IMMUNE SYSTEM...15","BBIBP (V3, D07)","BNT-I (D0-5)",27,"ADAPTIVE IMMUNE SYSTEM",0.00762059419053468,0.022861782571604,"ATF3/BCL3/BCL6/BRD2/CCL3/CD69/CD80/CXCR4/DOCK8/DUSP6/FOSB/FOSL1/GATA3/GP5/GPR183/ICOS/ITM2A/JUN/JUNB/NFKBIA/NR1H2/PKIA/PTGER4/RELB/RHOH/RNF19B/TICAM1"
"Cellular...16","BBIBP (V3, D07)","BNT-I (D0-5)",312,"Cellular",0.0126518863094265,0.0253037726188531,"ATF3/BCL3/BCL6/BRD2/CCL3/CD69/CD80/CXCR4/DOCK8/DUSP6/FOSB/FOSL1/GATA3/GP5/GPR183/ICOS/ITM2A/JUN/JUNB/NFKBIA/NR1H2/PKIA/PTGER4/RELB/RHOH/RNF19B/TICAM1/ADM/RPL39/ABCD3/ACO1/ACTL6A/ACVR2A/AMD1/ANKFY1/ANXA1/APLF/ARF1/ARID3B/ARL6IP1/ARL8A/ASXL2/ATP6AP2/ATPAF2/ATRAID/BCAS2/BCL7B/BNIP1/BTRC/BYSL/C18orf54/C3orf38/CAND1/CCNG1/CCNT1/CDC23/CDC42/CDKN1A/CDKN2AIP/CELF1/CENPA/CEP70/CEPT1/CETN3/CFAP20/CGRRF1/CHMP1B/CHMP4B/CITED4/CLUAP1/CNIH1/COX4I1/COX7B/CPT2/CRCP/CRY1/CSF1/CSRNP1/CUL3/CWC15/CYCS/DDX47/DEDD/DENND5A/DIDO1/DNAJC27/DUSP10/DUSP4/EARS2/EEF1B2/EEF2K/EIF4A3/EIF4G2/ENSA/EPM2A/EXOSC3/FBXO22/FFAR3/FUNDC2/G0S2/GADD45B/GADD45G/GART/GEMIN2/GIGYF2/GKAP1/GNA15/GPATCH3/GPR137/GPR84/HECA/HERC4/HES4/HIF1A/HIF1AN/HLTF/HMG20A/HMGCS1/HSPA14/HSPA2/HTT/ICAM1/ID1/IFI16/IFIH1/IFT57/ING3/IWS1/JMY/JUND/KBTBD2/KBTBD8/KCNS2/KDM2A/KDM3B/KLF10/KLF4/KLF5/KLF6/KMT2C/KPNA1/LDLR/LMNA/LRCH3/LSM5/LUC7L3/MAP1LC3B2/MAP3K14/MAPK8IP1/MARCKS/MBIP/MCCC2/ME2/MEF2D/MFAP4/MIA/MIDN/MLF1/MN1/MOAP1/MOB1A/MRPL44/MRPL46/MRPS31/NCBP1/NDUFA4/NEMP1/NEU1/NFKBIE/NHLRC1/NINJ1/NMD3/NOL9/NOM1/NR1D1/NR2C2/NSUN2/NUP155/NUP160/NUP43/NXT1/OMG/OSR2/PAFAH1B1/PCBP2/PCNP/PDLIM7/PDZK1/PEX11B/PFDN5/PHACTR1/PHF5A/PHF6/PIK3R4/PIM2/PLAU/PLRG1/POLR1B/POLR2B/POLR2G/POLR2K/POLR2M/PPAT/PPIF/PPP1R15A/PRNP/PTP4A1/RAPGEF6/RBBP6/RBM4/RCL1/RGS1/RHBDD2/RHEB/RNASEL/RPL34/RPL35A/RPL5/RPP38/RPS12/RPS13/RPS15A/RPS27/RPS29/RPS3/RPS3A/RPSA/RRAD/RXFP4/SCAF11/SCO1/SEH1L/SF3B3/SFR1/SGK1/SH2D3C/SHQ1/SIRT2/SLC13A4/SLC25A5/SNRPG/SQSTM1/SRSF5/SRSF6/SRSF7/STX16/SUFU/SUMO3/SUPV3L1/SUV39H2/SYNJ1/TAF9/TFB2M/TGIF1/TLE3/TMEM170A/TMEM242/TMUB2/TNXB/TOB1/TOMM20/TP53BP2/TPT1/TRIB1/TRIM23/TRIM25/TRIM4/TRMT13/TUBA1C/TUBB4B/UBAP1/UBE2D3/UBE2J1/UBE2S/UBXN1/UFC1/UHRF1/UNC5A/UQCC1/UXT/VAPA/VDAC2/VMA21/WARS2/WBP11/WDR13/WDR3/WDR36/YTHDF2/YWHAQ/ZBTB2/ZBTB5/ZBTB6/ZC3H12A/ZFAND1/ZFP36/ZFP62/ZNF212/ZNF226/ZNF233/ZNF248/ZNF264/ZNF277/ZNF317/ZNF331/ZNF419/ZNF555/ZNF606/ZNF639/ZNF740/ZNF821/ZPR1"
"INNATE IMMUNE SYSTEM...17","BBIBP (V3, D07)","BNT-I (D0-5)",31,"INNATE IMMUNE SYSTEM",0.023580239392549,0.0353703590888236,"ATF3/BCL3/BCL6/CCL3/CD80/CXCR4/DOCK8/DUSP6/FOSL1/GATA3/GPR183/JUN/NFKBIA/RELB/RNF19B/TICAM1/RPL39/CDC42/CSF1/G0S2/ICAM1/IFIH1/KLF4/MARCKS/NINJ1/SGK1/SIRT2/TRIB1/TRIM23/TRIM25/TUBB4B"
"ANTIMICROBIAL...18","BBIBP (V3, D07)","BNT-I (D0-5)",3,"ANTIMICROBIAL",0.0950621244060315,0.114074549287238,"BCL3/ADM/RPL39"
"IMMUNE SYSTEM...19","BBIBP (V3, D07)","BNT-I (D0-5)",4,"IMMUNE SYSTEM",0.197787378451611,0.197787378451611,"DUSP6/JUN/NFKBIA/ICAM1"
"Metabolism...20","BBIBP (V3, D07)","BNT-I (D10, hospital)",307,"Metabolism",4.57548276447493e-11,2.74528965868496e-10,"ATF3/BCL3/BCL6/CXCR4/FBXO38/FUT4/GATA3/GIMAP7/HDAC4/ITM2A/JMJD6/MAP3K8/NFKBIA/PKIA/PPP2CA/PTGER4/RELB/RHOH/RNF19B/TNFAIP3/TRAF3IP3/ADM/AASDH/ABCD3/ACTL6A/ACVR2A/ADORA3/AHR/AKIRIN1/AKIRIN2/ALKBH8/ANXA1/APAF1/APEX2/ASXL2/ATF4/B3GNT2/BACH1/BAG3/BCAS2/BMS1/BTRC/BUD31/C1D/C2orf69/CAND1/CASP10/CDC23/CDC42/CDKN1A/CFAP20/CHMP1B/CHMP4B/CITED4/CLK1/CMTR2/COG2/COQ10B/COX7B/CPEB2/CPT2/CRCP/CREBRF/CRY1/CRY2/CSF1/CSNK1G3/CSTF2/CUL3/CUL4A/CWC15/DDIT3/DEDD/DIDO1/DNAJB9/DPH3/DUSP1/EAF1/EARS2/EEF1B2/EEF2K/EIF1/EIF1B/EIF2A/EIF4A3/EIF4G2/EIF5A/ELL/ENPP3/EPM2A/ERCC4/EREG/EXOC1/EXT1/FAH/FAR1/FASTKD5/FFAR3/GABARAPL1/GADD45G/GEMIN2/GEMIN5/GGNBP2/GLA/GOLGA7/GTF2H4/HDC/HERC4/HERPUD1/HES4/HIC1/HMG20A/HSP90AB1/HTT/ID3/IDI1/IFI16/IFIH1/ING3/INTS12/IP6K2/IWS1/JMY/KBTBD2/KDM3B/KLF10/KLF4/KLF5/KLF6/KLF9/KRT10/LAMTOR5/LAPTM5/LDHA/LRRC59/MAP1LC3B/MAP1LC3B2/MAP3K14/MASTL/MCCC2/MCL1/ME2/MED30/MFAP4/MICAL2/MLF1/MOB1A/MORF4L1/MPC2/MRPL44/MRPS15/MUL1/MYLIP/NAT10/NCBP1/NCOA5/NDUFA4/NEU1/NFIL3/NFKBIB/NOCT/NOL9/NR1D1/NR1D2/NR2C2/NUP155/NUP160/PABPC4/PAIP2/PANK2/PARP4/PARS2/PCNP/PELI1/PFKFB3/PHC1/PHF5A/PLRG1/PMEL/PMF1/PNPLA8/PNRC1/PNRC2/POLR1A/POLR1B/PPP1R15B/PPP1R2/PPP3CC/PRDM10/PRNP/PRR7/PSMD9/PTP4A1/PVALB/RAB1A/RAD23B/RANBP2/RANBP9/RAP2C/RBBP6/RBM22/RBM39/RBM7/RBMX/RCOR2/RFPL4A/RGCC/RHBDD2/RHEB/RIPK2/RMI1/RNASEL/RNF138/RPL22L1/RPL5/RPS27/RPS3/RPSA/RRP1B/SAMD8/SART3/SCAF11/SCCPDH/SF3B3/SGMS1/SHQ1/SLC25A5/SLC2A3/SLC5A2/SMAD7/SNAPC3/SOCS5/SPATA2/SPRTN/SRGN/SRSF3/SRSF5/STK17B/SUB1/SUPT16H/TAF7/TARS2/TLE3/TMUB2/TOB1/TRAF4/TRAF6/TRIB1/TRIM25/TRIM4/TRMT13/TRMT1L/TSC22D3/TTF2/TWF1/TXN/UBAP1/UBE2D3/UBE2J1/UFL1/UIMC1/UQCRFS1/VAMP3/VAPA/VIM/WARS2/WDR3/WDR36/WNT7A/WTAP/YRDC/ZBTB2/ZBTB21/ZBTB5/ZBTB6/ZDHHC3/ZFAND2A/ZFP62/ZNF17/ZNF225/ZNF226/ZNF230/ZNF234/ZNF248/ZNF264/ZNF331/ZNF337/ZNF410/ZNF419/ZNF555/ZNF606/ZNF665/ZNF879/ZSCAN26/ZXDC/APOL4/DCAF7/FBXL12/FEM1C/METTL25/NSUN7/OPA3/OTUD1/SAT2/UBC/UBE2Q2/USP24"
"Metabolism...21","BBIBP (V3, D07)","BNT-I (D26, hospital)",272,"Metabolism",8.41491468795162e-12,5.04894881277097e-11,"BCL3/BCL6/FBXO38/FOSB/FUT4/GIMAP7/HDAC4/IRF2BP2/ITM2A/JMJD6/JUN/MAP3K8/NFKBIA/PDE4B/PPP2CA/RELB/RNF19B/TNFAIP3/ADM/AASDH/ABHD6/AHR/AKIRIN1/AKIRIN2/ALKBH8/ANXA1/APAF1/APEX2/ATF4/B3GNT2/BCAS2/BCLAF1/BMS1/BTRC/BUD31/BZW1/C1D/C2orf69/CDC23/CDC42/CELF1/CFAP20/CHMP4B/CITED4/CLK1/CMTR2/COG2/COQ10B/COX7B/CPEB2/CRCP/CREBRF/CSTF2/CUL3/CWC25/DDIT3/DEDD/DNAJB9/DPH3/DUSP1/DUSP10/EAF1/EARS2/EIF1/EIF1B/EIF4A3/EIF4G2/EIF5/EIF5A/ELL/EPM2A/ERCC4/EREG/ETF1/EXOC1/EXOSC3/FAR1/FASTKD5/FFAR3/G0S2/GABARAPL1/GADD45G/GART/GEMIN2/GEMIN5/GGNBP2/GLA/GOLGA7/GRPEL1/GTF2H4/HERPUD1/HIF1A/HMG20A/HMGCS1/HNRNPL/HTT/IDI1/IER5/ING3/IP6K2/ISCA1/JUND/KBTBD2/KLF10/KLF4/KLF5/KLF6/KPNA1/KPNA2/KRT10/LAMTOR5/LAPTM5/LDHA/LRRC59/MAFF/MAP1LC3B/MAP1LC3B2/MAPKAPK2/MCL1/MCM3/ME2/MED30/METTL13/MIDN/MOAP1/MOB1A/MORF4L1/MPC2/MRPL44/MRPL46/MRPS15/MUL1/MYADM/MYLIP/MYNN/NAT10/NCOA5/NDUFA4/NEU1/NFIL3/NFKBIB/NFKBIZ/NHLRC1/NR1D1/NUP160/NXF1/NXT1/PAIP2/PANK2/PCBP2/PELI1/PFKFB3/PHF5A/PIGA/PIM2/PIM3/PLAU/PLEK/PLK3/PLRG1/PNP/PNPLA8/PNRC1/POLR1A/POLR1B/PPP1R15A/PPP1R15B/PPP1R2/PPTC7/PRDM10/PSMD9/PTP4A1/PVALB/RAB1A/RAD23B/RANBP9/RAP2C/RBM22/RBM39/RBM7/RBMX/RFPL4A/RGCC/RHBDD2/RHEB/RIPK2/RNF138/RNF139/RRP1B/SAMD8/SART3/SBDS/SDE2/SERTAD2/SF3B3/SGMS1/SIRT2/SLC25A5/SLC2A3/SMAD7/SNAPC3/SPATA2/SPRTN/SPTY2D1/SRGN/SRSF5/STK17B/STRAP/SUPT16H/TAF13/TAF7/TARS2/TIPARP/TMUB2/TOB1/TRA2A/TRAF6/TRIB1/TRIM25/TRIM4/TRMT13/TSC22D2/TSC22D3/TUBA1A/TWF1/TXN/UBAP1/UBE2D3/UBE2J1/UBQLN1/UFL1/UIMC1/UQCRFS1/VAMP3/VAPA/VIM/WARS2/WDR3/WTAP/YRDC/YTHDF3/ZBTB2/ZBTB6/ZDHHC3/ZFAND2A/ZFP62/ZNF17/ZNF175/ZNF225/ZNF226/ZNF234/ZNF264/ZNF337/ZNF394/ZNF419/ZNF555/ZNF606/ZNF616/ZNF665/ZNF701/ZNF879/ZSCAN26/ZXDC/DCAF7/FBXL12/FBXO33/FEM1C/METTL25/NSUN7/OTUD1/UBC/USP24"
"INNATE IMMUNE SYSTEM...22","BBIBP (V3, D07)","BNT-I (D26, hospital)",31,"INNATE IMMUNE SYSTEM",0.0318082003208584,0.0954246009625753,"BCL3/BCL6/GIMAP7/HDAC4/JMJD6/JUN/MAP3K8/NFKBIA/PDE4B/RELB/RNF19B/TNFAIP3/CDC42/DUSP1/EREG/G0S2/ICAM1/KLF4/LAPTM5/MAPKAPK2/MARCKS/PLEK/PTGER2/RAB32/RFPL4A/RIPK2/SIRT2/TRIB1/TRIM25/TUBB4B/VIM"
"IMMUNE SYSTEM...23","BBIBP (V3, D07)","BNT-I (D26, hospital)",5,"IMMUNE SYSTEM",0.0875027766993687,0.175005553398737,"JUN/NFKBIA/ICAM1/LAPTM5/PLEK"
"Cellular...24","BBIBP (V3, D07)","BNT-I (D26, hospital)",316,"Cellular",0.168788989065511,0.253183483598266,"BCL3/BCL6/FBXO38/FOSB/FUT4/GIMAP7/HDAC4/IRF2BP2/ITM2A/JMJD6/JUN/LRRC8A/MAP3K8/NFKBIA/PDE4B/PPP2CA/RELB/RNF19B/SLC24A1/TNFAIP3/ADM/AASDH/ABHD6/AHR/AKIRIN1/AKIRIN2/ALKBH8/ANO2/ANXA1/APAF1/APEX2/ARL4A/ATF4/B3GNT2/BCAS2/BCLAF1/BLOC1S2/BMS1/BTRC/BUD31/BZW1/C18orf54/C1D/C1orf131/C2orf69/CDC23/CDC42/CDKN2AIP/CELF1/CENPA/CEP70/CETN3/CFAP20/CFAP45/CHMP4B/CITED4/CKAP5/CLK1/CMTR2/COG2/COQ10B/COX7B/CPEB2/CRCP/CREBRF/CSTF2/CUL3/CWC25/DAZAP2/DCTN3/DDIT3/DEDD/DENND5A/DNAJB9/DPH3/DUSP1/DUSP10/EAF1/EARS2/EIF1/EIF1B/EIF4A3/EIF4G2/EIF5/EIF5A/ELL/EMC3/EMC7/EPM2A/ERCC4/EREG/ETF1/EXOC1/EXOC2/EXOSC3/FAR1/FASTKD5/FFAR3/FTH1/G0S2/GABARAPL1/GADD45B/GADD45G/GART/GEMIN2/GEMIN5/GGNBP2/GLA/GOLGA7/GPR84/GRPEL1/GTF2H4/HAUS4/HECA/HERPUD1/HIF1A/HMG20A/HMGCS1/HMGN2/HNRNPL/HTT/ICAM1/IDI1/IER5/ING3/IP6K2/ISCA1/ITPRIP/JUND/KBTBD2/KLF10/KLF4/KLF5/KLF6/KPNA1/KPNA2/KRT10/LAMTOR5/LAPTM5/LDHA/LRRC59/MAFF/MAP1LC3B/MAP1LC3B2/MAPKAPK2/MAPRE1/MARCKS/MCL1/MCM3/ME2/MED30/METTL13/MIDN/MOAP1/MOB1A/MORF4L1/MPC2/MRPL44/MRPL46/MRPS15/MUL1/MYADM/MYLIP/MYNN/NAT10/NCOA5/NDUFA4/NEU1/NFIL3/NFKBIB/NFKBIZ/NHLRC1/NR1D1/NUP160/NXF1/NXT1/OMG/OSER1/PAIP2/PANK2/PCBP2/PDZD8/PDZK1/PELI1/PFKFB3/PHF5A/PIGA/PIM2/PIM3/PLAU/PLEK/PLK3/PLRG1/PNP/PNPLA8/PNRC1/POLR1A/POLR1B/PPP1R15A/PPP1R15B/PPP1R2/PPP2R2D/PPTC7/PRDM10/PSMD9/PTGER2/PTP4A1/PVALB/RAB1A/RAB32/RAD23B/RANBP9/RAP2C/RBM22/RBM39/RBM7/RBMX/RFPL4A/RGCC/RHBDD2/RHEB/RIPK2/RIT1/RNF138/RNF139/RRAD/RRP1B/SAMD8/SART3/SBDS/SDE2/SEMA4G/SEMA6B/SERTAD2/SF3B3/SGMS1/SIRT2/SLC25A5/SLC2A3/SMAD7/SNAPC3/SPATA2/SPRTN/SPTY2D1/SRGN/SRSF5/STK17B/STRAP/STX16/STX6/SUPT16H/SYS1/TAF13/TAF7/TARS2/TIMM21/TIPARP/TMA16/TMEM167B/TMUB2/TNFSF9/TOB1/TRA2A/TRAF6/TRIB1/TRIM25/TRIM4/TRMT13/TSC22D2/TSC22D3/TUBA1A/TUBA1C/TUBB4B/TWF1/TXN/UBAP1/UBE2D3/UBE2J1/UBQLN1/UFL1/UIMC1/UQCC1/UQCRFS1/VAMP3/VAPA/VDAC2/VIM/WARS2/WDR3/WTAP/YPEL5/YRDC/YTHDF3/ZBTB2/ZBTB6/ZDHHC3/ZFAND2A/ZFP62/ZMYM3/ZNF17/ZNF175/ZNF225/ZNF226/ZNF234/ZNF264/ZNF337/ZNF394/ZNF419/ZNF555/ZNF606/ZNF616/ZNF665/ZNF701/ZNF879/ZSCAN26/ZXDC"
"Metabolism...25","BBIBP (V3, D07)","BNT-I (D51, hospital)",152,"Metabolism",0.00269985230124153,0.0107994092049661,"CCL3/GIMAP7/RHOH/TNFAIP3/AASDH/ADORA3/AHR/AKAP8/APEX2/ARFGEF1/ARRDC3/BCAS2/BCLAF1/BRD8/C2orf69/CAND1/CCNT1/CLK1/COPS2/COQ10B/CPT2/CRY2/CTR9/CYCS/DBF4/DDX47/DUSP4/EHHADH/FASTKD5/GEMIN2/GEMIN5/GGNBP2/GPATCH3/HBS1L/HIF1AN/HNRNPC/HSPA1B/ID3/IFI16/IL1B/ILF2/ING3/ISCA1/IWS1/KANSL2/KBTBD8/KLF11/KLF9/KPNA2/KRT10/LRRC59/MAEA/MBIP/MED10/MED21/MED30/METTL13/MOAP1/MRPS31/NCBP1/NFKBIB/NGDN/NHLRC1/NR1D2/NUDT15/PAFAH1B1/PAIP1/PARP4/PARS2/PDHB/PHF23/PIK3R4/PLA1A/PLRG1/PNRC2/POLH/POLR3F/PPME1/PPP1R2/PPTC7/PVALB/RBBP6/RBM39/RCL1/RCOR2/RFPL4A/RHBDD2/RMI1/RNASEL/RNF138/RNPS1/RPP40/RWDD1/SBDS/SERTAD2/SF3B3/SH2D3C/SLC25A33/SMO/SNAPC3/SRSF6/STRAP/SUCO/SUFU/SUPT16H/SUPV3L1/TARS2/TFB2M/TIPARP/TOB1/TRAF6/TRIM56/TRMT13/TRMT1L/TSC22D3/UTP6/UXT/VPS41/WBP11/WDR3/WDR36/WTAP/XPC/YTHDF2/ZBTB10/ZBTB21/ZC3H15/ZNF165/ZNF17/ZNF175/ZNF189/ZNF217/ZNF225/ZNF226/ZNF230/ZNF234/ZNF317/ZNF419/ZNF555/ZNF606/ZNF616/ZNF639/ZNF665/ZNF691/ZNF701/ZNF879/ZPR1/ZSCAN26/ZXDB/DCAF7/FBXO33/UBE2Q2"
"Cellular...26","BBIBP (V3, D07)","BNT-I (D51, hospital)",196,"Cellular",0.0426858778822353,0.0853717557644706,"CCL3/CD69/GIMAP7/RHOH/TNFAIP3/AASDH/ADORA3/AGGF1/AHR/AKAP8/APEX2/ARFGEF1/ARHGAP25/ARL4A/ARRDC3/BCAS2/BCLAF1/BNIP1/BRD8/BTG3/C18orf54/C1orf131/C2orf69/C3orf38/CAND1/CCNT1/CENPA/CETN3/CFL2/CLK1/CLUAP1/COPB2/COPS2/COQ10B/CPT2/CRY2/CTR9/CYCS/DBF4/DDX47/DNAAF2/DUSP4/EHHADH/EXOC2/FASTKD5/FRMD4A/GEMIN2/GEMIN5/GGNBP2/GIMAP8/GPATCH3/HAUS3/HBS1L/HIF1AN/HNRNPC/HSPA1B/ID3/IFI16/IL1B/ILF2/ING3/ISCA1/IWS1/KANSL2/KBTBD8/KLF11/KLF9/KPNA2/KRT10/LRRC59/LZTS3/MAEA/MBIP/MED10/MED21/MED30/METTL13/MIA/MOAP1/MON2/MRPS31/MZT1/NCBP1/NFKBIB/NGDN/NHLRC1/NOM1/NR1D2/NRAS/NUDT15/NUP43/PAFAH1B1/PAIP1/PARP4/PARS2/PDHB/PEX11A/PHF23/PIK3R4/PLA1A/PLIN2/PLRG1/PNO1/PNRC2/POLH/POLR3F/PPME1/PPP1R2/PPTC7/PSMD5/PVALB/RBBP6/RBM39/RBSN/RCL1/RCOR2/RFPL4A/RHBDD2/RMI1/RNASEL/RND1/RNF138/RNPS1/RPP40/RWDD1/SBDS/SERTAD2/SF3B3/SH2D3C/SLC25A33/SLC7A5P1/SMO/SNAPC3/SPAG4/SRP54/SRSF6/STRAP/STX6/SUCO/SUFU/SUPT16H/SUPV3L1/SYS1/TARS2/TFB2M/TIMM17A/TIPARP/TMED7/TMEM170A/TMEM242/TOB1/TOMM20/TP53BP2/TRAF6/TRIM56/TRMT13/TRMT1L/TSC22D3/TUBA1C/UTP6/UXT/VMA21/VPS41/WBP11/WDR3/WDR36/WHAMM/WTAP/XPC/YTHDF2/ZBTB10/ZBTB21/ZC3H15/ZMYM3/ZNF165/ZNF17/ZNF175/ZNF189/ZNF217/ZNF225/ZNF226/ZNF230/ZNF234/ZNF317/ZNF419/ZNF555/ZNF606/ZNF616/ZNF639/ZNF665/ZNF691/ZNF701/ZNF879/ZPR1/ZSCAN26/ZXDB"
"Metabolism...27","BBIBP (V3, D07)","ChAd (V1, D3)",230,"Metabolism",1.16917023402907e-07,7.01502140417444e-07,"ATF3/CCL3/FBXO38/FOSL1/GATA3/PKIA/RHOH/TEC/CXCL8/RPL39/ACO1/ADORA3/AHR/AKIRIN2/ALKBH8/APEX2/ARL6IP1/ARRDC3/ATRAID/BCL7B/BCLAF1/BRD8/CAND1/CASP10/CASP2/CCNG1/CCNT1/CDC42/CDK9/CDKN1A/CELF1/CFAP20/CHMP4B/COX7B/CPSF2/CPT2/CREBRF/CRY1/CSF1/CSNK1G3/CWC25/DCP1A/DDI1/DDX47/DEDD/DIDO1/DNAJB9/DUSP28/DUSP5/EARS2/EBP/EEF1B2/EEF2K/EIF5A/EXT1/FUNDC2/GART/GIGYF2/GLA/HBP1/HBS1L/HDC/HES1/HES4/HIF1AN/ID1/ID2/IFI16/IFIH1/IFT57/IGBP1/IL6/ISCA1/JMY/KDM2A/KLF10/KLF11/KMT2C/KPNA1/LARP4B/LDHA/LMNA/MAFB/MAP3K14/MCCC2/MCM3/ME2/MED10/MED21/METTL13/MICAL2/MIDN/MLF1/MOAP1/MRPL46/MRPS15/MYNN/NDUFA4/NEU1/NFIL3/NFKBIE/NKX3-1/NLRP3/NOL9/NR1D1/NR1D2/NR2C2/NUP155/NUP160/ODC1/OSR2/PABPC4/PANK2/PARP4/PCBP2/PDHB/PELI1/PFDN1/PFKFB3/PHC1/PHF23/PIGA/PLAU/PLCL1/PMF1/PNP/PNPLA8/POFUT2/POLR1A/PPIF/PPP1R2/PPTC7/PRDM10/PRR7/PSMD9/PTRH2/PVALB/RANBP2/RBBP6/RBM39/RBM4/RCL1/RGCC/RHEB/RLF/RMI1/RPL34/RPL35A/RPL5/RPS15A/RPS27/RPS3/RPS3A/RPSA/RWDD1/S100A10/SART3/SBDS/SCAF11/SCCPDH/SDE2/SERTAD1/SERTAD2/SFR1/SIRT2/SLC25A5/SNAPC3/SNRPG/SOCS5/SPATA2/SPTY2D1/SRSF6/SRSF7/STK38/STRAP/SUCO/SUFU/SUMO3/TAF7/TARS2/TIPARP/TNXB/TOE1/TRA2A/TRAF4/TRIM23/TRMT13/TRMT1L/TSC22D3/TSPYL2/TXN/UBXN1/UEVLD/UHRF1/UQCRFS1/UTP6/UXT/VAMP3/VIM/VPS41/WDR36/ZBTB10/ZBTB21/ZBTB5/ZDHHC3/ZFP36/ZFP62/ZNF165/ZNF17/ZNF217/ZNF248/ZNF317/ZNF337/ZNF397/ZNF419/ZNF606/ZNF639/ZNF740/ZNF821/ZSCAN26/ZXDB/ZXDC/APOL4/DCAF7/FBXO33/IAH1/NSUN7/PSMA1/SAT2/UBC"
