"","...1","condition","genes"
"13710",13710,"CHAD63-KH (H24)","HS2ST1"
"13711",13711,"CHAD63-KH (H24)","HS3ST3B1"
"13712",13712,"CHAD63-KH (H24)","HSF2"
"13713",13713,"CHAD63-KH (H24)","HSPBAP1"
"13714",13714,"CHAD63-KH (H24)","HSPD1P11"
"13715",13715,"CHAD63-KH (H24)","HTRA1"
"13716",13716,"CHAD63-KH (H24)","ICA1L"
"13717",13717,"CHAD63-KH (H24)","CILK1"
"13718",13718,"CHAD63-KH (H24)","ICOS"
"13719",13719,"CHAD63-KH (H24)","ID2"
"13720",13720,"CHAD63-KH (H24)","IDS"
"13721",13721,"CHAD63-KH (H24)","IER5L"
"13722",13722,"CHAD63-KH (H24)","IFFO2"
"13723",13723,"CHAD63-KH (H24)","IFNG-AS1"
"13724",13724,"CHAD63-KH (H24)","IFT172"
"13725",13725,"CHAD63-KH (H24)","IFT27"
"13726",13726,"CHAD63-KH (H24)","IFT57"
"13727",13727,"CHAD63-KH (H24)","IFT80"
"13728",13728,"CHAD63-KH (H24)","IFT88"
"13729",13729,"CHAD63-KH (H24)","IGHV1OR15-1"
"13730",13730,"CHAD63-KH (H24)","IGHVII-28-1"
"13731",13731,"CHAD63-KH (H24)","IGIP"
"13732",13732,"CHAD63-KH (H24)","IGLV3-9"
"13733",13733,"CHAD63-KH (H24)","ELP1"
"13734",13734,"CHAD63-KH (H24)","IKZF2"
"13735",13735,"CHAD63-KH (H24)","IKZF5"
"13736",13736,"CHAD63-KH (H24)","IL16"
"13737",13737,"CHAD63-KH (H24)","IL1RL1"
"13738",13738,"CHAD63-KH (H24)","IL23A"
"13739",13739,"CHAD63-KH (H24)","IL32"
"13740",13740,"CHAD63-KH (H24)","IL7R"
"13741",13741,"CHAD63-KH (H24)","CXCL8"
"13742",13742,"CHAD63-KH (H24)","IL9R"
"13743",13743,"CHAD63-KH (H24)","IMMP2L"
"13744",13744,"CHAD63-KH (H24)","IMP3"
"13745",13745,"CHAD63-KH (H24)","IMPA2"
"13746",13746,"CHAD63-KH (H24)","IMPDH2"
"13747",13747,"CHAD63-KH (H24)","IMPG2"
"13748",13748,"CHAD63-KH (H24)","PATJ"
"13749",13749,"CHAD63-KH (H24)","ING2"
"13750",13750,"CHAD63-KH (H24)","INPP4A"
"13751",13751,"CHAD63-KH (H24)","INPP4B"
"13752",13752,"CHAD63-KH (H24)","INPP5A"
"13753",13753,"CHAD63-KH (H24)","INPP5B"
"13754",13754,"CHAD63-KH (H24)","INSC"
"13755",13755,"CHAD63-KH (H24)","INTS2"
"13756",13756,"CHAD63-KH (H24)","IPO11"
"13757",13757,"CHAD63-KH (H24)","IPP"
"13758",13758,"CHAD63-KH (H24)","IQCC"
"13759",13759,"CHAD63-KH (H24)","IQCH-AS1"
"13760",13760,"CHAD63-KH (H24)","IRGM"
"13761",13761,"CHAD63-KH (H24)","IRS2"
"13762",13762,"CHAD63-KH (H24)","ISM1"
"13763",13763,"CHAD63-KH (H24)","ITGA6"
"13764",13764,"CHAD63-KH (H24)","ITGB4"
"13765",13765,"CHAD63-KH (H24)","ITK"
"13766",13766,"CHAD63-KH (H24)","ITM2A"
"13767",13767,"CHAD63-KH (H24)","ITPKB"
"13768",13768,"CHAD63-KH (H24)","IVD"
"13769",13769,"CHAD63-KH (H24)","IVNS1ABP"
"13770",13770,"CHAD63-KH (H24)","JAKMIP2"
"13771",13771,"CHAD63-KH (H24)","JMY"
"13772",13772,"CHAD63-KH (H24)","JUN"
"13773",13773,"CHAD63-KH (H24)","KAT6B"
"13774",13774,"CHAD63-KH (H24)","KATNAL1"
"13775",13775,"CHAD63-KH (H24)","KAZN"
"13776",13776,"CHAD63-KH (H24)","KBTBD11"
"13777",13777,"CHAD63-KH (H24)","KBTBD6"
"13778",13778,"CHAD63-KH (H24)","KCNQ5"
"13779",13779,"CHAD63-KH (H24)","KCTD7"
"13780",13780,"CHAD63-KH (H24)","POGLUT2P1"
"13781",13781,"CHAD63-KH (H24)","KDM3A"
"13782",13782,"CHAD63-KH (H24)","KDM5B"
"13783",13783,"CHAD63-KH (H24)","KHK"
"13784",13784,"CHAD63-KH (H24)","KIAA0319"
"13785",13785,"CHAD63-KH (H24)","KIAA0586"
"13786",13786,"CHAD63-KH (H24)","KIAA0753"
"13787",13787,"CHAD63-KH (H24)","MACF1"
"13788",13788,"CHAD63-KH (H24)","MATCAP2"
"13789",13789,"CHAD63-KH (H24)","MINAR1"
"13790",13790,"CHAD63-KH (H24)","PHF24"
"13791",13791,"CHAD63-KH (H24)","CEP126"
"13792",13792,"CHAD63-KH (H24)","CCDC191"
"13793",13793,"CHAD63-KH (H24)","CFAP97"
"13794",13794,"CHAD63-KH (H24)","GPALPP1"
"13795",13795,"CHAD63-KH (H24)","MFSD4B"
"13796",13796,"CHAD63-KH (H24)","KIF21A"
"13797",13797,"CHAD63-KH (H24)","KIF22"
"13798",13798,"CHAD63-KH (H24)","KIF27"
"13799",13799,"CHAD63-KH (H24)","KIF2A"
"13800",13800,"CHAD63-KH (H24)","KIF3A"
"13801",13801,"CHAD63-KH (H24)","KIF5C"
"13802",13802,"CHAD63-KH (H24)","KIFAP3"
"13803",13803,"CHAD63-KH (H24)","KIT"
"13804",13804,"CHAD63-KH (H24)","KLF12"
"13805",13805,"CHAD63-KH (H24)","KLF3"
"13806",13806,"CHAD63-KH (H24)","KLF7-IT1"
"13807",13807,"CHAD63-KH (H24)","KLF8"
"13808",13808,"CHAD63-KH (H24)","KLF8P1"
"13809",13809,"CHAD63-KH (H24)","KLHDC1"
"13810",13810,"CHAD63-KH (H24)","KLHDC2"
"13811",13811,"CHAD63-KH (H24)","KLHL13"
"13812",13812,"CHAD63-KH (H24)","KLHL22"
"13813",13813,"CHAD63-KH (H24)","KLHL3"
"13814",13814,"CHAD63-KH (H24)","KLHL31"
"13815",13815,"CHAD63-KH (H24)","KLHL32"
"13816",13816,"CHAD63-KH (H24)","KLHL36"
"13817",13817,"CHAD63-KH (H24)","KLHL42"
"13818",13818,"CHAD63-KH (H24)","KLHL7"
"13819",13819,"CHAD63-KH (H24)","KLRA1P"
"13820",13820,"CHAD63-KH (H24)","KLRB1"
"13821",13821,"CHAD63-KH (H24)","KLRC1"
"13822",13822,"CHAD63-KH (H24)","KLRC2"
"13823",13823,"CHAD63-KH (H24)","KLRC3"
"13824",13824,"CHAD63-KH (H24)","KLRC4-KLRK1"
"13825",13825,"CHAD63-KH (H24)","KLRD1"
"13826",13826,"CHAD63-KH (H24)","KLRF1"
"13827",13827,"CHAD63-KH (H24)","KLRG1"
"13828",13828,"CHAD63-KH (H24)","KLRK1"
"13829",13829,"CHAD63-KH (H24)","KPNA1"
"13830",13830,"CHAD63-KH (H24)","KRT18P37"
"13831",13831,"CHAD63-KH (H24)","KRT36"
"13832",13832,"CHAD63-KH (H24)","KRT72"
"13833",13833,"CHAD63-KH (H24)","KRT73"
"13834",13834,"CHAD63-KH (H24)","KRT8P33"
"13835",13835,"CHAD63-KH (H24)","KRT8P34"
"13836",13836,"CHAD63-KH (H24)","KRT8P42"
"13837",13837,"CHAD63-KH (H24)","LAMA2"
"13838",13838,"CHAD63-KH (H24)","LANCL1"
"13839",13839,"CHAD63-KH (H24)","LARP4P"
"13840",13840,"CHAD63-KH (H24)","LAX1"
"13841",13841,"CHAD63-KH (H24)","LCK"
"13842",13842,"CHAD63-KH (H24)","LCN12"
"13843",13843,"CHAD63-KH (H24)","LDHB"
"13844",13844,"CHAD63-KH (H24)","LDLRAD4"
"13845",13845,"CHAD63-KH (H24)","LDLRAP1"
"13846",13846,"CHAD63-KH (H24)","LEF1"
"13847",13847,"CHAD63-KH (H24)","LEF1-AS1"
"13848",13848,"CHAD63-KH (H24)","LEKR1"
"13849",13849,"CHAD63-KH (H24)","LEP"
"13850",13850,"CHAD63-KH (H24)","P3H4"
"13851",13851,"CHAD63-KH (H24)","LGR6"
"13852",13852,"CHAD63-KH (H24)","LIAS"
"13853",13853,"CHAD63-KH (H24)","LIMA1"
"13854",13854,"CHAD63-KH (H24)","LINC00205"
"13855",13855,"CHAD63-KH (H24)","PIRAT1"
"13856",13856,"CHAD63-KH (H24)","LINC00243"
"13857",13857,"CHAD63-KH (H24)","LINC00299"
"13858",13858,"CHAD63-KH (H24)","LINC00342"
"13859",13859,"CHAD63-KH (H24)","LINC00402"
"13860",13860,"CHAD63-KH (H24)","LINC00426"
"13861",13861,"CHAD63-KH (H24)","LINC00469"
"13862",13862,"CHAD63-KH (H24)","ERCC6L2-AS1"
"13863",13863,"CHAD63-KH (H24)","SWINGN"
"13864",13864,"CHAD63-KH (H24)","LINC00662"
"13865",13865,"CHAD63-KH (H24)","LINC00671"
"13866",13866,"CHAD63-KH (H24)","LINC00680"
"13867",13867,"CHAD63-KH (H24)","LINC00683"
"13868",13868,"CHAD63-KH (H24)","LINC00861"
"13869",13869,"CHAD63-KH (H24)","LINC00920"
"13870",13870,"CHAD63-KH (H24)","LINC00987"
"13871",13871,"CHAD63-KH (H24)","LINC01550"
"13872",13872,"CHAD63-KH (H24)","LINC01619"
"13873",13873,"CHAD63-KH (H24)","LINC02210"
"13874",13874,"CHAD63-KH (H24)","LIPT2"
"13875",13875,"CHAD63-KH (H24)","LIX1L"
"13876",13876,"CHAD63-KH (H24)","LLGL2"
"13877",13877,"CHAD63-KH (H24)","LMLN"
"13878",13878,"CHAD63-KH (H24)","LMO7"
"13879",13879,"CHAD63-KH (H24)","BORCS5"
"13880",13880,"CHAD63-KH (H24)","LONP2"
"13881",13881,"CHAD63-KH (H24)","LPCAT1"
"13882",13882,"CHAD63-KH (H24)","LRBA"
"13883",13883,"CHAD63-KH (H24)","LRCH1"
"13884",13884,"CHAD63-KH (H24)","LRIG1"
"13885",13885,"CHAD63-KH (H24)","LRP1B"
"13886",13886,"CHAD63-KH (H24)","LRP2BP"
"13887",13887,"CHAD63-KH (H24)","LRP6"
"13888",13888,"CHAD63-KH (H24)","LRRC7"
"13889",13889,"CHAD63-KH (H24)","LRRN3"
"13890",13890,"CHAD63-KH (H24)","LSM11"
"13891",13891,"CHAD63-KH (H24)","LTK"
"13892",13892,"CHAD63-KH (H24)","LUC7L"
"13893",13893,"CHAD63-KH (H24)","LUC7L3"
"13894",13894,"CHAD63-KH (H24)","LY9"
"13895",13895,"CHAD63-KH (H24)","LYPLAL1"
"13896",13896,"CHAD63-KH (H24)","LYRM7"
"13897",13897,"CHAD63-KH (H24)","LYVE1"
"13898",13898,"CHAD63-KH (H24)","LZTFL1"
"13899",13899,"CHAD63-KH (H24)","LZTS2"
"13900",13900,"CHAD63-KH (H24)","MAGEE1"
"13901",13901,"CHAD63-KH (H24)","MAGEF1"
"13902",13902,"CHAD63-KH (H24)","MAGEH1"
"13903",13903,"CHAD63-KH (H24)","MAL"
"13904",13904,"CHAD63-KH (H24)","MANSC1"
"13905",13905,"CHAD63-KH (H24)","MAP3K2"
"13906",13906,"CHAD63-KH (H24)","MAP3K4"
"13907",13907,"CHAD63-KH (H24)","MAP9"
"13908",13908,"CHAD63-KH (H24)","MAPK13"
"13909",13909,"CHAD63-KH (H24)","MAPK8"
"13910",13910,"CHAD63-KH (H24)","MAST4"
"13911",13911,"CHAD63-KH (H24)","MATK"
"13912",13912,"CHAD63-KH (H24)","MBIP"
"13913",13913,"CHAD63-KH (H24)","MBLAC2"
"13914",13914,"CHAD63-KH (H24)","MBNL2"
"13915",13915,"CHAD63-KH (H24)","MBTD1"
"13916",13916,"CHAD63-KH (H24)","MCEE"
"13917",13917,"CHAD63-KH (H24)","MCM3AP-AS1"
"13918",13918,"CHAD63-KH (H24)","MCM6"
"13919",13919,"CHAD63-KH (H24)","MCM8"
"13920",13920,"CHAD63-KH (H24)","ME1"
"13921",13921,"CHAD63-KH (H24)","MED28P1"
"13922",13922,"CHAD63-KH (H24)","MEGF6"
"13923",13923,"CHAD63-KH (H24)","METAP1"
"13924",13924,"CHAD63-KH (H24)","METTL24"
"13925",13925,"CHAD63-KH (H24)","MEX3C"
"13926",13926,"CHAD63-KH (H24)","MFGE8"
"13927",13927,"CHAD63-KH (H24)","MGAT4A"
"13928",13928,"CHAD63-KH (H24)","MGAT5"
"13929",13929,"CHAD63-KH (H24)","MIAT"
"13930",13930,"CHAD63-KH (H24)","MICU3"
"13931",13931,"CHAD63-KH (H24)","MID2"
"13932",13932,"CHAD63-KH (H24)","MIR146A"
"13933",13933,"CHAD63-KH (H24)","MIR17HG"
"13934",13934,"CHAD63-KH (H24)","MIR181A2HG"
"13935",13935,"CHAD63-KH (H24)","MIR202"
"13936",13936,"CHAD63-KH (H24)","MIR4473"
"13937",13937,"CHAD63-KH (H24)","MIR4637"
"13938",13938,"CHAD63-KH (H24)","MIR4720"
"13939",13939,"CHAD63-KH (H24)","MIR4779"
"13940",13940,"CHAD63-KH (H24)","MIR491"
"13941",13941,"CHAD63-KH (H24)","MIR598"
"13942",13942,"CHAD63-KH (H24)","MRTFB"
"13943",13943,"CHAD63-KH (H24)","MKRN2"
"13944",13944,"CHAD63-KH (H24)","MLH3"
"13945",13945,"CHAD63-KH (H24)","MLLT3"
"13946",13946,"CHAD63-KH (H24)","MME"
"13947",13947,"CHAD63-KH (H24)","MMP23B"
"13948",13948,"CHAD63-KH (H24)","MMP9"
"13949",13949,"CHAD63-KH (H24)","MMS22L"
"13950",13950,"CHAD63-KH (H24)","MNAT1"
"13951",13951,"CHAD63-KH (H24)","MOAP1"
"13952",13952,"CHAD63-KH (H24)","MORN3"
"13953",13953,"CHAD63-KH (H24)","MORN4"
"13954",13954,"CHAD63-KH (H24)","MPHOSPH9"
"13955",13955,"CHAD63-KH (H24)","MPPE1"
"13956",13956,"CHAD63-KH (H24)","MPRIP"
"13957",13957,"CHAD63-KH (H24)","MPZL3"
"13958",13958,"CHAD63-KH (H24)","MRE11"
"13959",13959,"CHAD63-KH (H24)","MRI1"
"13960",13960,"CHAD63-KH (H24)","MRPL46"
"13961",13961,"CHAD63-KH (H24)","MRPS31"
"13962",13962,"CHAD63-KH (H24)","MRPS6"
"13963",13963,"CHAD63-KH (H24)","MRS2"
"13964",13964,"CHAD63-KH (H24)","IRAG1"
"13965",13965,"CHAD63-KH (H24)","IRAG1-AS1"
"13966",13966,"CHAD63-KH (H24)","MSANTD2"
"13967",13967,"CHAD63-KH (H24)","MSH2"
"13968",13968,"CHAD63-KH (H24)","MSH3"
"13969",13969,"CHAD63-KH (H24)","MSI2"
"13970",13970,"CHAD63-KH (H24)","MST1P2"
"13971",13971,"CHAD63-KH (H24)","MTA3"
"13972",13972,"CHAD63-KH (H24)","MTAP"
"13973",13973,"CHAD63-KH (H24)","MTBP"
"13974",13974,"CHAD63-KH (H24)","MTERF4"
"13975",13975,"CHAD63-KH (H24)","MTERF2"
"13976",13976,"CHAD63-KH (H24)","TESMIN"
"13977",13977,"CHAD63-KH (H24)","MTMR2"
"13978",13978,"CHAD63-KH (H24)","MTUS2"
"13979",13979,"CHAD63-KH (H24)","MTX3"
"13980",13980,"CHAD63-KH (H24)","MYB"
"13981",13981,"CHAD63-KH (H24)","MYBL1"
"13982",13982,"CHAD63-KH (H24)","MYC"
"13983",13983,"CHAD63-KH (H24)","MYO16-AS1"
"13984",13984,"CHAD63-KH (H24)","MYO5A"
"13985",13985,"CHAD63-KH (H24)","MYO9A"
"13986",13986,"CHAD63-KH (H24)","MZT2A"
"13987",13987,"CHAD63-KH (H24)","N4BP2"
"13988",13988,"CHAD63-KH (H24)","N4BP3"
"13989",13989,"CHAD63-KH (H24)","N6AMT1"
"13990",13990,"CHAD63-KH (H24)","NAA16"
"13991",13991,"CHAD63-KH (H24)","NAA30"
"13992",13992,"CHAD63-KH (H24)","NAA35"
"13993",13993,"CHAD63-KH (H24)","NADK2"
"13994",13994,"CHAD63-KH (H24)","NAE1"
"13995",13995,"CHAD63-KH (H24)","NAF1"
"13996",13996,"CHAD63-KH (H24)","NAP1L1"
"13997",13997,"CHAD63-KH (H24)","NAP1L2"
"13998",13998,"CHAD63-KH (H24)","NAP1L3"
"13999",13999,"CHAD63-KH (H24)","NAPEPLD"
"14000",14000,"CHAD63-KH (H24)","ICE2"
"14001",14001,"CHAD63-KH (H24)","NARS2"
"14002",14002,"CHAD63-KH (H24)","NBEA"
"14003",14003,"CHAD63-KH (H24)","NBPF1"
"14004",14004,"CHAD63-KH (H24)","NBPF15"
"14005",14005,"CHAD63-KH (H24)","NBPF3"
"14006",14006,"CHAD63-KH (H24)","NCALD"
"14007",14007,"CHAD63-KH (H24)","NCR1"
"14008",14008,"CHAD63-KH (H24)","NCR3LG1"
"14009",14009,"CHAD63-KH (H24)","NDRG2"
"14010",14010,"CHAD63-KH (H24)","NDRG3"
"14011",14011,"CHAD63-KH (H24)","NDUFAF6"
"14012",14012,"CHAD63-KH (H24)","NDUFAF7"
"14013",14013,"CHAD63-KH (H24)","NECAB2"
"14014",14014,"CHAD63-KH (H24)","NEK11"
"14015",14015,"CHAD63-KH (H24)","NEK6"
"14016",14016,"CHAD63-KH (H24)","NELL2"
"14017",14017,"CHAD63-KH (H24)","NEO1"
"14018",14018,"CHAD63-KH (H24)","NEXMIF"
"14019",14019,"CHAD63-KH (H24)","NFATC2"
"14020",14020,"CHAD63-KH (H24)","NIPA1"
"14021",14021,"CHAD63-KH (H24)","NIPSNAP3B"
"14022",14022,"CHAD63-KH (H24)","NISCH"
"14023",14023,"CHAD63-KH (H24)","NKTR"
"14024",14024,"CHAD63-KH (H24)","NLRC3"
"14025",14025,"CHAD63-KH (H24)","NLRP12"
"14026",14026,"CHAD63-KH (H24)","NME6"
"14027",14027,"CHAD63-KH (H24)","NMT2"
"14028",14028,"CHAD63-KH (H24)","NMUR1"
"14029",14029,"CHAD63-KH (H24)","NOG"
"14030",14030,"CHAD63-KH (H24)","CCN3"
"14031",14031,"CHAD63-KH (H24)","NPAS2"
"14032",14032,"CHAD63-KH (H24)","NPAT"
"14033",14033,"CHAD63-KH (H24)","NPHP3"
"14034",14034,"CHAD63-KH (H24)","NPM1P9"
"14035",14035,"CHAD63-KH (H24)","NPRL2"
"14036",14036,"CHAD63-KH (H24)","NR1D2"
"14037",14037,"CHAD63-KH (H24)","NR2C1"
"14038",14038,"CHAD63-KH (H24)","NR3C2"
"14039",14039,"CHAD63-KH (H24)","NRCAM"
"14040",14040,"CHAD63-KH (H24)","NRXN1"
"14041",14041,"CHAD63-KH (H24)","NSG1"
"14042",14042,"CHAD63-KH (H24)","NSUN5P1"
"14043",14043,"CHAD63-KH (H24)","NSUN5P2"
"14044",14044,"CHAD63-KH (H24)","NSUN7"
"14045",14045,"CHAD63-KH (H24)","NT5DC1"
"14046",14046,"CHAD63-KH (H24)","NUBPL"
"14047",14047,"CHAD63-KH (H24)","NUCB2"
"14048",14048,"CHAD63-KH (H24)","NUCKS1"
"14049",14049,"CHAD63-KH (H24)","NUDT13"
"14050",14050,"CHAD63-KH (H24)","NUDT3"
"14051",14051,"CHAD63-KH (H24)","NUDT6"
"14052",14052,"CHAD63-KH (H24)","NUMA1"
"14053",14053,"CHAD63-KH (H24)","OCIAD2"
"14054",14054,"CHAD63-KH (H24)","OCM"
"14055",14055,"CHAD63-KH (H24)","ODF2L"
"14056",14056,"CHAD63-KH (H24)","OFD1"
"14057",14057,"CHAD63-KH (H24)","OGT"
"14058",14058,"CHAD63-KH (H24)","OR10J2P"
"14059",14059,"CHAD63-KH (H24)","OR2A9P"
"14060",14060,"CHAD63-KH (H24)","OR2L5"
"14061",14061,"CHAD63-KH (H24)","OR9A3P"
"14062",14062,"CHAD63-KH (H24)","ORMDL1"
"14063",14063,"CHAD63-KH (H24)","OSBPL3"
"14064",14064,"CHAD63-KH (H24)","OSGEPL1"
"14065",14065,"CHAD63-KH (H24)","OSGEPL1-AS1"
"14066",14066,"CHAD63-KH (H24)","OSTCP8"
"14067",14067,"CHAD63-KH (H24)","OTUD3"
"14068",14068,"CHAD63-KH (H24)","OVGP1"
"14069",14069,"CHAD63-KH (H24)","OXCT1"
"14070",14070,"CHAD63-KH (H24)","OXNAD1"
"14071",14071,"CHAD63-KH (H24)","PA2G4P4"
"14072",14072,"CHAD63-KH (H24)","PABPC1"
"14073",14073,"CHAD63-KH (H24)","PABPC4"
"14074",14074,"CHAD63-KH (H24)","PACS1"
"14075",14075,"CHAD63-KH (H24)","PADI4"
"14076",14076,"CHAD63-KH (H24)","PAFAH2"
"14077",14077,"CHAD63-KH (H24)","PAIP2B"
"14078",14078,"CHAD63-KH (H24)","PANK1"
"14079",14079,"CHAD63-KH (H24)","PANX2"
"14080",14080,"CHAD63-KH (H24)","PARD6A"
"14081",14081,"CHAD63-KH (H24)","PARD6B"
"14082",14082,"CHAD63-KH (H24)","PRKN"
"14083",14083,"CHAD63-KH (H24)","PARP16"
"14084",14084,"CHAD63-KH (H24)","PARP2"
"14085",14085,"CHAD63-KH (H24)","PASK"
"14086",14086,"CHAD63-KH (H24)","PAXBP1"
"14087",14087,"CHAD63-KH (H24)","PCBP4"
"14088",14088,"CHAD63-KH (H24)","PCED1B"
"14089",14089,"CHAD63-KH (H24)","PCID2"
"14090",14090,"CHAD63-KH (H24)","PCM1"
"14091",14091,"CHAD63-KH (H24)","PCMTD2"
"14092",14092,"CHAD63-KH (H24)","PCNX1"
"14093",14093,"CHAD63-KH (H24)","PCNX2"
"14094",14094,"CHAD63-KH (H24)","PCNX4"
"14095",14095,"CHAD63-KH (H24)","PCYOX1"
"14096",14096,"CHAD63-KH (H24)","PDE3B"
"14097",14097,"CHAD63-KH (H24)","PDE4D"
"14098",14098,"CHAD63-KH (H24)","PDE4DIP"
"14099",14099,"CHAD63-KH (H24)","PDE7A"
"14100",14100,"CHAD63-KH (H24)","PDGFD"
"14101",14101,"CHAD63-KH (H24)","PDP2"
"14102",14102,"CHAD63-KH (H24)","NHERF4"
"14103",14103,"CHAD63-KH (H24)","PDZD8"
"14104",14104,"CHAD63-KH (H24)","PEBP1"
"14105",14105,"CHAD63-KH (H24)","PECR"
"14106",14106,"CHAD63-KH (H24)","PEG10"
"14107",14107,"CHAD63-KH (H24)","PEX1"
"14108",14108,"CHAD63-KH (H24)","PEX5"
"14109",14109,"CHAD63-KH (H24)","PGAP2"
"14110",14110,"CHAD63-KH (H24)","PGM2"
"14111",14111,"CHAD63-KH (H24)","PGM2L1"
"14112",14112,"CHAD63-KH (H24)","PGM3"
"14113",14113,"CHAD63-KH (H24)","PGPEP1"
"14114",14114,"CHAD63-KH (H24)","PHACTR1"
"14115",14115,"CHAD63-KH (H24)","PHF10"
"14116",14116,"CHAD63-KH (H24)","PHF14"
"14117",14117,"CHAD63-KH (H24)","JADE1"
"14118",14118,"CHAD63-KH (H24)","PHLDA1"
"14119",14119,"CHAD63-KH (H24)","PHLDB2"
"14120",14120,"CHAD63-KH (H24)","PHOSPHO2"
"14121",14121,"CHAD63-KH (H24)","PIAS2"
"14122",14122,"CHAD63-KH (H24)","PIBF1"
"14123",14123,"CHAD63-KH (H24)","PIGK"
"14124",14124,"CHAD63-KH (H24)","PIGL"
"14125",14125,"CHAD63-KH (H24)","PIGP"
"14126",14126,"CHAD63-KH (H24)","PIK3IP1"
"14127",14127,"CHAD63-KH (H24)","PIK3R1"
"14128",14128,"CHAD63-KH (H24)","PITPNC1"
"14129",14129,"CHAD63-KH (H24)","PKIA"
"14130",14130,"CHAD63-KH (H24)","PKIB"
"14131",14131,"CHAD63-KH (H24)","PLAG1"
"14132",14132,"CHAD63-KH (H24)","PLAU"
"14133",14133,"CHAD63-KH (H24)","PLB1"
"14134",14134,"CHAD63-KH (H24)","PLCB1"
"14135",14135,"CHAD63-KH (H24)","PLCD1"
"14136",14136,"CHAD63-KH (H24)","PLCH2"
"14137",14137,"CHAD63-KH (H24)","PLCL1"
"14138",14138,"CHAD63-KH (H24)","PLCXD2"
"14139",14139,"CHAD63-KH (H24)","PLD1"
"14140",14140,"CHAD63-KH (H24)","PLEKHA1"
"14141",14141,"CHAD63-KH (H24)","PLEKHA5"
"14142",14142,"CHAD63-KH (H24)","PLEKHB1"
"14143",14143,"CHAD63-KH (H24)","PLEKHF1"
"14144",14144,"CHAD63-KH (H24)","PLEKHM3"
"14145",14145,"CHAD63-KH (H24)","KIZ"
"14146",14146,"CHAD63-KH (H24)","PLXND1"
"14147",14147,"CHAD63-KH (H24)","PM20D2"
"14148",14148,"CHAD63-KH (H24)","PMFBP1"
"14149",14149,"CHAD63-KH (H24)","PMS1"
"14150",14150,"CHAD63-KH (H24)","PNMA1"
"14151",14151,"CHAD63-KH (H24)","PODXL2"
"14152",14152,"CHAD63-KH (H24)","POLG2"
"14153",14153,"CHAD63-KH (H24)","POLH"
"14154",14154,"CHAD63-KH (H24)","POLR1E"
"14155",14155,"CHAD63-KH (H24)","POLR3B"
"14156",14156,"CHAD63-KH (H24)","POMT1"
"14157",14157,"CHAD63-KH (H24)","PON2"
"14158",14158,"CHAD63-KH (H24)","POU6F1"
"14159",14159,"CHAD63-KH (H24)","PPARA"
"14160",14160,"CHAD63-KH (H24)","PPARGC1A"
"14161",14161,"CHAD63-KH (H24)","PPIAL4A"
"14162",14162,"CHAD63-KH (H24)","PPIAL4D"
"14163",14163,"CHAD63-KH (H24)","PPIAL4G"
"14164",14164,"CHAD63-KH (H24)","PPIAP30"
"14165",14165,"CHAD63-KH (H24)","PPIP5K1"
"14166",14166,"CHAD63-KH (H24)","PPM1H"
"14167",14167,"CHAD63-KH (H24)","PPP1R12B"
"14168",14168,"CHAD63-KH (H24)","PPP1R13B"
"14169",14169,"CHAD63-KH (H24)","PPP2R2B"
"14170",14170,"CHAD63-KH (H24)","PPP3CA"
"14171",14171,"CHAD63-KH (H24)","PPP3CC"
"14172",14172,"CHAD63-KH (H24)","PPP4R4"
"14173",14173,"CHAD63-KH (H24)","PPWD1"
"14174",14174,"CHAD63-KH (H24)","PREPL"
"14175",14175,"CHAD63-KH (H24)","PRKAB2"
"14176",14176,"CHAD63-KH (H24)","PRKACB"
"14177",14177,"CHAD63-KH (H24)","PRKCA"
"14178",14178,"CHAD63-KH (H24)","PRKCH"
"14179",14179,"CHAD63-KH (H24)","PRKCQ"
"14180",14180,"CHAD63-KH (H24)","PRKCQ-AS1"
"14181",14181,"CHAD63-KH (H24)","PRKCZ"
"14182",14182,"CHAD63-KH (H24)","PRKDC"
"14183",14183,"CHAD63-KH (H24)","PRKG2"
"14184",14184,"CHAD63-KH (H24)","PRMT9"
"14185",14185,"CHAD63-KH (H24)","PRMT7"
"14186",14186,"CHAD63-KH (H24)","PROCR"
"14187",14187,"CHAD63-KH (H24)","PROK2"
"14188",14188,"CHAD63-KH (H24)","PROX2"
"14189",14189,"CHAD63-KH (H24)","PRPF38B"
"14190",14190,"CHAD63-KH (H24)","PRPF39"
"14191",14191,"CHAD63-KH (H24)","PRPSAP1"
"14192",14192,"CHAD63-KH (H24)","PRSS23"
"14193",14193,"CHAD63-KH (H24)","PRSS30P"
"14194",14194,"CHAD63-KH (H24)","PSIP1"
"14195",14195,"CHAD63-KH (H24)","PSMG3-AS1"
"14196",14196,"CHAD63-KH (H24)","PTBP2"
"14197",14197,"CHAD63-KH (H24)","PTCH1"
"14198",14198,"CHAD63-KH (H24)","PTDSS2"
"14199",14199,"CHAD63-KH (H24)","PTGDR"
"14200",14200,"CHAD63-KH (H24)","PTGFRN"
"14201",14201,"CHAD63-KH (H24)","PTPDC1"
"14202",14202,"CHAD63-KH (H24)","HACD2"
"14203",14203,"CHAD63-KH (H24)","PTPN22"
"14204",14204,"CHAD63-KH (H24)","PTPN4"
"14205",14205,"CHAD63-KH (H24)","PTS"
"14206",14206,"CHAD63-KH (H24)","PURA"
"14207",14207,"CHAD63-KH (H24)","PXK"
