"","genes","process","gene_set_short","go_term","immune_system","immune_sub_system","immune_tissue","set_size"
"3575","ADORA2B","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3576","CPLX2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3577","PTPN6","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3578","GZMB","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3579","TUBB4B","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3580","PLEKHM2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3581","CEBPG","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3582","RNF19B","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3583","KIF5B","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3584","KIR3DL1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3585","CLEC2A","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3586","NLRP10","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3587","XRCC5","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3588","MNDA","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3589","CASP6","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3590","XRCC6","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3591","SFPQ","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3592","PYHIN1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3593","MATR3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3594","HEXIM1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3595","GBP2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3596","PRKDC","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3597","SCG2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3598","CCL4","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3599","CCL18","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3600","CCL23","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3601","CCL1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3602","CCL8","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3603","CCL4L1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3604","CCL7","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3605","CCL3L1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3606","CCL24","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3607","GCH1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3608","SLC30A8","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3609","IFITM2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3610","C9JQL5","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3611","IFITM1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3612","BST2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3613","IFITM3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3614","TRIM21","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3615","IL23R","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3616","CIITA","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3617","ADAMTS13","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3618","TRIM65","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3619","UBE2N","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3620","NMB","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3621","NMBR","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3622","EIF2AK2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3623","NCK1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3624","IFIT2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3625","PDE12","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3626","STAT2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3627","HDAC4","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3628","OAS2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3629","IFNAR1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3630","IFNAR2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3631","IFI27","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3632","TBKBP1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3633","CTSH","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3634","RAB4A","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3635","PSMB8","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3636","RAB5B","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3637","WDFY4","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3638","RAB3B","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3639","RAB10","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3640","RAB6A","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3641","FLT1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3642","CCL20","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3643","RPS19","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3644","CXCL9","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3645","SRP54","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3646","ITGA1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3647","TGFB2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3648","EDN3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3649","PPIB","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3650","DPEP1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3651","CD300H","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3652","VAV1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3653","CXCL3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3654","BSG","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3655","CXCL5","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3656","PF4V1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3657","CXADR","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3658","PPIA","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3659","CXCL1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3660","CXCL2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3661","DAPK1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3662","WAS","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3663","STXBP1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3664","AQP4","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3665","STXBP4","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3666","CD47","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3667","STX4","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3668","CLDN1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3669","GBP6","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3670","GBP1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3671","ACTG1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3672","RAB43","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3673","IL12RB1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3674","RPS6KB1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3675","MRC1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3676","TDGF1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3677","MYO1C","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3678","ACTR2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3679","ACTR3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3680","FASLG","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3681","VIM","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3682","CD58","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3683","CALM1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3684","GBP7","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3685","WNT5A","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3686","ACOD1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3687","PPARG","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3688","PML","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3689","REL","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3690","APOBEC3F","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3691","DEFB108B","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3692","MST1R","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3693","BPI","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3694","ADARB1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3695","TRIM27","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3696","PTX3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3697","DEFB125","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3698","SSC5D","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3699","GSDMD","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3700","STMP1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3701","TRIM26","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3702","TARM1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3703","TRIM51G","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3704","TAC1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3705","RFPL4A","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3706","METTL3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3707","MIF","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3708","TRIML2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3709","CFD","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3710","NLRP2B","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3711","IFI6","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3712","TAX1BP1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3713","TRAF2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3714","LILRA5","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3715","TTC4","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3716","LILRA4","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
