"cell_name","marker","Type"
"Macrophage","IL-10","Innate"
"M1 macrophage","CD86","Innate"
"M2 macrophage","HLA-DR","Innate"
"M2c macrophage","CD163","Innate"
"M2a macrophage","CD206","Innate"
"M1 macrophage","CCL4","Innate"
"Macrophage","CD163","Innate"
"Macrophage","CD83","Innate"
"Tissue resident macrophage","PTPRC","Innate"
"Macrophage","STAT1","Innate"
"Macrophage","TNF","Innate"
"Macrophage","IFI6","Innate"
"Tissue resident macrophage","SIGLEC1","Innate"
"Macrophage","CD36","Innate"
"Macrophage","IL1B","Innate"
"Macrophage","CD16","Innate"
"Macrophage","CD11b","Innate"
"Macrophage","CD86","Innate"
"Macrophage","CD68","Innate"
"Macrophage","CD163","Innate"
"Macrophage","CD14","Innate"
"Mast cell","KIT","Innate"
"Mast cell","tryptase","Innate"
"Mast cell","CD117","Innate"
"Mast cell","CD69","Innate"
"Mast cell","TPSAB1","Innate"
"Mast cell","CCL4","Innate"
"Natural killer T (NKT) cell","CD16","Innate"
"Natural killer T (NKT) cell","CD56","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer T (NKT) cell","CD45","Innate"
"Natural killer T (NKT) cell","CD3","Innate"
"Natural killer T (NKT) cell","Granzyme","Innate"
"Natural killer T (NKT) cell","NK1.1","Innate"
"Natural killer cell","CD3","Innate"
"Natural killer cell","CD56","Innate"
"Cytokine induced killer cell","CD56","Innate"
"Cytokine induced killer cell","CD56","Innate"
"Cytokine induced killer cell","CD56","Innate"
"Cytokine induced killer cell","CD56","Innate"
"Cytokine induced killer cell","CD3","Innate"
"Cytokine induced killer cell","CD3","Innate"
"Cytokine induced killer cell","CD3","Innate"
"Cytokine induced killer cell","CD3","Innate"
"Natural killer cell","NKG2D","Innate"
"Natural killer cell","NKG2A","Innate"
"Natural killer cell","CD16","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD16","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD3","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD16","Innate"
"Natural killer cell","CD45","Innate"
"Natural killer cell","CD3","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD3D","Innate"
"Natural killer cell","NKG7","Innate"
"Natural killer cell","CD49a","Innate"
"Natural killer cell","CXCR6","Innate"
"Natural killer cell","CD94","Innate"
"Natural killer cell","NCAM1","Innate"
"Natural killer cell","FCGR3B","Innate"
"Natural killer cell","KLRD1","Innate"
"Natural killer cell","KLRC1","Innate"
"Natural killer cell","KLRF1","Innate"
"Natural killer cell","KLRK1","Innate"
"Natural killer cell","FCGR3A","Innate"
"Natural killer cell","KLRB1","Innate"
"Natural killer cell","NKG7","Innate"
"Natural killer T (NKT) cell","CD8A","Innate"
"Natural killer cell","GZMB","Innate"
"Natural killer cell","GNLY","Innate"
"Natural killer cell","CD160","Innate"
"Pro-Natural killer cell (pro-NK cell)","ID2","Innate"
"Natural killer cell","CCL3","Innate"
"Natural killer T (NKT) cell","ZNF683","Innate"
"Natural killer T (NKT) cell","CD8B","Innate"
"Natural killer cell","CD247","Innate"
"Natural killer cell","CD3","Innate"
"Natural killer cell","CD2","Innate"
"Natural killer cell","CD94","Innate"
"Natural killer cell","NKG2A","Innate"
"Natural killer cell","CD19","Innate"
"Natural killer cell","CD11b","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD16","Innate"
"CD56+ natural killer cell","NKG7","Innate"
"Natural killer T(NKT) cell","CD56","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer T(NKT) cell","CD3","Innate"
"Regulatory natural killer cell","CD56","Innate"
"Natural killer cell","CD28H","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer T(NKT) cell","CD16","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD57","Innate"
"Natural killer cell","CD7","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer T(NKT) cell","NK-T","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer T(NKT) cell","CD3","Innate"
"Natural killer T(NKT) cell","CD56","Innate"
"Natural killer cell","CD57","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD94","Innate"
"Natural killer cell","NKG7","Innate"
"Natural killer cell","NKp80","Innate"
"Natural killer cell","GNLY","Innate"
"Natural killer T(NKT) cell","CD3","Innate"
"Natural killer T(NKT) cell","Vα24","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer T(NKT) cell","Vβ11","Innate"
"Natural killer cell","CD16","Innate"
"Natural killer cell","KLRB1","Innate"
"Natural killer cell","CD161","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD45","Innate"
"Natural killer cell","GNLY","Innate"
"Natural killer cell","TBX21","Innate"
"Natural killer cell","NKG2D","Innate"
"Natural killer cell","CD40L","Innate"
"Natural killer cell","CD94","Innate"
"Natural killer cell","perforin","Innate"
"Natural killer cell","granzymes","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD16","Innate"
"Natural killer cell","KLRF1","Innate"
"Natural killer cell","GNLY","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD4","Innate"
"Natural killer cell","CD8A","Innate"
"Natural killer cell","CD3E","Innate"
"Natural killer cell","NCAM1","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD69","Innate"
"Natural killer cell","NKG2D","Innate"
"Natural killer cell","GNLY","Innate"
"Natural killer T(NKT) cell","CD8A","Innate"
"Natural killer cell","NKG7","Innate"
"Natural killer T(NKT) cell","CD3D","Innate"
"Natural killer cell","CD4","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD8","Innate"
"Natural killer cell","CD3","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","XCL1","Innate"
"Natural killer cell","KLRF1","Innate"
"Natural killer cell","KLRF1","Innate"
"Natural killer T(NKT) cell","TYROBP","Innate"
"Natural killer T(NKT) cell","CD3E","Innate"
"Natural killer cell","NKG7","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer T(NKT) cell","CD3","Innate"
"Natural killer T(NKT) cell","CD56","Innate"
"Natural killer T(NKT) cell","CD3D","Innate"
"Natural killer T(NKT) cell","CD2","Innate"
"Natural killer T(NKT) cell","NKG7","Innate"
"Natural killer T(NKT) cell","CD3E","Innate"
"Natural killer cell","NCR3","Innate"
"Natural killer T(NKT) cell","NCR3","Innate"
"Natural killer T(NKT) cell","KLRD1","Innate"
"Natural killer cell","NKG7","Innate"
"Natural killer cell","KLRD1","Innate"
"Natural killer cell","CD57","Innate"
"Natural killer cell","NKG7","Innate"
"Natural killer cell","CD16","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD3","Innate"
"Natural killer cell","NKG7","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD16","Innate"
"Natural killer cell","CD45","Innate"
"Natural killer cell","NCAM1","Innate"
"Natural killer cell","KLRK1","Innate"
"Natural killer cell","KLRC1","Innate"
"Natural killer cell","GNLY","Innate"
"Natural killer cell","KLRD1","Innate"
"Natural killer cell","IL2RB","Innate"
"Natural killer cell","GZMA","Innate"
"Natural killer cell","KLRF1","Innate"
"Natural killer cell","CD57","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD337","Innate"
"Natural killer cell","CD69","Innate"
"Natural killer cell","ZNF683","Innate"
"Natural killer cell","NCAM1","Innate"
"Natural killer cell","GNLY","Innate"
"Natural killer cell","CD25","Innate"
"Natural killer cell","CD69","Innate"
"Natural killer cell","NKp46","Innate"
"CD56bright Natural killer cell","CD82","Innate"
"CD56dim Natural killer cell","CD58","Innate"
"CD56dim Natural killer cell","CX3CR1","Innate"
"CD56bright Natural killer cell","CD62L","Innate"
"CD56dim Natural killer cell","CD298","Innate"
"CD56dim Natural killer cell","CD147","Innate"
"CD56bright Natural killer cell","CD55","Innate"
"CD56dim Natural killer cell","CD57","Innate"
"CD56dim Natural killer cell","CXCR1","Innate"
"CD56bright Natural killer cell","NKG2A","Innate"
"CD56bright Natural killer cell","CD253","Innate"
"CD56dim Natural killer cell","HLA-E","Innate"
"Natural killer cell","CD96","Innate"
"Natural killer cell","IL2RB","Innate"
"Natural killer cell","CD3D","Innate"
"Natural killer cell","GZMB","Innate"
"Natural killer cell","NKG7","Innate"
"Natural killer cell","GNLY","Innate"
"Natural killer cell","SPON2","Innate"
"Natural killer cell","NCAM1","Innate"
"Natural killer cell","FCGR3A","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD16","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer T(NKT) cell","CD3","Innate"
"Natural killer T(NKT) cell","CD56","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD16","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","NKG7","Innate"
"Natural killer cell","CD247","Innate"
"Natural killer cell","GNLY","Innate"
"Natural killer cell","CD247","Innate"
"Natural killer cell","GZMB","Innate"
"Natural killer cell","KLRF1","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD16","Innate"
"Natural killer cell","CD161","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD16","Innate"
"Natural killer cell","CD45","Innate"
"Natural killer cell","NCAM1","Innate"
"Activated natural killer cell","ILT2","Innate"
"Activated natural killer cell","CD56","Innate"
"Activated natural killer cell","NKG2C","Innate"
"Activated natural killer cell","CD57","Innate"
"Activated natural killer cell","CD2","Innate"
"Natural killer cell","CD16","Innate"
"Activated natural killer cell","CD56","Innate"
"Activated natural killer cell","CD69","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","GNLY","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","NCAM1","Innate"
"Natural killer cell","KLRF1","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","NKP44","Innate"
"Natural killer cell","CD16","Innate"
"Natural killer cell","CD27","Innate"
"Natural killer cell","CD19","Innate"
"Natural killer cell","CD94","Innate"
"Natural killer cell","KIR2DL5","Innate"
"Natural killer cell","LAG3","Innate"
"Natural killer cell","CD137","Innate"
"Natural killer cell","PD-1","Innate"
"Natural killer cell","NKP80","Innate"
"Natural killer cell","CD14","Innate"
"Natural killer cell","CD8","Innate"
"Natural killer cell","KR2DS4","Innate"
"Natural killer cell","MIPLA","Innate"
"Natural killer cell","CD3","Innate"
"Natural killer cell","CD25","Innate"
"Natural killer cell","CD62L","Innate"
"Natural killer cell","TNF","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CISPLATIN","Innate"
"Natural killer cell","CD57","Innate"
"Natural killer cell","NKG2C","Innate"
"Natural killer cell","KIR3DL1","Innate"
"Natural killer cell","KNG2A","Innate"
"Natural killer cell","CD11B","Innate"
"Natural killer cell","KIR2DL2-2DL3CD127","Innate"
"Natural killer cell","CD107A","Innate"
"Natural killer cell","CD69","Innate"
"Natural killer cell","NKP46","Innate"
"Natural killer cell","KIR2DL1-2DS1","Innate"
"Natural killer cell","CD45","Innate"
"Natural killer cell","KNG2D","Innate"
"Natural killer cell","IFN-G","Innate"
"Natural killer cell","TIM-3","Innate"
"Natural killer cell","PDL1-PDL2","Innate"
"Natural killer cell","NKP30","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD158e1e2","Innate"
"Natural killer cell","NKp46","Innate"
"Natural killer cell","2DL3","Innate"
"Natural killer cell","PD-1","Innate"
"Natural killer cell","CD117","Innate"
"Natural killer cell","NKG2A","Innate"
"Natural killer cell","CD127","Innate"
"Natural killer cell","CD158e","Innate"
"Natural killer cell","CD158a","Innate"
"Natural killer cell","KIR2DL2","Innate"
"Natural killer cell","NKG2C","Innate"
"Natural killer cell","NKp30","Innate"
"Natural killer cell","2DS2","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD57","Innate"
"Natural killer cell","CRTh2","Innate"
"Natural killer cell","CD158b1b2j","Innate"
"Natural killer cell","CD16","Innate"
"Natural killer cell","CD8","Innate"
"Immunoregulatory natural killer cell","CD56","Innate"
"Immunoregulatory natural killer cell","CD45","Innate"
"Natural killer cell","CD16","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","NKG7","Innate"
"Natural killer cell","CD7","Innate"
"Natural killer cell","GZMB","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CCL5","Innate"
"Natural killer cell","GNLY","Innate"
"Natural killer cell","KLRC2","Innate"
"Natural killer cell","FGFBP2","Innate"
"Natural killer cell","IP-10","Innate"
"Natural killer cell","IFN-γ","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","IL-10","Innate"
"Natural killer cell","TNF-α","Innate"
"Natural killer cell","CD3","Innate"
"Natural killer cell","GNLY","Innate"
"Natural killer cell","NKG7","Innate"
"Natural killer cell","GZMB","Innate"
"Natural killer cell","CD16","Innate"
"Natural killer cell","CD3","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","NKG7","Innate"
"Natural killer cell","KLRB1","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","NCAM1","Innate"
"Natural killer cell","NKG7","Innate"
"Natural killer cell","NKG7","Innate"
"Natural killer cell","MKI67","Innate"
"Natural killer T(NKT) cell","TRAC","Innate"
"Natural killer cell","GNLY","Innate"
"Natural killer cell","NKG7","Innate"
"Natural killer cell","KLRF1","Innate"
"Natural killer cell","GNLY","Innate"
"Natural killer cell","CD16","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD79B","Innate"
"Natural killer cell","KLRF1","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD7","Innate"
"Natural killer cell","CD160","Innate"
"Natural killer cell","CD94","Innate"
"Natural killer cell","TYROBP","Innate"
"Natural killer cell","NKG7","Innate"
"Natural killer cell","GNLY","Innate"
"Natural killer cell","NCAM1","Innate"
"Natural killer T(NKT) cell","STMN1","Innate"
"Natural killer cell","GNLY","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD16","Innate"
"Natural killer cell","GNLY","Innate"
"Natural killer cell","GNLY","Innate"
"Natural killer cell","NKG7","Innate"
"Natural killer cell","DUSP1","Innate"
"Natural killer cell","CD44","Innate"
"Natural killer cell","GZMK","Innate"
"Natural killer cell","CD69","Innate"
"Natural killer cell","FOS","Innate"
"Natural killer cell","KLRC1","Innate"
"Natural killer cell","JUN","Innate"
"Natural killer cell","XCL1","Innate"
"Natural killer cell","SELL","Innate"
"Natural killer cell","IL7R","Innate"
"Natural killer cell","NCR1","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","IL2RB","Innate"
"Natural killer cell","SELL","Innate"
"Natural killer cell","CX3CR1","Innate"
"Natural killer cell","GZMB","Innate"
"Natural killer cell","TRGC2","Innate"
"Natural killer cell","FOS","Innate"
"Natural killer cell","CD3","Innate"
"Natural killer cell","ZFP36","Innate"
"Natural killer cell","CD3D","Innate"
"Natural killer cell","TRAC","Innate"
"Natural killer cell","SPON2","Innate"
"Natural killer cell","TRGC1","Innate"
"Natural killer cell","FCER1G","Innate"
"Natural killer cell","IL18RAP","Innate"
"Natural killer cell","CD160","Innate"
"Natural killer cell","CD3E","Innate"
"Natural killer cell","ZBTB16","Innate"
"Natural killer cell","CD52","Innate"
"Natural killer cell","CXXC5","Innate"
"Natural killer cell","TRDC","Innate"
"Natural killer cell","PRSS23","Innate"
"Natural killer cell","CD3G","Innate"
"Natural killer cell","CHST2","Innate"
"Natural killer T(NKT) cell","NCAM1","Innate"
"Natural killer T(NKT) cell","KLRB1","Innate"
"Natural killer T(NKT) cell","CD8A","Innate"
"Natural killer cell","NCAM1","Innate"
"Natural killer cell","FCGR3A","Innate"
"Natural killer cell","NCR1","Innate"
"Natural killer cell","NKG7","Innate"
"Natural killer cell","KLRD1","Innate"
"Natural killer cell","CD3E","Innate"
"Natural killer cell","KLRC1","Innate"
"Natural killer cell","GNLY","Innate"
"Natural killer cell","CD4","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD8","Innate"
"Natural killer cell","CD3","Innate"
"Natural killer cell","CCL4","Innate"
"Natural killer T(NKT) cell","CD56","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer T(NKT) cell","CD3","Innate"
"Natural killer cell","GNLY","Innate"
"Natural killer cell","NKG7","Innate"
"Natural killer T(NKT) cell","CD3","Innate"
"Natural killer T(NKT) cell","CD56","Innate"
"Natural killer cell","CD3D","Innate"
"Natural killer cell","CD16","Innate"
"Natural killer cell","SPON2","Innate"
"Natural killer cell","XCL2","Innate"
"Natural killer cell","XCL1","Innate"
"Natural killer cell","FGFBP2","Innate"
"Natural killer cell","FCGR3A","Innate"
"Natural killer cell","KLRF1","Innate"
"Natural killer cell","GNLY","Innate"
"Natural killer cell","FCGR3A","Innate"
"Natural killer cell","NKG7","Innate"
"Natural killer cell","GZMK","Innate"
"Natural killer cell","XCL1","Innate"
"Natural killer cell","KLRF1","Innate"
"Natural killer cell","KLRC1","Innate"
"Natural killer cell","KLRD1","Innate"
"Natural killer cell","NKG7","Innate"
"Natural killer cell","FCGR3A","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","TRGC1","Innate"
"Natural killer cell","CD16","Innate"
"Natural killer cell","CD38","Innate"
"Natural killer cell","NKG7","Innate"
"Natural killer cell","NCAM1","Innate"
"Natural killer cell","FCGR3A","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","CD62L","Innate"
"Natural killer cell","GZMB","Innate"
"Natural killer cell","KIR2DL1","Innate"
"Natural killer cell","CD57","Innate"
"Natural killer cell","CX3CR1","Innate"
"Natural killer cell","CD62L","Innate"
"Natural killer cell","NCAM","Innate"
"Natural killer cell","CD69","Innate"
"Natural killer cell","NKG2C","Innate"
"Natural killer cell","CD94","Innate"
"Natural killer cell","CD49e","Innate"
"Natural killer cell","NKp46","Innate"
"Natural killer cell","CD16","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer cell","KIR2DS1","Innate"
"Natural killer cell","NKG2D","Innate"
"Natural killer cell","CD56","Innate"
"Natural killer T(NKT) cell","CD3","Innate"
"Natural killer cell","CD16","Innate"
"Natural killer T(NKT) cell","CD56","Innate"
"Natural killer cell","KLRF1","Innate"
"Natural killer cell","KLRF1","Innate"
"Natural killer cell","FCGR3A","Innate"
"Natural killer cell","KLRD1","Innate"
"Platelet","CD9","Innate"
"Platelet","CD36","Innate"
"Platelet","CD47","Innate"
"Platelet","CD48","Innate"
"Platelet","CD63","Innate"
"Platelet","CD69","Innate"
"Platelet","CD151","Innate"
"Platelet","CSF3R","Innate"
"Platelet","CD46","Innate"
"Platelet","CCL5","Innate"
"Platelet","CD84","Innate"
"Platelet","CD226","Innate"
"Platelet","CD109","Innate"
"Platelet","CD147","Innate"
"Platelet","CD193","Innate"
"Platelet","GARP","Innate"
"Platelet","CD32","Innate"
"Platelet","CD102","Innate"
"Platelet","CD49f","Innate"
"Platelet","CD41","Innate"
"Platelet","CD51","Innate"
"Platelet","CD29","Innate"
"Platelet","CD61","Innate"
"Platelet","CD107b","Innate"
"Platelet","CD31","Innate"
"Platelet","CD62P","Innate"
"Platelet","CD43","Innate"
"Platelet","VEGF","Innate"
"Platelet","CD258","Innate"
"Platelet","c-Src","Innate"
"Platelet","CD323","Innate"
"Platelet","CD41b","Innate"
"Platelet","CD42b","Innate"
"Platelet","CD49b","Innate"
"Platelet","Fc-epsilon RI-alpha","Innate"
"Platelet","Lyn","Innate"
"Platelet","PDGF","Innate"
"Platelet","CD41","Innate"
"Platelet","CD61","Innate"
"Platelet","CD62P","Innate"
"Platelet","CD154","Innate"
"Platelet","CD41","Innate"
"Platelet","CD41","Innate"
"Platelet","CD14","Innate"
"Platelet","CD41","Innate"
"Platelet","CD62P","Innate"
"Platelet","CD42","Innate"
"Platelet","PPBP","Innate"
"Platelet","GPIb","Innate"
"Platelet","CD62P","Innate"
"Platelet","integrin αIIbβ3","Innate"
"Platelet","CD128","Innate"
"Platelet","CD42","Innate"
"Platelet","CD154","Innate"
"Platelet","PPBP","Innate"
"Platelet","PPBP","Innate"
"Platelet","PF4","Innate"
"Platelet","PPBP","Innate"
"Platelet","PPBP","Innate"
"Platelet","GATA2","Innate"
"Platelet","CD41","Innate"
"Platelet","CD62P","Innate"
"Platelet","CD41","Innate"
"Platelet","PS","Innate"
"Platelet","CD63","Innate"
"Platelet","CD274","Innate"
"Platelet","PPBP","Innate"
"Platelet","PPBP","Innate"
"Platelet","PPBP","Innate"
"Platelet","GP9","Innate"
"Platelet","CD41a","Innate"
"Eosinophil","SIGLEC8","Innate"
"Eosinophil","CD66b","Innate"
"Eosinophil","CD193","Innate"
"Eosinophil","CD16","Innate"
"Eosinophil","CD15","Innate"
"Eosinophil","CD11b","Innate"
"Eosinophil","CD9","Innate"
"Eosinophil","IL-3R-alpha","Innate"
"Eosinophil","IL-5R-alpha","Innate"
"Eosinophil","CD125","Innate"
"Eosinophil","CD114","Innate"
"Eosinophil","CD124","Innate"
"Eosinophil","CD123","Innate"
