"process","gene_set_short","immune_system","immune_sub_system","immune_tissue","go_term","set_size","genes"
"CYTOSOLIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY","PRR, Cytosolic, Pathway","Innate","PRR","Undefined","GO:0002753",4,"MAVS"
"CYTOSOLIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY","PRR, Cytosolic, Pathway","Innate","PRR","Undefined","GO:0002753",4,"RIGI"
"CYTOSOLIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY","PRR, Cytosolic, Pathway","Innate","PRR","Undefined","GO:0002753",4,"CGAS"
"CYTOSOLIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY","PRR, Cytosolic, Pathway","Innate","PRR","Undefined","GO:0002753",4,"STING1"
"CYTOTOXIC T CELL DEGRANULATION","Degranulation, Cytotoxic T cell","Adaptive","Cellular","T cell","GO:0043316",1,"RAB27A"
"DENDRITIC CELL CHEMOTAXIS","Chemotaxis, Dendritic cell","Innate","APC","Dendritic cell","GO:0002407",10,"CCR2"
"DENDRITIC CELL CHEMOTAXIS","Chemotaxis, Dendritic cell","Innate","APC","Dendritic cell","GO:0002407",10,"CXCR2"
"DENDRITIC CELL CHEMOTAXIS","Chemotaxis, Dendritic cell","Innate","APC","Dendritic cell","GO:0002407",10,"CCR1"
"DENDRITIC CELL CHEMOTAXIS","Chemotaxis, Dendritic cell","Innate","APC","Dendritic cell","GO:0002407",10,"CXCR4"
"DENDRITIC CELL CHEMOTAXIS","Chemotaxis, Dendritic cell","Innate","APC","Dendritic cell","GO:0002407",10,"CXCR1"
"DENDRITIC CELL CHEMOTAXIS","Chemotaxis, Dendritic cell","Innate","APC","Dendritic cell","GO:0002407",10,"CCR7"
"DENDRITIC CELL CHEMOTAXIS","Chemotaxis, Dendritic cell","Innate","APC","Dendritic cell","GO:0002407",10,"HMGB1"
"DENDRITIC CELL CHEMOTAXIS","Chemotaxis, Dendritic cell","Innate","APC","Dendritic cell","GO:0002407",10,"GPR183"
"DENDRITIC CELL CHEMOTAXIS","Chemotaxis, Dendritic cell","Innate","APC","Dendritic cell","GO:0002407",10,"PIK3CG"
"DENDRITIC CELL CHEMOTAXIS","Chemotaxis, Dendritic cell","Innate","APC","Dendritic cell","GO:0002407",10,"CCL5"
"DENDRITIC CELL HOMEOSTASIS","Homeostasis, Dendritic cell","Innate","APC","Dendritic cell","GO:0036145",2,"GPR183"
"DENDRITIC CELL HOMEOSTASIS","Homeostasis, Dendritic cell","Innate","APC","Dendritic cell","GO:0036145",2,"F2R"
"DENDRITIC CELL MIGRATION","Migration, Dendritic cell","Innate","APC","Dendritic cell","GO:0036336",5,"ALOX5"
"DENDRITIC CELL MIGRATION","Migration, Dendritic cell","Innate","APC","Dendritic cell","GO:0036336",5,"CDC42"
"DENDRITIC CELL MIGRATION","Migration, Dendritic cell","Innate","APC","Dendritic cell","GO:0036336",5,"EPS8"
"DENDRITIC CELL MIGRATION","Migration, Dendritic cell","Innate","APC","Dendritic cell","GO:0036336",5,"DOCK8"
"DENDRITIC CELL MIGRATION","Migration, Dendritic cell","Innate","APC","Dendritic cell","GO:0036336",5,"NLRP12"
"DIAPEDESIS","Diapedesis","General","General","Leukocyte","GO:0050904",3,"FER"
"DIAPEDESIS","Diapedesis","General","General","Leukocyte","GO:0050904",3,"ITGA4"
"DIAPEDESIS","Diapedesis","General","General","Leukocyte","GO:0050904",3,"PECAM1"
"DN2 THYMOCYTE DIFFERENTIATION","Differentiation , DN2 thymocyte","Adaptive","Cellular","T cell","GO:1904155",3,"LIG4"
"DN2 THYMOCYTE DIFFERENTIATION","Differentiation , DN2 thymocyte","Adaptive","Cellular","T cell","GO:1904155",3,"PTPRC"
"DN2 THYMOCYTE DIFFERENTIATION","Differentiation , DN2 thymocyte","Adaptive","Cellular","T cell","GO:1904155",3,"RAG2"
"DN4 THYMOCYTE DIFFERENTIATION","Differentiation , DN4 thymocyte","Adaptive","Cellular","T cell","GO:1904157",1,"ABL1"
"EOSINOPHIL CHEMOTAXIS","Chemotaxis, Eosinophil","Innate","Eosinophil","Eosinophil","GO:0048245",16,"SCG2"
"EOSINOPHIL CHEMOTAXIS","Chemotaxis, Eosinophil","Innate","Eosinophil","Eosinophil","GO:0048245",16,"CCL5"
"EOSINOPHIL CHEMOTAXIS","Chemotaxis, Eosinophil","Innate","Eosinophil","Eosinophil","GO:0048245",16,"CCL4"
"EOSINOPHIL CHEMOTAXIS","Chemotaxis, Eosinophil","Innate","Eosinophil","Eosinophil","GO:0048245",16,"CCL18"
"EOSINOPHIL CHEMOTAXIS","Chemotaxis, Eosinophil","Innate","Eosinophil","Eosinophil","GO:0048245",16,"CCL3"
"EOSINOPHIL CHEMOTAXIS","Chemotaxis, Eosinophil","Innate","Eosinophil","Eosinophil","GO:0048245",16,"LGALS3"
"EOSINOPHIL CHEMOTAXIS","Chemotaxis, Eosinophil","Innate","Eosinophil","Eosinophil","GO:0048245",16,"CCL23"
"EOSINOPHIL CHEMOTAXIS","Chemotaxis, Eosinophil","Innate","Eosinophil","Eosinophil","GO:0048245",16,"CCL1"
"EOSINOPHIL CHEMOTAXIS","Chemotaxis, Eosinophil","Innate","Eosinophil","Eosinophil","GO:0048245",16,"CCL8"
"EOSINOPHIL CHEMOTAXIS","Chemotaxis, Eosinophil","Innate","Eosinophil","Eosinophil","GO:0048245",16,"CCL4L1"
"EOSINOPHIL CHEMOTAXIS","Chemotaxis, Eosinophil","Innate","Eosinophil","Eosinophil","GO:0048245",16,"CCL2"
"EOSINOPHIL CHEMOTAXIS","Chemotaxis, Eosinophil","Innate","Eosinophil","Eosinophil","GO:0048245",16,"CCL7"
"EOSINOPHIL CHEMOTAXIS","Chemotaxis, Eosinophil","Innate","Eosinophil","Eosinophil","GO:0048245",16,"CX3CL1"
"EOSINOPHIL CHEMOTAXIS","Chemotaxis, Eosinophil","Innate","Eosinophil","Eosinophil","GO:0048245",16,"CCL3L1"
"EOSINOPHIL CHEMOTAXIS","Chemotaxis, Eosinophil","Innate","Eosinophil","Eosinophil","GO:0048245",16,"XCL1"
"EOSINOPHIL CHEMOTAXIS","Chemotaxis, Eosinophil","Innate","Eosinophil","Eosinophil","GO:0048245",16,"CCL24"
"EOSINOPHIL DEGRANULATION","Degranulation, Eosinophil","Innate","Eosinophil","Eosinophil","GO:0043308",4,"VAMP2"
"EOSINOPHIL DEGRANULATION","Degranulation, Eosinophil","Innate","Eosinophil","Eosinophil","GO:0043308",4,"VAMP7"
"EOSINOPHIL DEGRANULATION","Degranulation, Eosinophil","Innate","Eosinophil","Eosinophil","GO:0043308",4,"CCL3"
"EOSINOPHIL DEGRANULATION","Degranulation, Eosinophil","Innate","Eosinophil","Eosinophil","GO:0043308",4,"FCER1A"
"EOSINOPHIL HOMEOSTASIS","Homeostasis, Eosinophil","Innate","Eosinophil","Eosinophil","GO:1990959",2,"BTK"
"EOSINOPHIL HOMEOSTASIS","Homeostasis, Eosinophil","Innate","Eosinophil","Eosinophil","GO:1990959",2,"MPL"
"EOSINOPHIL MIGRATION","Migration, Eosinophil","Innate","Eosinophil","Eosinophil","GO:0072677",1,"EPX"
"ESTABLISHMENT OF T CELL POLARITY","Establishment of T cell polarity","Adaptive","Cellular","T cell","GO:0001768",3,"CCR7"
"ESTABLISHMENT OF T CELL POLARITY","Establishment of T cell polarity","Adaptive","Cellular","T cell","GO:0001768",3,"CRTAM"
"ESTABLISHMENT OF T CELL POLARITY","Establishment of T cell polarity","Adaptive","Cellular","T cell","GO:0001768",3,"MYH9"
"EXTRATHYMIC T CELL SELECTION","Selection, T cell, Extrathymic","Adaptive","Cellular","T cell","GO:0045062",1,"IL15"
"FC RECEPTOR MEDIATED STIMULATORY SIGNALING PATHWAY","Fc receptor, Pathway","Adaptive","Tolerance","Undefined","GO:0002431",1,"FCER1G"
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14,"LIMK1"
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14,"VAV2"
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14,"SRC"
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14,"VAV1"
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14,"SYK"
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14,"ABL1"
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14,"PRKCE"
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14,"MYO1G"
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14,"HCK"
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14,"PTK2"
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14,"PRKCD"
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14,"FGR"
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14,"PLPP4"
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14,"FCGR2B"
"FOLLICULAR B CELL DIFFERENTIATION","Differentiation, folicular B cell","Adaptive","Humoral","B cell","GO:0002316",4,"FCGR2B"
"FOLLICULAR B CELL DIFFERENTIATION","Differentiation, folicular B cell","Adaptive","Humoral","B cell","GO:0002316",4,"IRF8"
"FOLLICULAR B CELL DIFFERENTIATION","Differentiation, folicular B cell","Adaptive","Humoral","B cell","GO:0002316",4,"SPI1"
"FOLLICULAR B CELL DIFFERENTIATION","Differentiation, folicular B cell","Adaptive","Humoral","B cell","GO:0002316",4,"PLCG2"
"GAMMA-DELTA T CELL ACTIVATION","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629",7,"ITK"
"GAMMA-DELTA T CELL ACTIVATION","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629",7,"CXADR"
"GAMMA-DELTA T CELL ACTIVATION","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629",7,"JAML"
"GAMMA-DELTA T CELL ACTIVATION","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629",7,"CD3G"
"GAMMA-DELTA T CELL ACTIVATION","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629",7,"CD247"
"GAMMA-DELTA T CELL DIFFERENTIATION","Differentiation, gdT cell","Adaptive","Cellular","T cell","GO:0042492",4,"SYK"
"GAMMA-DELTA T CELL DIFFERENTIATION","Differentiation, gdT cell","Adaptive","Cellular","T cell","GO:0042492",4,"STAT5B"
"GAMMA-DELTA T CELL DIFFERENTIATION","Differentiation, gdT cell","Adaptive","Cellular","T cell","GO:0042492",4,"TCF7"
"GAMMA-DELTA T CELL DIFFERENTIATION","Differentiation, gdT cell","Adaptive","Cellular","T cell","GO:0042492",4,"PTPRC"
"GERMINAL CENTER B CELL DIFFERENTIATION","Differentiation, Germinal center, B cell","Adaptive","Humoral","B cell","GO:0002314",3,"CDH17"
"GERMINAL CENTER B CELL DIFFERENTIATION","Differentiation, Germinal center, B cell","Adaptive","Humoral","B cell","GO:0002314",3,"SPI1"
"GERMINAL CENTER B CELL DIFFERENTIATION","Differentiation, Germinal center, B cell","Adaptive","Humoral","B cell","GO:0002314",3,"IRF8"
"GERMINAL CENTER FORMATION","Formation, Germinal center","Adaptive","Germinal center","Germinal center","GO:0002467",6,"MEF2C"
"GERMINAL CENTER FORMATION","Formation, Germinal center","Adaptive","Germinal center","Germinal center","GO:0002467",6,"UNC13D"
"GERMINAL CENTER FORMATION","Formation, Germinal center","Adaptive","Germinal center","Germinal center","GO:0002467",6,"BCL6"
"GERMINAL CENTER FORMATION","Formation, Germinal center","Adaptive","Germinal center","Germinal center","GO:0002467",6,"ADAM17"
"GERMINAL CENTER FORMATION","Formation, Germinal center","Adaptive","Germinal center","Germinal center","GO:0002467",6,"NFKB2"
"GERMINAL CENTER FORMATION","Formation, Germinal center","Adaptive","Germinal center","Germinal center","GO:0002467",6,"BCL3"
"GRANULOCYTE CHEMOTAXIS","Chemotaxis, Granulocyte","Innate","Granulocyte","Granulocyte","GO:0071621",2,"CCL3"
"GRANULOCYTE CHEMOTAXIS","Chemotaxis, Granulocyte","Innate","Granulocyte","Granulocyte","GO:0071621",2,"IL17RC"
"GRANULOMA FORMATION","Formation, Granuloma","Innate","Innate","Undefined","GO:0002432",2,"UNC13D"
"GRANULOMA FORMATION","Formation, Granuloma","Innate","Innate","Undefined","GO:0002432",2,"CEBPB"
"HELPER T CELL DIAPEDESIS","Diapedesis, Th cell","Adaptive","Cellular","T cell","GO:0035685",2,"CRKL"
"HELPER T CELL DIAPEDESIS","Diapedesis, Th cell","Adaptive","Cellular","T cell","GO:0035685",2,"CRK"
"HELPER T CELL EXTRAVASATION","Extravasation, Th cell","Adaptive","Cellular","T cell","GO:0035684",1,"CCL2"
"HEMATOPOIETIC OR LYMPHOID ORGAN DEVELOPMENT","Organ development, Hematopoietic or lymphoid","General","Organ","Undefined","GO:0048534",2,"ASXL1"
"HEMATOPOIETIC OR LYMPHOID ORGAN DEVELOPMENT","Organ development, Hematopoietic or lymphoid","General","Organ","Undefined","GO:0048534",2,"LTBR"
"HEPATIC IMMUNE RESPONSE","Immune response, Hepatic","General","Organ","Undefined","GO:0002384",1,"IL6R"
"HISTAMINE SECRETION BY MAST CELL","Secretion, Histamine, Mast cell","Innate","Cells","Mast cell","GO:0002553",4,"BTK"
"HISTAMINE SECRETION BY MAST CELL","Secretion, Histamine, Mast cell","Innate","Cells","Mast cell","GO:0002553",4,"SNAP23"
"HISTAMINE SECRETION BY MAST CELL","Secretion, Histamine, Mast cell","Innate","Cells","Mast cell","GO:0002553",4,"SLC18A2"
"HISTAMINE SECRETION BY MAST CELL","Secretion, Histamine, Mast cell","Innate","Cells","Mast cell","GO:0002553",4,"RAB44"
"HISTAMINE SECRETION MEDIATED BY IGE IMMUNOGLOBULIN","Secretion, Histamine, IgE","Innate","Cells","Mast cell","GO:0097279",1,"RAB44"
"HUMORAL IMMUNE RESPONSE","Humoral immune response","General","Humoral","Undefined","GO:0006959",23,"IFNA8"
"HUMORAL IMMUNE RESPONSE","Humoral immune response","General","Humoral","Undefined","GO:0006959",23,"CCR2"
"HUMORAL IMMUNE RESPONSE","Humoral immune response","General","Humoral","Undefined","GO:0006959",23,"IL7"
"HUMORAL IMMUNE RESPONSE","Humoral immune response","General","Humoral","Undefined","GO:0006959",23,"NOTCH2"
"HUMORAL IMMUNE RESPONSE","Humoral immune response","General","Humoral","Undefined","GO:0006959",23,"GATA3"
"HUMORAL IMMUNE RESPONSE","Humoral immune response","General","Humoral","Undefined","GO:0006959",23,"IFNE"
"HUMORAL IMMUNE RESPONSE","Humoral immune response","General","Humoral","Undefined","GO:0006959",23,"BMI1"
"HUMORAL IMMUNE RESPONSE","Humoral immune response","General","Humoral","Undefined","GO:0006959",23,"CD83"
"HUMORAL IMMUNE RESPONSE","Humoral immune response","General","Humoral","Undefined","GO:0006959",23,"CD28"
"HUMORAL IMMUNE RESPONSE","Humoral immune response","General","Humoral","Undefined","GO:0006959",23,"ALOX5"
"HUMORAL IMMUNE RESPONSE","Humoral immune response","General","Humoral","Undefined","GO:0006959",23,"MS4A1"
"HUMORAL IMMUNE RESPONSE","Humoral immune response","General","Humoral","Undefined","GO:0006959",23,"BCL2"
"HUMORAL IMMUNE RESPONSE","Humoral immune response","General","Humoral","Undefined","GO:0006959",23,"PSMB10"
"HUMORAL IMMUNE RESPONSE","Humoral immune response","General","Humoral","Undefined","GO:0006959",23,"CCL2"
"HUMORAL IMMUNE RESPONSE","Humoral immune response","General","Humoral","Undefined","GO:0006959",23,"TFEB"
"HUMORAL IMMUNE RESPONSE","Humoral immune response","General","Humoral","Undefined","GO:0006959",23,"MEF2C"
"HUMORAL IMMUNE RESPONSE","Humoral immune response","General","Humoral","Undefined","GO:0006959",23,"GPR183"
"HUMORAL IMMUNE RESPONSE","Humoral immune response","General","Humoral","Undefined","GO:0006959",23,"BST1"
"HUMORAL IMMUNE RESPONSE","Humoral immune response","General","Humoral","Undefined","GO:0006959",23,"TFE3"
"HUMORAL IMMUNE RESPONSE","Humoral immune response","General","Humoral","Undefined","GO:0006959",23,"ST6GAL1"
"HUMORAL IMMUNE RESPONSE","Humoral immune response","General","Humoral","Undefined","GO:0006959",23,"POU2F2"
"HUMORAL IMMUNE RESPONSE","Humoral immune response","General","Humoral","Undefined","GO:0006959",23,"RBPJ"
"HUMORAL IMMUNE RESPONSE","Humoral immune response","General","Humoral","Undefined","GO:0006959",23,"NOTCH1"
"HUMORAL IMMUNE RESPONSE MEDIATED BY CIRCULATING IMMUNOGLOBULIN","Ig, Humoral immune response","Adaptive","Humoral","B cell","GO:0002455",3,"BCL3"
"HUMORAL IMMUNE RESPONSE MEDIATED BY CIRCULATING IMMUNOGLOBULIN","Ig, Humoral immune response","Adaptive","Humoral","B cell","GO:0002455",3,"ZP3"
"HUMORAL IMMUNE RESPONSE MEDIATED BY CIRCULATING IMMUNOGLOBULIN","Ig, Humoral immune response","Adaptive","Humoral","B cell","GO:0002455",3,"CD81"
"IMMATURE B CELL DIFFERENTIATION","Differentiation, B cell, Immature","Adaptive","Humoral","B cell","GO:0002327",5,"SPI1"
"IMMATURE B CELL DIFFERENTIATION","Differentiation, B cell, Immature","Adaptive","Humoral","B cell","GO:0002327",5,"PRKDC"
"IMMATURE B CELL DIFFERENTIATION","Differentiation, B cell, Immature","Adaptive","Humoral","B cell","GO:0002327",5,"IRF2BP2"
"IMMATURE B CELL DIFFERENTIATION","Differentiation, B cell, Immature","Adaptive","Humoral","B cell","GO:0002327",5,"KIT"
"IMMATURE B CELL DIFFERENTIATION","Differentiation, B cell, Immature","Adaptive","Humoral","B cell","GO:0002327",5,"SYVN1"
"IMMATURE T CELL PROLIFERATION IN THYMUS","Proliferation, thymus, T cell, immature","Adaptive","Humoral","B cell","GO:0033080",2,"WNT4"
"IMMATURE T CELL PROLIFERATION IN THYMUS","Proliferation, thymus, T cell, immature","Adaptive","Humoral","B cell","GO:0033080",2,"CLEC4G"
"IMMUNE COMPLEX CLEARANCE","Clearance, Immune complex","Innate","Innate","Undefined","GO:0002434",1,"CLU"
"IMMUNE COMPLEX CLEARANCE BY MONOCYTES AND MACROPHAGES","Clearance, Immune complex, Monocytes, Macrophages","Innate","Innate","APC","GO:0002436",1,"FCGR2B"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"HLA-C"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"CCL1"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"RAG1"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"CXCL14"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"VAV1"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"IL2RG"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"CCL20"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"HLA-DOB"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"LILRB2"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"CD1C"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"ITGB8"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"HLA-DPA1"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"CCR7"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"TNFSF15"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"CCL2"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"PTAFR"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"CEACAM8"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"CD1E"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"SCAP"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"C7"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"CX3CR1"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"KIR3DL1"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"HLA-DMA"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"IL12A"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"ETS1"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"CXCL6"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"CCR1"
"IMMUNE RESPONSE","Immune response","General","General","Undefined","GO:0006955",262,"IL10"
