"condition","genes","base_mean","log2fold_change","lfc_se","stat","pvalue","padj","direction","vaccine","day","dose","infection","type","vac_infec","regimen","variant","severity","prior_infection","previous_vaccination","gse_id","participants","bioprocess"
"I (D10, severe)","CREBL2",1298.29586951424,-1.15805851895209,0.248885834287638,-4.65297079790294,3.27186598748437e-06,4.82651677587711e-05,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","CLIP1",5836.55550134092,1.07824157961098,0.231981607714098,4.6479614924466,3.35231473958641e-06,4.91428388856245e-05,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","KAT2B",5441.04496638033,0.742022787237136,0.159839141664296,4.64230963399177,3.44536025754717e-06,5.02321211131431e-05,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","BIN1",955.340382036694,-1.46964871491512,0.317202850124962,-4.63315103989812,3.60141583753649e-06,5.17831163030917e-05,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","CDKN2D",5992.81538015155,1.7770658690183,0.38480205964842,4.6181298266489,3.87213978680117e-06,5.50430537572251e-05,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","IER3",954.218416275843,2.85191294625885,0.618133216911176,4.6137513212927,3.95465553468464e-06,5.60025510585002e-05,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","MDM2",10820.4013323604,1.65052278429111,0.358006136472841,4.61031981337649,4.02049983731376e-06,5.65663195928331e-05,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","BROX",4202.58141053494,0.776939766770116,0.1687746905728,4.60341396054871,4.15620945265488e-06,5.82863334601018e-05,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","JTB",1412.89575765694,0.860508137643323,0.187502411704691,4.58931770434286,4.44697162186406e-06,6.1659065430895e-05,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","ING3",1996.69511091034,1.0069806248052,0.219755327226357,4.58228083712378,4.59931638463545e-06,6.35037326278879e-05,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","CENPU",324.941084171825,2.13428932136254,0.465840474384764,4.5815884164666,4.61457425593492e-06,6.35658895217118e-05,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","PRKCA",2293.80030153703,-1.84079607814391,0.402564943473904,-4.57266860412358,4.81551449585573e-06,6.56196906319804e-05,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","POC1B",1108.98205675365,0.71486615070101,0.156701413972052,4.56196362611321,5.06774280186609e-06,6.79707833697036e-05,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","ZFP62",849.65951997257,-1.30692591235894,0.286933745555973,-4.5548003070416,5.24353662474136e-06,6.99254669421938e-05,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","CCNI",12356.1355308135,0.631001750468023,0.138959930467151,4.54088994105524,5.60172698265189e-06,7.35554969226592e-05,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","CCDC69",9226.8645850005,0.830021722460145,0.182826125939411,4.5399513783671,5.62672019826678e-06,7.36622542315903e-05,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","ZMPSTE24",2160.59804754144,1.37489824058684,0.303185569400153,4.534840636733,5.76469951374255e-06,7.51172372749064e-05,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","INSR",980.321107715287,2.2409482004312,0.49845235723202,4.49581222340992,6.93048790241716e-06,8.79862483091716e-05,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","LATS2",1254.78081347174,1.10129394384993,0.245410568447645,4.4875571203645,7.2044499586336e-06,9.06177557327554e-05,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","AZI2",1874.03752854905,1.16058195875169,0.259229429500334,4.47704553062789,7.56831132846778e-06,9.39853036183782e-05,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","AATF",2133.76673068258,0.704783686036304,0.157772824131829,4.46707910512784,7.92948146640921e-06,9.75664198266901e-05,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","MAP3K8",4247.81743343576,1.53452952745592,0.344352900876464,4.45627007511818,8.33979560798813e-06,0.00010128668271086,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","ANK3",546.213933198266,-2.01517195368287,0.453295719362798,-4.44560111115899,8.76464449845667e-06,0.00010556577106956,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","LEF1",3855.98991859312,-2.54250332705371,0.573012971516767,-4.43707813511393,9.11882002858862e-06,0.00010919306893199,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","GATA3",277.263605668292,-1.82079881019296,0.41107907868888,-4.42931519648318,9.45327780933915e-06,0.00011233774845753,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","PHF13",1099.8601064282,1.96602637084957,0.444735528609708,4.42066406746406,9.83980428224877e-06,0.00011597618564831,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","KLHL42",870.086122667661,-1.33170056502754,0.301960942061846,-4.41017489193946,1.03287166303246e-05,0.00012072883438307,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","TRIM32",204.615246674315,-1.44914662648268,0.329717315327202,-4.39511836084371,1.10712412594283e-05,0.00012682586751643,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","UIMC1",4831.86131015083,1.18658351260934,0.270323660508918,4.3894918793843,1.1361582082138e-05,0.00012975576761365,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","PPP2CA",5120.3544695728,1.12666742689046,0.257235578520012,4.37990511799599,1.18730995115173e-05,0.00013477727721361,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","FBXO31",378.36539579814,-1.11981747689643,0.256994447766499,-4.35736058357912,1.31640297143679e-05,0.0001454710562782,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","CROCC",153.658469275527,-1.51726090041193,0.348899197143113,-4.34870848897244,1.36941594680566e-05,0.00015017954895301,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","CDK18",40.7808919130774,-2.316753550316,0.533041481582249,-4.3462912932012,1.38458669199683e-05,0.00015148912354885,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","NOLC1",2310.79166908743,-0.827802460684333,0.190685573625838,-4.34119081451143,1.41712586559526e-05,0.00015441898804895,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","FGFR2",42.719621603492,-5.85778949229577,1.35916722750416,-4.30983721043099,1.63374764231347e-05,0.00017309791507831,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","PRMT5",1029.40082345074,1.90782741761123,0.444360847414869,4.29341925309189,1.75942320245035e-05,0.00018433175304733,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","DUSP1",43756.0268615774,2.17391947572592,0.506524205716019,4.29183729265787,1.7720077797939e-05,0.0001850303504733,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","SH2B1",1830.74229086554,-0.682360111544058,0.158997387777525,-4.29164353630036,1.77355500393489e-05,0.00018508891042177,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","DYNC1H1",7738.15255727568,-0.79528348196678,0.185348634890544,-4.29074367036168,1.78075768945563e-05,0.00018553102323678,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","NF2",552.743372663053,-0.829139679915616,0.193345625683178,-4.28838085674755,1.7998029650751e-05,0.00018699613973792,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","UBR2",18291.0417471787,1.03571737025152,0.241926637832214,4.28112166370794,1.85953653763111e-05,0.00019182157005008,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","INSC",49.1904952409447,2.75556546149391,0.646550591859165,4.26194871088162,2.02651960213069e-05,0.00020606626461834,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","STRADA",2027.21600825921,0.650708454893849,0.152681613962284,4.26186518472743,2.02727736349106e-05,0.00020606626461834,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","IGF1R",8264.96398921198,1.4316200537114,0.336304213942843,4.25691976002035,2.07262700683188e-05,0.00021022039543888,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","YY1AP1",5398.9119119915,0.979059743910023,0.230122848617405,4.25450905806305,2.09508179030325e-05,0.00021215388404344,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","TUBGCP6",1729.86435661103,-0.955770171858273,0.224980790283666,-4.24823012957326,2.15465999365251e-05,0.00021736580710159,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","MUC1",95.1084689744455,1.7395858209876,0.409875494210314,4.24418108806229,2.19393133004452e-05,0.00022061590287757,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","ANXA1",23557.0183770858,1.2119515303825,0.286025417502735,4.23721619205718,2.26308206164394e-05,0.00022587485002493,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","CACUL1",7860.0036418995,1.07769311434494,0.254544793133621,4.23380537891897,2.29769810433979e-05,0.00022835430677529,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","CDC6",128.765036336074,1.74986935752235,0.414506347833049,4.22157432973051,2.42601927505992e-05,0.00023921085484616,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","HSP90AB1",14018.9734253801,-0.918885803930281,0.217864284178937,-4.21769822159367,2.46808827289121e-05,0.00024284849686696,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","EXOC6B",120.563144885317,-1.34064927181825,0.318317957230685,-4.21166711259925,2.53492919058923e-05,0.00024851312085797,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","IQGAP1",47558.3623630203,1.19193893064702,0.283514755030982,4.20415131662818,2.62063583802069e-05,0.00025558009804896,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","LFNG",650.741363160987,-1.54787540441544,0.368537522611767,-4.20004832464791,2.66858018039056e-05,0.00025932098892549,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","TOPBP1",3339.85732341369,0.45451595610218,0.108388345616518,4.1934024688436,2.74801256323035e-05,0.00026579230791986,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","CSNK2A1",1932.32152415067,-0.646834758435979,0.154419530191292,-4.18881444357909,2.80415563588942e-05,0.00027052532828703,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","CCL2",35.7959794084754,-7.45019902491316,1.77909494037525,-4.1876343166609,2.8187720526631e-05,0.0002715166262637,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","SEPT7",10743.9161538051,0.572539117709595,0.136891856473131,4.18241911871487,2.88423639210176e-05,0.00027640353248926,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","USP33",4425.82818472462,0.499955401287404,0.119629079740755,4.17921296703816,2.92519660349372e-05,0.00028004280136712,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","GPER1",30.1398378079946,3.09960511998224,0.741850627228379,4.17820650979652,2.93816822163819e-05,0.0002809979027055,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","CUL3",5270.84781440662,0.84656257025476,0.202636207425177,4.17774582840706,2.94412388873173e-05,0.00028142404813123,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","CDK19",5320.93063522704,0.920622839011463,0.220824054877454,4.1690333035609,3.05894294087873e-05,0.00029049317773486,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","MAD2L2",328.869671357142,0.878931936834087,0.211211444166494,4.16138405900602,3.16324584260549e-05,0.00029826706025451,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","SEPT6",7958.59745029985,-1.15686036627764,0.278270042760649,-4.15732989006188,3.21988869313374e-05,0.00030239234953934,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","NEDD9",8357.53838531743,1.63131963760108,0.392521764077995,4.15599792646639,3.23870760159334e-05,0.00030385554718148,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","CDK20",61.1594763073466,-2.06945546197668,0.497995282250851,-4.15557242354406,3.24474139294685e-05,0.0003041175199663,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","APBB1",759.781970767693,-1.8275446320427,0.439823924626479,-4.15517330848873,3.25041069972013e-05,0.00030449678666774,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","ANKRD31",23.5024738953507,-2.72975103781777,0.65714305187883,-4.15396773961647,3.26759263446052e-05,0.00030595363369769,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","EDN1",220.266392739635,2.69774890326142,0.65124521276718,4.14244719250761,3.43619503706421e-05,0.0003184037712369,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","GOLGA6C",17.0315778635993,2.17911394710117,0.526740835355459,4.13697553110846,3.51913619889577e-05,0.00032480605821977,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","IK",6034.33395044159,0.667314466678603,0.16147576905325,4.13259816374394,3.58685496334121e-05,0.00032992032613791,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","ANKLE2",2903.11117770861,0.421035457117365,0.101937983576317,4.13030984473173,3.62274641012424e-05,0.0003322444459412,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","ZZZ3",1251.42197119622,-0.949134341954989,0.230157639416107,-4.12384461520753,3.72600302727497e-05,0.00034054905408566,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","CD28",3387.50298946313,-2.33826132046787,0.567636997236788,-4.11928984870672,3.80041850657921e-05,0.00034623859479752,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","NLE1",135.287235601974,-1.5688568852125,0.382112770820498,-4.1057431340066,4.03017129507225e-05,0.00036321870403811,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","NPAT",1675.86767741592,-0.964317281161281,0.23511719903797,-4.10143232867261,4.10600591998137e-05,0.00036828439331993,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","MAP10",109.560351995259,-1.8911602195029,0.462503862802832,-4.08896091816884,4.3330984343018e-05,0.00038552043158482,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","ZFP36L2",19692.6616782173,1.4170619287463,0.346647205877507,4.08790812307035,4.35280466863477e-05,0.00038687119509532,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","GIPC1",111.439652496243,-1.46732049404445,0.359575501805784,-4.08070206862143,4.48998763442178e-05,0.00039647119045783,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","CCSAP",2301.21701327084,1.04878470444075,0.257653687519122,4.07052083957817,4.69081444682488e-05,0.00040996014103503,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","CNTLN",314.203799084196,1.24664708670685,0.307272912860327,4.05713303884199,4.96787862696355e-05,0.00043036599518164,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","CEP97",1316.25524456069,1.14197444716188,0.28222803647135,4.04628279117764,5.20373643722771e-05,0.00044769789320559,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","NR2E1",6.67990913176008,4.44205775201899,1.0983521240892,4.04429294995221,5.24812645053243e-05,0.00045007241644328,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","TUBB4B",1706.69050782429,1.47398806733985,0.365067463694037,4.03757719853994,5.40060752799163e-05,0.00045978674979689,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","MAPRE1",6565.90859584682,1.00351794779236,0.248583017702663,4.03695295465716,5.41499223403997e-05,0.0004605934464167,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","HBP1",6102.49383037801,0.762721867874169,0.189155675416805,4.03224416181808,5.52467442837135e-05,0.00046780230583916,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","MED1",3371.59910913753,-0.850599100852211,0.210981857565987,-4.03162201084601,5.53932266053457e-05,0.00046883107984786,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","EXOC1",2850.56147325218,0.790274961832512,0.196351458515994,4.02479802190081,5.70242369921428e-05,0.00048046824558624,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","DOT1L",470.905136624764,-0.90352245266242,0.224614292089217,-4.02255103296605,5.75711748104404e-05,0.0004842068687329,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","GOLGA2",3067.5343336337,0.794620948465384,0.197730381486198,4.01870942893443,5.85177825557476e-05,0.00049038199647548,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","TELO2",84.2306628791058,-1.56656392195336,0.389941841059534,-4.01742967027276,5.88363869853378e-05,0.00049220060873512,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","KLHL18",1819.76738299073,0.616626006095155,0.153549876857181,4.01580267412841,5.92438106525906e-05,0.00049472668584121,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","ARL8A",2060.46406302866,1.42626498258045,0.355379256538227,4.01336025201301,5.98604479596647e-05,0.00049861036266295,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","SNRK",5460.39380373414,0.802366880843024,0.200127716797924,4.00927414593552,6.09056749175515e-05,0.00050590264902741,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","TAF6",761.000146717982,-0.673515943327749,0.168272629633179,-4.00252818771514,6.26691986397076e-05,0.00051871409054939,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","RPS6",49379.1188640452,-0.928051777131767,0.232777361396412,-3.98686440796674,6.69522624678225e-05,0.00054859923709442,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","AGO4",21256.5716334869,1.32309715600344,0.331892538480271,3.98652275240016,6.70487008484793e-05,0.00054903298691403,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","NSFL1C",4971.7938229199,1.58954713520528,0.399278057899326,3.98105306254036,6.86106294393751e-05,0.00056023057040924,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","ANAPC16",3027.55817269415,0.628593073811085,0.15790886548537,3.98073326585532,6.87030079360708e-05,0.00056067276503538,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","SGSM3",1631.17214625179,-0.676824462599929,0.170105931813072,-3.97884103973331,6.9252021147965e-05,0.00056375050968347,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","USP8",4585.90453279646,0.703052091296354,0.17712057659955,3.96934170379243,7.20714669081203e-05,0.00058265790825677,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","SDCBP",38621.2980879843,1.29007936177191,0.32504929857935,3.96887292915347,7.22133750209814e-05,0.00058355373337368,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","ZBED3",18.1748018544909,-3.11491918254835,0.786421245091236,-3.96087873005895,7.46744521620744e-05,0.00060008197874482,"DOWN","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","CASP3",1967.30202430065,0.712533732403317,0.180015509047415,3.95817969337097,7.55231326689057e-05,0.00060534645937605,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","IL10",53.1987843265415,2.50987854965472,0.636407401945781,3.94382362929925,8.01926455545607e-05,0.00063517720607251,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","CENPT",1078.71941284943,-0.662548504814191,0.168024470655999,-3.94316674367416,8.04127048339289e-05,0.00063653652633423,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","MBTPS1",3093.22884682709,-0.681887260214021,0.173303566820161,-3.93464065815577,8.33212617601346e-05,0.0006541590609486,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","ANAPC1",1354.9556403235,-0.973377275069129,0.248412387471003,-3.91839265738207,8.91414106888887e-05,0.00069203534553839,"NEUTRAL","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
"I (D10, severe)","ANXA11",10598.3496283723,1.14591765162552,0.292454703088837,3.91827397379015,8.91853037834879e-05,0.00069208976021231,"UP","INFECTION",10,NA,"1","INFECTION","infection","I","Beta","S","No","No","GSE189039",1,"Cell cycle"
